"spatial_scale","climates","type","probas","time_window"
"global","ipsl-cm6a-lr ssp126","at_least_one_5_down",0.973545630241311,30
"global","ipsl-cm6a-lr ssp126","at_least_one_10_down",0.5041285131529,30
"global","ipsl-cm6a-lr ssp126","at_least_one_25_down",0,30
"global","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.74467268695013,30
"global","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.218958493536558,30
"global","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"global","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.770691754268321,30
"global","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.1143256468223,30
"global","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,30
"global","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.362909672401401,30
"global","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0114326168966998,30
"global","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,30
"global","ipsl-cm6a-lr ssp585","at_least_one_5_up",0.604006464,30
"global","ipsl-cm6a-lr ssp585","at_least_one_10_up",0.490883232,30
"global","ipsl-cm6a-lr ssp585","at_least_one_25_up",0.26362,30
"global","ipsl-cm6a-lr ssp585","at_least_one_5_down",1,30
"global","ipsl-cm6a-lr ssp585","at_least_one_10_down",1,30
"global","ipsl-cm6a-lr ssp585","at_least_one_25_down",0.853093480113855,30
"global","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.604006464,30
"global","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.490883232,30
"global","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.224892503227614,30
"global","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,30
"global","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.99059840585344,30
"global","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.362123618390898,30
"global","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.9845752066336,30
"global","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.90480205705344,30
"global","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.0735893050241743,30
"global","gfdl-esm4 ssp126","at_least_one_5_up",0.9900844076584,20
"global","gfdl-esm4 ssp126","at_least_one_10_up",0.742862901382,20
"global","gfdl-esm4 ssp126","at_least_one_25_up",0,20
"global","gfdl-esm4 ssp126","at_least_one_5_down",1,20
"global","gfdl-esm4 ssp126","at_least_one_10_down",0.318175,20
"global","gfdl-esm4 ssp126","at_least_one_25_down",0,20
"global","gfdl-esm4 ssp126","at_least_one_5_up_down",0.9900844076584,20
"global","gfdl-esm4 ssp126","at_least_one_10_up_down",0.236360403647218,20
"global","gfdl-esm4 ssp126","at_least_one_25_up_down",0,20
"global","gfdl-esm4 ssp126","at_least_two_5_down",0.34543,20
"global","gfdl-esm4 ssp126","at_least_two_10_down",0.022725,20
"global","gfdl-esm4 ssp126","at_least_two_25_down",0,20
"global","gfdl-esm4 ssp126","at_least_three_5_down",0.0272699999999999,20
"global","gfdl-esm4 ssp126","at_least_three_10_down",-3.46944695195361e-18,20
"global","gfdl-esm4 ssp126","at_least_three_25_down",0,20
"global","gfdl-esm4 ssp585","at_least_one_5_up",0.9900844076584,20
"global","gfdl-esm4 ssp585","at_least_one_10_up",0.9724520663416,20
"global","gfdl-esm4 ssp585","at_least_one_25_up",0.547444848,20
"global","gfdl-esm4 ssp585","at_least_one_5_down",1,20
"global","gfdl-esm4 ssp585","at_least_one_10_down",1,20
"global","gfdl-esm4 ssp585","at_least_one_25_down",0.34543,20
"global","gfdl-esm4 ssp585","at_least_one_5_up_down",0.9900844076584,20
"global","gfdl-esm4 ssp585","at_least_one_10_up_down",0.9724520663416,20
"global","gfdl-esm4 ssp585","at_least_one_25_up_down",0.18910387384464,20
"global","gfdl-esm4 ssp585","at_least_two_5_down",0.90744519027934,20
"global","gfdl-esm4 ssp585","at_least_two_10_down",0.84133461190744,20
"global","gfdl-esm4 ssp585","at_least_two_25_down",0.0272699999999999,20
"global","gfdl-esm4 ssp585","at_least_three_5_down",0.53840635813774,20
"global","gfdl-esm4 ssp585","at_least_three_10_down",0.32517715679614,20
"global","gfdl-esm4 ssp585","at_least_three_25_down",-9.71445146547012e-17,20
"global","ipsl-cm6a-lr ssp126","at_least_one_5_up",0.7355253625528,20
"global","ipsl-cm6a-lr ssp126","at_least_one_10_up",0.434330707,20
"global","ipsl-cm6a-lr ssp126","at_least_one_25_up",0,20
"global","ipsl-cm6a-lr ssp126","at_least_one_5_down",0.986772815120656,20
"global","ipsl-cm6a-lr ssp126","at_least_one_10_down",0.454546819,20
"global","ipsl-cm6a-lr ssp126","at_least_one_25_down",0,20
"global","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.725796432598867,20
"global","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.197423641260871,20
"global","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,20
"global","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.8522779149358,20
"global","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.0803072719999999,20
"global","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,20
"global","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.444421472333642,20
"global","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.00454590899999988,20
"global","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,20
"global","ipsl-cm6a-lr ssp585","at_least_one_5_up",0.490883232,20
"global","ipsl-cm6a-lr ssp585","at_least_one_10_up",0.490883232,20
"global","ipsl-cm6a-lr ssp585","at_least_one_25_up",0.26362,20
"global","ipsl-cm6a-lr ssp585","at_least_one_5_down",1,20
"global","ipsl-cm6a-lr ssp585","at_least_one_10_down",1,20
"global","ipsl-cm6a-lr ssp585","at_least_one_25_down",0.928008169440603,20
"global","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.490883232,20
