"sector","years","spatial_scale","eco_model","climate_model","experiment_climate","output_variable","percent_diff"
"agriculture",2059,"global","isam","gfdl-esm4","ssp126","wheat",5.76043690270973
"agriculture",2059,"global","isam","gfdl-esm4","ssp126","soybean",9.86283275695162
"agriculture",2059,"global","isam","gfdl-esm4","ssp126","rice",6.04940922126701
"agriculture",2060,"global","isam","gfdl-esm4","ssp126","maize",-1.03006192597548
"agriculture",2060,"global","isam","gfdl-esm4","ssp126","wheat",5.78680940101076
"agriculture",2060,"global","isam","gfdl-esm4","ssp126","soybean",6.35573163953264
"agriculture",2060,"global","isam","gfdl-esm4","ssp126","rice",4.37161503117477
"agriculture",2061,"global","isam","gfdl-esm4","ssp126","maize",-5.15678023395356
"agriculture",2061,"global","isam","gfdl-esm4","ssp126","wheat",7.73357481865773
"agriculture",2061,"global","isam","gfdl-esm4","ssp126","soybean",-3.22343755542346
"agriculture",2061,"global","isam","gfdl-esm4","ssp126","rice",5.56801844259375
"agriculture",2062,"global","isam","gfdl-esm4","ssp126","maize",-6.41247320034706
"agriculture",2062,"global","isam","gfdl-esm4","ssp126","wheat",6.49127360525854
"agriculture",2062,"global","isam","gfdl-esm4","ssp126","soybean",4.7369963601646
"agriculture",2062,"global","isam","gfdl-esm4","ssp126","rice",0.906596751007313
"agriculture",2063,"global","isam","gfdl-esm4","ssp126","maize",-5.45999839073876
"agriculture",2063,"global","isam","gfdl-esm4","ssp126","wheat",6.30724738280175
"agriculture",2063,"global","isam","gfdl-esm4","ssp126","soybean",11.6314877673855
"agriculture",2063,"global","isam","gfdl-esm4","ssp126","rice",3.82562099570705
"agriculture",2064,"global","isam","gfdl-esm4","ssp126","maize",-5.41975098958454
"agriculture",2064,"global","isam","gfdl-esm4","ssp126","wheat",5.85660573436872
"agriculture",2064,"global","isam","gfdl-esm4","ssp126","soybean",13.2414231458069
"agriculture",2064,"global","isam","gfdl-esm4","ssp126","rice",4.27514392504526
"agriculture",2065,"global","isam","gfdl-esm4","ssp126","maize",-1.07535086362101
"agriculture",2065,"global","isam","gfdl-esm4","ssp126","wheat",3.55808164446958
"agriculture",2065,"global","isam","gfdl-esm4","ssp126","soybean",17.1728624492341
"agriculture",2065,"global","isam","gfdl-esm4","ssp126","rice",4.94942306326251
"agriculture",2066,"global","isam","gfdl-esm4","ssp126","maize",-3.68564886112584
"agriculture",2066,"global","isam","gfdl-esm4","ssp126","wheat",5.85212840478373
"agriculture",2066,"global","isam","gfdl-esm4","ssp126","soybean",12.2040987607499
"agriculture",2066,"global","isam","gfdl-esm4","ssp126","rice",3.11428136943846
"agriculture",2067,"global","isam","gfdl-esm4","ssp126","maize",-3.34460728425213
"agriculture",2067,"global","isam","gfdl-esm4","ssp126","wheat",7.31163562682924
"agriculture",2067,"global","isam","gfdl-esm4","ssp126","soybean",7.37649465701787
"agriculture",2067,"global","isam","gfdl-esm4","ssp126","rice",7.54089148368609
"agriculture",2068,"global","isam","gfdl-esm4","ssp126","maize",-8.04486522665118
"agriculture",2068,"global","isam","gfdl-esm4","ssp126","wheat",6.99914170239796
"agriculture",2068,"global","isam","gfdl-esm4","ssp126","soybean",9.90298388208179
"agriculture",2068,"global","isam","gfdl-esm4","ssp126","rice",3.77976234775605
"agriculture",2069,"global","isam","gfdl-esm4","ssp126","maize",-4.74514631465517
"agriculture",2069,"global","isam","gfdl-esm4","ssp126","wheat",3.30755063651762
"agriculture",2069,"global","isam","gfdl-esm4","ssp126","soybean",5.21421564613256
"agriculture",2069,"global","isam","gfdl-esm4","ssp126","rice",4.62048713085034
"agriculture",2070,"global","isam","gfdl-esm4","ssp126","maize",-4.15968041531676
"agriculture",2070,"global","isam","gfdl-esm4","ssp126","wheat",7.52905723851706
"agriculture",2070,"global","isam","gfdl-esm4","ssp126","soybean",8.50825215797822
"agriculture",2070,"global","isam","gfdl-esm4","ssp126","rice",4.56219154983759
"agriculture",2071,"global","isam","gfdl-esm4","ssp126","maize",-5.92965494621198
"agriculture",2071,"global","isam","gfdl-esm4","ssp126","wheat",3.10451218363745
"agriculture",2071,"global","isam","gfdl-esm4","ssp126","soybean",11.5684216038862
"agriculture",2071,"global","isam","gfdl-esm4","ssp126","rice",5.54946263289298
"agriculture",2072,"global","isam","gfdl-esm4","ssp126","maize",-6.74030231809927
"agriculture",2072,"global","isam","gfdl-esm4","ssp126","wheat",6.70834078728482
"agriculture",2072,"global","isam","gfdl-esm4","ssp126","soybean",8.27197063881272
"agriculture",2072,"global","isam","gfdl-esm4","ssp126","rice",3.33835397965337
"agriculture",2073,"global","isam","gfdl-esm4","ssp126","maize",-3.23917233905565
"agriculture",2073,"global","isam","gfdl-esm4","ssp126","wheat",4.87209889140668
"agriculture",2073,"global","isam","gfdl-esm4","ssp126","soybean",11.5125641420435
"agriculture",2073,"global","isam","gfdl-esm4","ssp126","rice",5.83704410123392
"agriculture",2074,"global","isam","gfdl-esm4","ssp126","maize",-3.29214562131298
"agriculture",2074,"global","isam","gfdl-esm4","ssp126","wheat",2.55421357921581
"agriculture",2074,"global","isam","gfdl-esm4","ssp126","soybean",14.7947671144928
"agriculture",2074,"global","isam","gfdl-esm4","ssp126","rice",4.85469021857799
"agriculture",2075,"global","isam","gfdl-esm4","ssp126","maize",-3.84605814499984
"agriculture",2075,"global","isam","gfdl-esm4","ssp126","wheat",4.17925902467812
"agriculture",2075,"global","isam","gfdl-esm4","ssp126","soybean",10.7885818448997
"agriculture",2075,"global","isam","gfdl-esm4","ssp126","rice",5.34529829471031
"agriculture",2076,"global","isam","gfdl-esm4","ssp126","maize",-4.82589897277047
"agriculture",2076,"global","isam","gfdl-esm4","ssp126","wheat",5.29836222225865
"agriculture",2076,"global","isam","gfdl-esm4","ssp126","soybean",11.5820003036206
"agriculture",2076,"global","isam","gfdl-esm4","ssp126","rice",2.9559706248071
"agriculture",2077,"global","isam","gfdl-esm4","ssp126","maize",-3.25074380161771
"agriculture",2077,"global","isam","gfdl-esm4","ssp126","wheat",3.78787131285399
"agriculture",2077,"global","isam","gfdl-esm4","ssp126","soybean",8.39940777633342
"agriculture",2077,"global","isam","gfdl-esm4","ssp126","rice",4.05673356567187
"agriculture",2078,"global","isam","gfdl-esm4","ssp126","maize",-4.86118847896803
"agriculture",2078,"global","isam","gfdl-esm4","ssp126","wheat",4.51297678497545
"agriculture",2078,"global","isam","gfdl-esm4","ssp126","soybean",-0.1494707578437
"agriculture",2078,"global","isam","gfdl-esm4","ssp126","rice",1.37095532571652
"agriculture",2079,"global","isam","gfdl-esm4","ssp126","maize",-2.4007901182917
"agriculture",2079,"global","isam","gfdl-esm4","ssp126","wheat",4.61216705385789
"agriculture",2079,"global","isam","gfdl-esm4","ssp126","soybean",7.27868479878341
"agriculture",2079,"global","isam","gfdl-esm4","ssp126","rice",6.71842509766397
"agriculture",2080,"global","isam","gfdl-esm4","ssp126","maize",-4.50380267003125
"agriculture",2080,"global","isam","gfdl-esm4","ssp126","wheat",7.17957737306157
"agriculture",2080,"global","isam","gfdl-esm4","ssp126","soybean",4.70321492867427
"agriculture",2080,"global","isam","gfdl-esm4","ssp126","rice",5.15969163576155
"agriculture",2081,"global","isam","gfdl-esm4","ssp126","maize",-3.96442118246933
"agriculture",2081,"global","isam","gfdl-esm4","ssp126","wheat",6.59700629667945
"agriculture",2081,"global","isam","gfdl-esm4","ssp126","soybean",5.48783646071057
"agriculture",2081,"global","isam","gfdl-esm4","ssp126","rice",4.60472737733041
"agriculture",2082,"global","isam","gfdl-esm4","ssp126","maize",-1.75859635683283
"agriculture",2082,"global","isam","gfdl-esm4","ssp126","wheat",5.57587266049895
"agriculture",2082,"global","isam","gfdl-esm4","ssp126","soybean",5.41132919386607
"agriculture",2082,"global","isam","gfdl-esm4","ssp126","rice",2.76907852363804
"agriculture",2083,"global","isam","gfdl-esm4","ssp126","maize",-5.98629025446699
"agriculture",2083,"global","isam","gfdl-esm4","ssp126","wheat",2.48569151426971
"agriculture",2083,"global","isam","gfdl-esm4","ssp126","soybean",7.1867152887652
"agriculture",2083,"global","isam","gfdl-esm4","ssp126","rice",2.16215141615094
"agriculture",2084,"global","isam","gfdl-esm4","ssp126","maize",-3.68999586217212
"agriculture",2084,"global","isam","gfdl-esm4","ssp126","wheat",7.79436045703996
"agriculture",2084,"global","isam","gfdl-esm4","ssp126","soybean",10.3531305875061
"agriculture",2084,"global","isam","gfdl-esm4","ssp126","rice",5.12370242402518
"agriculture",2085,"global","isam","gfdl-esm4","ssp126","maize",-7.08635926202101
"agriculture",2085,"global","isam","gfdl-esm4","ssp126","wheat",1.49569185871508
"agriculture",2085,"global","isam","gfdl-esm4","ssp126","soybean",8.90461065717231
"agriculture",2085,"global","isam","gfdl-esm4","ssp126","rice",3.71468289453315
"agriculture",2086,"global","isam","gfdl-esm4","ssp126","maize",-2.72189094438015
"agriculture",2086,"global","isam","gfdl-esm4","ssp126","wheat",3.88937177995972
"agriculture",2086,"global","isam","gfdl-esm4","ssp126","soybean",6.31354783168864
"agriculture",2086,"global","isam","gfdl-esm4","ssp126","rice",0.656759823376945
"agriculture",2087,"global","isam","gfdl-esm4","ssp126","maize",-3.23895706048417
"agriculture",2087,"global","isam","gfdl-esm4","ssp126","wheat",4.74860383524358
"agriculture",2087,"global","isam","gfdl-esm4","ssp126","soybean",10.6637735240713
"agriculture",2087,"global","isam","gfdl-esm4","ssp126","rice",4.96415599722395
"agriculture",2088,"global","isam","gfdl-esm4","ssp126","maize",-4.22531703332437
"agriculture",2088,"global","isam","gfdl-esm4","ssp126","wheat",2.86637042525931
"agriculture",2088,"global","isam","gfdl-esm4","ssp126","soybean",1.66089519782343
"agriculture",2088,"global","isam","gfdl-esm4","ssp126","rice",2.96447263293069
"agriculture",2089,"global","isam","gfdl-esm4","ssp126","maize",-2.74281885727124
"agriculture",2089,"global","isam","gfdl-esm4","ssp126","wheat",2.34410913754905
"agriculture",2089,"global","isam","gfdl-esm4","ssp126","soybean",6.11266773554607
"agriculture",2089,"global","isam","gfdl-esm4","ssp126","rice",2.78756100731836
"agriculture",2090,"global","isam","gfdl-esm4","ssp126","maize",-3.84391877264524
"agriculture",2090,"global","isam","gfdl-esm4","ssp126","wheat",5.11848884896884
"agriculture",2090,"global","isam","gfdl-esm4","ssp126","soybean",3.07121717508508
"agriculture",2090,"global","isam","gfdl-esm4","ssp126","rice",3.2681707829782
"agriculture",2091,"global","isam","gfdl-esm4","ssp126","maize",-4.90666177646597
"agriculture",2091,"global","isam","gfdl-esm4","ssp126","wheat",1.89493521166228
"agriculture",2091,"global","isam","gfdl-esm4","ssp126","soybean",4.7299713231671
"agriculture",2091,"global","isam","gfdl-esm4","ssp126","rice",3.66366778062325
"agriculture",2092,"global","isam","gfdl-esm4","ssp126","maize",-4.05807403271382
"agriculture",2092,"global","isam","gfdl-esm4","ssp126","wheat",4.30067276890699
"agriculture",2092,"global","isam","gfdl-esm4","ssp126","soybean",11.9023494123146
"agriculture",2092,"global","isam","gfdl-esm4","ssp126","rice",2.75334578431718
"agriculture",2093,"global","isam","gfdl-esm4","ssp126","maize",-3.88307360408569
"agriculture",2093,"global","isam","gfdl-esm4","ssp126","wheat",3.23591004887901
"agriculture",2093,"global","isam","gfdl-esm4","ssp126","soybean",5.68666606313156
"agriculture",2093,"global","isam","gfdl-esm4","ssp126","rice",4.32627404914892
"agriculture",2094,"global","isam","gfdl-esm4","ssp126","maize",-0.712436085238143
"agriculture",2094,"global","isam","gfdl-esm4","ssp126","wheat",5.39392161229113
"agriculture",2094,"global","isam","gfdl-esm4","ssp126","soybean",16.7772918815043
"agriculture",2094,"global","isam","gfdl-esm4","ssp126","rice",4.26797735024526
"agriculture",2095,"global","isam","gfdl-esm4","ssp126","maize",-3.03927167403206
"agriculture",2095,"global","isam","gfdl-esm4","ssp126","wheat",4.9482330012205
"agriculture",2095,"global","isam","gfdl-esm4","ssp126","soybean",12.4001897777233
"agriculture",2095,"global","isam","gfdl-esm4","ssp126","rice",5.11030870539889
"agriculture",2096,"global","isam","gfdl-esm4","ssp126","maize",-4.56985701612586
"agriculture",2096,"global","isam","gfdl-esm4","ssp126","wheat",1.9460873404027
"agriculture",2096,"global","isam","gfdl-esm4","ssp126","soybean",5.26225409837795
"agriculture",2096,"global","isam","gfdl-esm4","ssp126","rice",4.83730046355661
"agriculture",2097,"global","isam","gfdl-esm4","ssp126","maize",-2.18890253332015
"agriculture",2097,"global","isam","gfdl-esm4","ssp126","wheat",4.38497350595423
"agriculture",2097,"global","isam","gfdl-esm4","ssp126","soybean",5.09133289467728
"agriculture",2097,"global","isam","gfdl-esm4","ssp126","rice",0.99450123360375
"agriculture",2098,"global","isam","gfdl-esm4","ssp126","maize",-3.89146596396724
"agriculture",2098,"global","isam","gfdl-esm4","ssp126","wheat",5.22361815183023
"agriculture",2098,"global","isam","gfdl-esm4","ssp126","soybean",5.58117260740686
"agriculture",2098,"global","isam","gfdl-esm4","ssp126","rice",2.7093643580061
"agriculture",2099,"global","isam","gfdl-esm4","ssp126","maize",-2.44004740521615
"agriculture",2099,"global","isam","gfdl-esm4","ssp126","wheat",3.35444412694545
"agriculture",2099,"global","isam","gfdl-esm4","ssp126","soybean",5.04559245524281
"agriculture",2099,"global","isam","gfdl-esm4","ssp126","rice",1.19207503149812
"agriculture",1983,"global","ldndc","gfdl-esm4","ssp126","maize",-3.64256232978805
"agriculture",1983,"global","ldndc","gfdl-esm4","ssp126","wheat",-6.33363775425625
"agriculture",1983,"global","ldndc","gfdl-esm4","ssp126","soybean",-1.78140183553295
"agriculture",1983,"global","ldndc","gfdl-esm4","ssp126","rice",-0.536590761727017
"agriculture",1984,"global","ldndc","gfdl-esm4","ssp126","maize",-3.06763127648889
"agriculture",1984,"global","ldndc","gfdl-esm4","ssp126","wheat",-5.40289311329547
"agriculture",1984,"global","ldndc","gfdl-esm4","ssp126","soybean",-0.568931288972308
"agriculture",1984,"global","ldndc","gfdl-esm4","ssp126","rice",-0.501784028454789
"agriculture",1985,"global","ldndc","gfdl-esm4","ssp126","maize",-3.55076928664796
"agriculture",1985,"global","ldndc","gfdl-esm4","ssp126","wheat",-7.23940426738567
"agriculture",1985,"global","ldndc","gfdl-esm4","ssp126","soybean",-3.083382160097
"agriculture",1985,"global","ldndc","gfdl-esm4","ssp126","rice",-1.05199767424039
"agriculture",1986,"global","ldndc","gfdl-esm4","ssp126","maize",-3.63629557418605
"agriculture",1986,"global","ldndc","gfdl-esm4","ssp126","wheat",-2.93407350629263
"agriculture",1986,"global","ldndc","gfdl-esm4","ssp126","soybean",-4.3335366645173
"agriculture",1986,"global","ldndc","gfdl-esm4","ssp126","rice",-2.08755297946287
"agriculture",1987,"global","ldndc","gfdl-esm4","ssp126","maize",-5.46508718373475
"agriculture",1987,"global","ldndc","gfdl-esm4","ssp126","wheat",-3.45534897212769
"agriculture",1987,"global","ldndc","gfdl-esm4","ssp126","soybean",-6.8071895059569
"agriculture",1987,"global","ldndc","gfdl-esm4","ssp126","rice",-0.977769604841346
"agriculture",1988,"global","ldndc","gfdl-esm4","ssp126","maize",-2.80502029785635
"agriculture",1988,"global","ldndc","gfdl-esm4","ssp126","wheat",-5.77946994034722
"agriculture",1988,"global","ldndc","gfdl-esm4","ssp126","soybean",0.201361353898012
"agriculture",1988,"global","ldndc","gfdl-esm4","ssp126","rice",0.766411711309218
"agriculture",1989,"global","ldndc","gfdl-esm4","ssp126","maize",-2.78272303698072
"agriculture",1989,"global","ldndc","gfdl-esm4","ssp126","wheat",-7.82998491689006
"agriculture",1989,"global","ldndc","gfdl-esm4","ssp126","soybean",-3.7680083489068
"agriculture",1989,"global","ldndc","gfdl-esm4","ssp126","rice",-0.831777722840743
"agriculture",1990,"global","ldndc","gfdl-esm4","ssp126","maize",-2.08139388743942
"agriculture",1990,"global","ldndc","gfdl-esm4","ssp126","wheat",-3.70888406158174
"agriculture",1990,"global","ldndc","gfdl-esm4","ssp126","soybean",-3.19141439434251
"agriculture",1990,"global","ldndc","gfdl-esm4","ssp126","rice",-1.31184755730028
"agriculture",1991,"global","ldndc","gfdl-esm4","ssp126","maize",-3.22498116954199
"agriculture",1991,"global","ldndc","gfdl-esm4","ssp126","wheat",-4.77778936134887
"agriculture",1991,"global","ldndc","gfdl-esm4","ssp126","soybean",-4.2722939821102
"agriculture",1991,"global","ldndc","gfdl-esm4","ssp126","rice",-0.846129985493366
"agriculture",1992,"global","ldndc","gfdl-esm4","ssp126","maize",0.164573169712867
"agriculture",1992,"global","ldndc","gfdl-esm4","ssp126","wheat",-2.64281772488551
"agriculture",1992,"global","ldndc","gfdl-esm4","ssp126","soybean",1.40560308146177
"agriculture",1992,"global","ldndc","gfdl-esm4","ssp126","rice",1.98598663013722
"agriculture",1993,"global","ldndc","gfdl-esm4","ssp126","maize",-1.83538638728278
"agriculture",1993,"global","ldndc","gfdl-esm4","ssp126","wheat",-4.25763790153841
"agriculture",1993,"global","ldndc","gfdl-esm4","ssp126","soybean",-5.78197376818509
"agriculture",1993,"global","ldndc","gfdl-esm4","ssp126","rice",-0.800605449165251
"agriculture",1994,"global","ldndc","gfdl-esm4","ssp126","maize",-2.67247629497246
"agriculture",1994,"global","ldndc","gfdl-esm4","ssp126","wheat",-5.42304033158229
"agriculture",1994,"global","ldndc","gfdl-esm4","ssp126","soybean",-3.85638733568172
"agriculture",1994,"global","ldndc","gfdl-esm4","ssp126","rice",-0.983744789187971
"agriculture",1995,"global","ldndc","gfdl-esm4","ssp126","maize",-3.06226511796972
"agriculture",1995,"global","ldndc","gfdl-esm4","ssp126","wheat",-3.84539291659862
"agriculture",1995,"global","ldndc","gfdl-esm4","ssp126","soybean",-6.0663265316025
"agriculture",1995,"global","ldndc","gfdl-esm4","ssp126","rice",0.0499806068557948
"agriculture",1996,"global","ldndc","gfdl-esm4","ssp126","maize",-1.43445119424066
"agriculture",1996,"global","ldndc","gfdl-esm4","ssp126","wheat",-2.35779238220847
"agriculture",1996,"global","ldndc","gfdl-esm4","ssp126","soybean",-3.02255103773475
"agriculture",1996,"global","ldndc","gfdl-esm4","ssp126","rice",0.313953881606435
"agriculture",1997,"global","ldndc","gfdl-esm4","ssp126","maize",-0.894509441414417
"agriculture",1997,"global","ldndc","gfdl-esm4","ssp126","wheat",-5.18538000297671
"agriculture",1997,"global","ldndc","gfdl-esm4","ssp126","soybean",1.35038808814558
"agriculture",1997,"global","ldndc","gfdl-esm4","ssp126","rice",1.20407570081483
"agriculture",1998,"global","ldndc","gfdl-esm4","ssp126","maize",-0.830190725253805
"agriculture",1998,"global","ldndc","gfdl-esm4","ssp126","wheat",-1.76851002314617
"agriculture",1998,"global","ldndc","gfdl-esm4","ssp126","soybean",-2.94434321314323
"agriculture",1998,"global","ldndc","gfdl-esm4","ssp126","rice",0.423457798493991
"agriculture",1999,"global","ldndc","gfdl-esm4","ssp126","maize",-0.407517061799553
"agriculture",1999,"global","ldndc","gfdl-esm4","ssp126","wheat",-2.01877921667452
"agriculture",1999,"global","ldndc","gfdl-esm4","ssp126","soybean",-3.81579183672746
"agriculture",1999,"global","ldndc","gfdl-esm4","ssp126","rice",1.02296534394987
"agriculture",2000,"global","ldndc","gfdl-esm4","ssp126","maize",-2.76762722982674
"agriculture",2000,"global","ldndc","gfdl-esm4","ssp126","wheat",-3.11933908652954
"agriculture",2000,"global","ldndc","gfdl-esm4","ssp126","soybean",-5.31708230768126
"agriculture",2000,"global","ldndc","gfdl-esm4","ssp126","rice",-1.81502448422777
"agriculture",2001,"global","ldndc","gfdl-esm4","ssp126","maize",-3.42612609403818
"agriculture",2001,"global","ldndc","gfdl-esm4","ssp126","wheat",-5.33235361410071
"agriculture",2001,"global","ldndc","gfdl-esm4","ssp126","soybean",-8.32153795989694
"agriculture",2001,"global","ldndc","gfdl-esm4","ssp126","rice",-1.41919872329295
"agriculture",2002,"global","ldndc","gfdl-esm4","ssp126","maize",-0.520134003329874
"agriculture",2002,"global","ldndc","gfdl-esm4","ssp126","wheat",-1.55971255852281
"agriculture",2002,"global","ldndc","gfdl-esm4","ssp126","soybean",-2.80306693181037
"agriculture",2002,"global","ldndc","gfdl-esm4","ssp126","rice",-0.375226375496658
"agriculture",2003,"global","ldndc","gfdl-esm4","ssp126","maize",-0.163979708220164
"agriculture",2003,"global","ldndc","gfdl-esm4","ssp126","wheat",-0.000779397049901003
"agriculture",2003,"global","ldndc","gfdl-esm4","ssp126","soybean",0.454856997237113
"agriculture",2003,"global","ldndc","gfdl-esm4","ssp126","rice",1.49072318549847
"agriculture",2004,"global","ldndc","gfdl-esm4","ssp126","maize",-3.70348256924777
"agriculture",2004,"global","ldndc","gfdl-esm4","ssp126","wheat",-3.72326323092989
"agriculture",2004,"global","ldndc","gfdl-esm4","ssp126","soybean",-6.44901589419905
"agriculture",2004,"global","ldndc","gfdl-esm4","ssp126","rice",-2.16410030208149
"agriculture",2005,"global","ldndc","gfdl-esm4","ssp126","maize",-1.36132295913591
"agriculture",2005,"global","ldndc","gfdl-esm4","ssp126","wheat",-3.8194450517703
"agriculture",2005,"global","ldndc","gfdl-esm4","ssp126","soybean",-0.376768517019494
"agriculture",2005,"global","ldndc","gfdl-esm4","ssp126","rice",0.367045276591823
"agriculture",2006,"global","ldndc","gfdl-esm4","ssp126","maize",-1.43575549809766
"agriculture",2006,"global","ldndc","gfdl-esm4","ssp126","wheat",-1.70797154519029
"agriculture",2006,"global","ldndc","gfdl-esm4","ssp126","soybean",-3.41338234095012
"agriculture",2006,"global","ldndc","gfdl-esm4","ssp126","rice",-0.261314786846857
"agriculture",2007,"global","ldndc","gfdl-esm4","ssp126","maize",-1.21581107413027
"agriculture",2007,"global","ldndc","gfdl-esm4","ssp126","wheat",-3.38492704008754
"agriculture",2007,"global","ldndc","gfdl-esm4","ssp126","soybean",-1.32323295134154
"agriculture",2007,"global","ldndc","gfdl-esm4","ssp126","rice",1.43814132080321
"agriculture",2008,"global","ldndc","gfdl-esm4","ssp126","maize",-2.44826611650417
"agriculture",2008,"global","ldndc","gfdl-esm4","ssp126","wheat",-6.48062504157282
"agriculture",2008,"global","ldndc","gfdl-esm4","ssp126","soybean",-5.41188979390988
"agriculture",2008,"global","ldndc","gfdl-esm4","ssp126","rice",-1.81981721490487
"agriculture",2009,"global","ldndc","gfdl-esm4","ssp126","maize",-0.869092646305703
"agriculture",2009,"global","ldndc","gfdl-esm4","ssp126","wheat",-3.54761036050819
"agriculture",2009,"global","ldndc","gfdl-esm4","ssp126","soybean",-3.87244068881788
"agriculture",2009,"global","ldndc","gfdl-esm4","ssp126","rice",-1.17704269413362
"agriculture",2010,"global","ldndc","gfdl-esm4","ssp126","maize",-2.18171828750543
"agriculture",2010,"global","ldndc","gfdl-esm4","ssp126","wheat",-1.40548035070151
"agriculture",2010,"global","ldndc","gfdl-esm4","ssp126","soybean",-4.27229477156067
"agriculture",2010,"global","ldndc","gfdl-esm4","ssp126","rice",-0.0463755271154849
"agriculture",2011,"global","ldndc","gfdl-esm4","ssp126","maize",0.619321752390258
"agriculture",2011,"global","ldndc","gfdl-esm4","ssp126","wheat",-0.0988716801679993
"agriculture",2011,"global","ldndc","gfdl-esm4","ssp126","soybean",-1.6990092550904
"agriculture",2011,"global","ldndc","gfdl-esm4","ssp126","rice",-0.371646189364341
"agriculture",2012,"global","ldndc","gfdl-esm4","ssp126","maize",-2.04708183885014
"agriculture",2012,"global","ldndc","gfdl-esm4","ssp126","wheat",-2.11531922800296
"agriculture",2012,"global","ldndc","gfdl-esm4","ssp126","soybean",-4.15453812945715
"agriculture",2012,"global","ldndc","gfdl-esm4","ssp126","rice",-0.623686945636406
"agriculture",2013,"global","ldndc","gfdl-esm4","ssp126","maize",-2.32748999867591
"agriculture",2013,"global","ldndc","gfdl-esm4","ssp126","wheat",-2.45935813345237
"agriculture",2013,"global","ldndc","gfdl-esm4","ssp126","soybean",-6.01251963844274
"agriculture",2013,"global","ldndc","gfdl-esm4","ssp126","rice",0.335909862306251
"agriculture",2014,"global","ldndc","gfdl-esm4","ssp126","maize",-0.382246310341117
"agriculture",2014,"global","ldndc","gfdl-esm4","ssp126","wheat",1.23867348737586
"agriculture",2014,"global","ldndc","gfdl-esm4","ssp126","soybean",-0.753167822919612
"agriculture",2014,"global","ldndc","gfdl-esm4","ssp126","rice",-0.482923694590016
"agriculture",2015,"global","ldndc","gfdl-esm4","ssp126","maize",-0.098159848503254
"agriculture",2015,"global","ldndc","gfdl-esm4","ssp126","wheat",1.79644786227466
"agriculture",2015,"global","ldndc","gfdl-esm4","ssp126","soybean",0.0750642244390914
"agriculture",2015,"global","ldndc","gfdl-esm4","ssp126","rice",-0.0781452811015715
"agriculture",2016,"global","ldndc","gfdl-esm4","ssp126","maize",1.36877882927703
"agriculture",2016,"global","ldndc","gfdl-esm4","ssp126","wheat",-2.80739224942947
"agriculture",2016,"global","ldndc","gfdl-esm4","ssp126","soybean",7.03778710733812
"agriculture",2016,"global","ldndc","gfdl-esm4","ssp126","rice",-0.908206048196093
"agriculture",2017,"global","ldndc","gfdl-esm4","ssp126","maize",-0.299622066143164
"agriculture",2017,"global","ldndc","gfdl-esm4","ssp126","wheat",2.2289211329593
"agriculture",2017,"global","ldndc","gfdl-esm4","ssp126","soybean",0.815943091078926
"agriculture",2017,"global","ldndc","gfdl-esm4","ssp126","rice",-1.60558290640581
"agriculture",2018,"global","ldndc","gfdl-esm4","ssp126","maize",2.28958324197798
"agriculture",2018,"global","ldndc","gfdl-esm4","ssp126","wheat",1.41705542642641
"agriculture",2018,"global","ldndc","gfdl-esm4","ssp126","soybean",3.27075920121858
"agriculture",2018,"global","ldndc","gfdl-esm4","ssp126","rice",1.98449091803349
"agriculture",2019,"global","ldndc","gfdl-esm4","ssp126","maize",3.05863452637367
"agriculture",2019,"global","ldndc","gfdl-esm4","ssp126","wheat",2.20532373271809
"agriculture",2019,"global","ldndc","gfdl-esm4","ssp126","soybean",5.69197599339589
"agriculture",2019,"global","ldndc","gfdl-esm4","ssp126","rice",1.79616581206991
"agriculture",2020,"global","ldndc","gfdl-esm4","ssp126","maize",0.468141311020933
"agriculture",2020,"global","ldndc","gfdl-esm4","ssp126","wheat",-5.11532128071582
"agriculture",2020,"global","ldndc","gfdl-esm4","ssp126","soybean",0.981634147974763
"agriculture",2020,"global","ldndc","gfdl-esm4","ssp126","rice",-0.70774947464232
"agriculture",2021,"global","ldndc","gfdl-esm4","ssp126","maize",1.50962807907605
"agriculture",2021,"global","ldndc","gfdl-esm4","ssp126","wheat",1.03500595988203
"agriculture",2021,"global","ldndc","gfdl-esm4","ssp126","soybean",-3.81727649015865
"agriculture",2021,"global","ldndc","gfdl-esm4","ssp126","rice",-2.09139339542167
"agriculture",2022,"global","ldndc","gfdl-esm4","ssp126","maize",2.24727568515401
"agriculture",2022,"global","ldndc","gfdl-esm4","ssp126","wheat",0.734036174920551
"agriculture",2022,"global","ldndc","gfdl-esm4","ssp126","soybean",4.28648303442831
"agriculture",2022,"global","ldndc","gfdl-esm4","ssp126","rice",2.05221742396205
"agriculture",2023,"global","ldndc","gfdl-esm4","ssp126","maize",2.31705204837955
"agriculture",2023,"global","ldndc","gfdl-esm4","ssp126","wheat",0.450776091389932
"agriculture",2023,"global","ldndc","gfdl-esm4","ssp126","soybean",0.873282612398752
"agriculture",2023,"global","ldndc","gfdl-esm4","ssp126","rice",2.11249839565384
"agriculture",2024,"global","ldndc","gfdl-esm4","ssp126","maize",-0.111827617215981
"agriculture",2024,"global","ldndc","gfdl-esm4","ssp126","wheat",-0.715576516427473
"agriculture",2024,"global","ldndc","gfdl-esm4","ssp126","soybean",0.449071052996741
"agriculture",2024,"global","ldndc","gfdl-esm4","ssp126","rice",1.55991526372167
"agriculture",2025,"global","ldndc","gfdl-esm4","ssp126","maize",0.355718969877995
