"spatial_scale","regions","climates","type","probas","time_window"
"rta",16,"gfdl-esm4 ssp585","at_least_two_change_10",0.99294977389312,30
"rta",16,"gfdl-esm4 ssp585","at_least_three_change_10",0.92185259050432,30
"rta",16,"gfdl-esm4 ssp585","at_least_one_change_25",0.940499587,30
"rta",16,"gfdl-esm4 ssp585","at_least_two_change_25",0.660333058,30
"rta",16,"gfdl-esm4 ssp585","at_least_three_change_25",0.259500413,30
"rta",16,"ipsl-cm6a-lr ssp126","at_least_one_change_5",1,30
"rta",16,"ipsl-cm6a-lr ssp126","at_least_two_change_5",0.985310009146,30
"rta",16,"ipsl-cm6a-lr ssp126","at_least_three_change_5",0.865943205,30
"rta",16,"ipsl-cm6a-lr ssp126","at_least_one_change_10",0.933892066051235,30
"rta",16,"ipsl-cm6a-lr ssp126","at_least_two_change_10",0.62297538484564,30
"rta",16,"ipsl-cm6a-lr ssp126","at_least_three_change_10",0.203892975391408,30
"rta",16,"ipsl-cm6a-lr ssp126","at_least_one_change_25",0.34543,30
"rta",16,"ipsl-cm6a-lr ssp126","at_least_two_change_25",0.0272699999999999,30
"rta",16,"ipsl-cm6a-lr ssp126","at_least_three_change_25",-9.71445146547012e-17,30
"rta",16,"ipsl-cm6a-lr ssp585","at_least_one_change_5",1,30
"rta",16,"ipsl-cm6a-lr ssp585","at_least_two_change_5",0.999969393940312,30
"rta",16,"ipsl-cm6a-lr ssp585","at_least_three_change_5",0.998852231428372,30
"rta",16,"ipsl-cm6a-lr ssp585","at_least_one_change_10",1,30
"rta",16,"ipsl-cm6a-lr ssp585","at_least_two_change_10",0.99984696970156,30
"rta",16,"ipsl-cm6a-lr ssp585","at_least_three_change_10",0.995454912845262,30
"rta",16,"ipsl-cm6a-lr ssp585","at_least_one_change_25",0.988983115868993,30
"rta",16,"ipsl-cm6a-lr ssp585","at_least_two_change_25",0.893433479935104,30
"rta",16,"ipsl-cm6a-lr ssp585","at_least_three_change_25",0.617659715327821,30
"rta",17,"gfdl-esm4 ssp126","at_least_one_change_5",1,30
"rta",17,"gfdl-esm4 ssp126","at_least_two_change_5",0.968580022312,30
"rta",17,"gfdl-esm4 ssp126","at_least_three_change_5",0.708212795376,30
"rta",17,"gfdl-esm4 ssp126","at_least_one_change_10",0.974752525,30
"rta",17,"gfdl-esm4 ssp126","at_least_two_change_10",0.78033005,30
