"spatial_scale","climates","type","probas","time_window"
"global","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.490883232,20
"global","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.158439559917062,20
"global","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,20
"global","ipsl-cm6a-lr ssp585","at_least_two_10_down",1,20
"global","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.493899342857258,20
"global","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.986778402292,20
"global","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.9553731407686,20
"global","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.159476576426541,20
"global","gfdl-esm4 ssp126","at_least_one_5_up_down",0.239899192,10
"global","gfdl-esm4 ssp126","at_least_one_10_up_down",0,10
"global","gfdl-esm4 ssp126","at_least_one_25_up_down",0,10
"global","gfdl-esm4 ssp126","at_least_two_5_down",0,10
"global","gfdl-esm4 ssp126","at_least_two_10_down",0,10
"global","gfdl-esm4 ssp126","at_least_two_25_down",0,10
"global","gfdl-esm4 ssp126","at_least_three_5_down",0,10
"global","gfdl-esm4 ssp126","at_least_three_10_down",0,10
"global","gfdl-esm4 ssp126","at_least_three_25_down",0,10
"global","gfdl-esm4 ssp585","at_least_one_5_up_down",0.9900844076584,10
"global","gfdl-esm4 ssp585","at_least_one_10_up_down",0.9603376306336,10
"global","gfdl-esm4 ssp585","at_least_one_25_up_down",0.208645737711952,10
"global","gfdl-esm4 ssp585","at_least_two_5_down",0.884306487849175,10
"global","gfdl-esm4 ssp585","at_least_two_10_down",0.7649401657888,10
"global","gfdl-esm4 ssp585","at_least_two_25_down",0.045448384,10
"global","gfdl-esm4 ssp585","at_least_three_5_down",0.46157245172245,10
"global","gfdl-esm4 ssp585","at_least_three_10_down",0.2418732778696,10
"global","gfdl-esm4 ssp585","at_least_three_25_down",0.002019798,10
"global","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.403956365746485,10
"global","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,10
"global","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,10
"global","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.64622068225,10
"global","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.0378824239999999,10
"global","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,10
"global","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.18408568125,10
"global","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.00151530299999991,10
"global","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,10
"global","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.547444848,10
"global","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.490883232,10
"global","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.167786473895991,10
"global","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,10
"global","ipsl-cm6a-lr ssp585","at_least_two_10_down",1,10
"global","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.602469705963487,10
"global","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.994492010854,10
"global","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.9702532229752,10
"global","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.233351351866081,10
