"regions","spatial_scale","climates","type","probas","time_window"
"Andaman and Nicobar","regions","gfdl-esm4 ssp585","at_least_two_25_down",0,30
"Andaman and Nicobar","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,30
"Andaman and Nicobar","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,30
"Andaman and Nicobar","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.1667,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.8333,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.1667,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,30
"Andaman and Nicobar","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,30
"Andorra","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.6743858312337,30
"Andorra","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.627282273,30
"Andorra","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Andorra","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.068175,30
"Andorra","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,30
"Andorra","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,30
"Andorra","regions","gfdl-esm4 ssp126","at_least_three_5_down",-1.38777878078145e-17,30
"Andorra","regions","gfdl-esm4 ssp126","at_least_three_10_down",0,30
"Andorra","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,30
"Andorra","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.963639192,30
"Andorra","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.945458788,30
"Andorra","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.3282595456,30
"Andorra","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.61208404,30
"Andorra","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.547443232,30
"Andorra","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.09545,30
"Andorra","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.14341697,30
"Andorra","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.119177576,30
"Andorra","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.00454499999999998,30
"Andorra","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.37777,30
"Andorra","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.28888,30
"Andorra","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Andorra","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.890930908,30
"Andorra","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.6969202,30
"Andorra","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",-2.77555756156289e-17,30
"Andorra","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.451560304,30
"Andorra","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.2019798,30
"Andorra","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-2.77555756156289e-17,30
"Andorra","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.6111,30
"Andorra","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.55555,30
"Andorra","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.3,30
"Andorra","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.951524848,30
"Andorra","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.886891312,30
"Andorra","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.490883232,30
"Andorra","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.640438384,30
"Andorra","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.499033536,30
"Andorra","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.105037576,30
"Angola","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.736749467231559,30
"Angola","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.3792390633618,30
"Angola","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0.025,30
"Angola","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.397970303,30
"Angola","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.0545400000000001,30
"Angola","regions","gfdl-esm4 ssp126","at_least_two_25_down",-2.77555756156289e-17,30
"Angola","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.0626197979999999,30
"Angola","regions","gfdl-esm4 ssp126","at_least_three_10_down",1.45716771982052e-16,30
"Angola","regions","gfdl-esm4 ssp126","at_least_three_25_down",-2.77555756156289e-17,30
"Angola","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.8787899,30
"Angola","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.806072728,30
"Angola","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.307829219971075,30
"Angola","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.913376414,30
"Angola","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.872718409,30
"Angola","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.301125,30
"Angola","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.542143434,30
"Angola","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.388101919,30
"Angola","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.0340875,30
"Angola","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.36360404,30
"Angola","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.07272,30
"Angola","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0.01515303,30
"Angola","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.83636,30
"Angola","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.3,30
"Angola","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",-2.77555756156289e-17,30
"Angola","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.14544,30
"Angola","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",5.55111512312578e-17,30
"Angola","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-2.77555756156289e-17,30
"Angola","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.745465456,30
"Angola","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.454512727,30
"Angola","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.0909,30
"Angola","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,30
"Angola","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",1,30
"Angola","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",1,30
"Angola","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.915142424,30
"Angola","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.872713636,30
"Angola","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.741401212,30
"Anguilla","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,30
"Anguilla","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,30
"Anguilla","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Anguilla","regions","gfdl-esm4 ssp126","at_least_two_5_down",0,30
"Anguilla","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,30
"Anguilla","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,30
"Anguilla","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,30
"Anguilla","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,30
"Anguilla","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,30
"Anguilla","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,30
"Anguilla","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,30
"Anguilla","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,30
"Anguilla","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,30
"Anguilla","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.5,30
"Anguilla","regions","gfdl-esm4 ssp585","at_least_two_25_down",0,30
"Anguilla","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,30
"Anguilla","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,30
"Anguilla","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,30
"Anguilla","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.5,30
"Anguilla","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.125025,30
"Anguilla","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Anguilla","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0,30
"Anguilla","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0,30
"Anguilla","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,30
"Anguilla","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,30
"Anguilla","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,30
"Anguilla","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,30
"Anguilla","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.5,30
"Anguilla","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.5,30
"Anguilla","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.1667,30
"Anguilla","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.1667,30
"Anguilla","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0,30
"Anguilla","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0,30
"Anguilla","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,30
"Anguilla","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,30
"Anguilla","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,30
"Antarctica","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,30
"Antarctica","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Antarctica","regions","gfdl-esm4 ssp126","at_least_two_5_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp126","at_least_two_10_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp126","at_least_two_25_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,30
"Antarctica","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,30
"Antarctica","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,30
"Antarctica","regions","gfdl-esm4 ssp585","at_least_two_5_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp585","at_least_two_10_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp585","at_least_two_25_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,30
"Antarctica","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.08335,30
"Antarctica","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,30
"Antarctica","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Antarctica","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.08335,30
"Antarctica","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0,30
"Antarctica","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,30
"Antarctica","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,30
"Antarctica","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.25,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp585","at_least_two_10_down",1,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp585","at_least_two_25_down",0,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,30
"Antigua and Barbuda","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.3333,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.6667,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.5,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.1667,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,30
"Antigua and Barbuda","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,30
"Argentina","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.808613195946985,30
"Argentina","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.0694096698843,30
"Argentina","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Argentina","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.58859435239325,30
"Argentina","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.00826281000000001,30
"Argentina","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,30
"Argentina","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.1847835514635,30
"Argentina","regions","gfdl-esm4 ssp126","at_least_three_10_down",1.04083408558608e-17,30
"Argentina","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,30
"Argentina","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.951306688269192,30
"Argentina","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.900146243644062,30
"Argentina","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.218358102510762,30
"Argentina","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.834951103133375,30
"Argentina","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.631373074465562,30
"Argentina","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.040490496,30
"Argentina","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.47665008616575,30
"Argentina","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.246133439293625,30
"Argentina","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.00165256199999999,30
"Argentina","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.240255381167837,30
"Argentina","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,30
"Argentina","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Argentina","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.4859283186115,30
"Argentina","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.2487231138072,30
"Argentina","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",-1.38777878078145e-17,30
"Argentina","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.1187192009835,30
"Argentina","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0402107996087999,30
"Argentina","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-1.38777878078145e-17,30
"Argentina","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.776847355608834,30
"Argentina","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.566237053316578,30
"Argentina","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.182558693071877,30
"Argentina","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.988980165619829,30
"Argentina","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.880994839979809,30
"Argentina","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.216703935970116,30
"Argentina","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.888524601093665,30
"Argentina","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.628008925979809,30
"Argentina","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.0344029274403236,30
"Armenia","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.318175,30
"Armenia","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.0828873979013257,30
"Armenia","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Armenia","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.022725,30
"Armenia","regions","gfdl-esm4 ssp126","at_least_two_10_down",-1.38777878078145e-17,30
"Armenia","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,30
"Armenia","regions","gfdl-esm4 ssp126","at_least_three_5_down",-3.46944695195361e-18,30
"Armenia","regions","gfdl-esm4 ssp126","at_least_three_10_down",-1.38777878078145e-17,30
