"spatial_scale","regions","climates","type","probas","time_window"
"regions","Afghanistan","ipsl-cm6a-lr ssp585","at_least_one_change_10",1,30
"regions","Afghanistan","ipsl-cm6a-lr ssp585","at_least_two_change_10",0.997980202,30
"regions","Afghanistan","ipsl-cm6a-lr ssp585","at_least_three_change_10",0.953540606,30
"regions","Afghanistan","ipsl-cm6a-lr ssp585","at_least_one_change_25",0.991185601528,30
"regions","Afghanistan","ipsl-cm6a-lr ssp585","at_least_two_change_25",0.862629973326,30
"regions","Afghanistan","ipsl-cm6a-lr ssp585","at_least_three_change_25",0.423309218764,30
"regions","Albania","gfdl-esm4 ssp126","at_least_one_change_5",0.96033049069312,30
"regions","Albania","gfdl-esm4 ssp126","at_least_two_change_5",0.77432044844224,30
"regions","Albania","gfdl-esm4 ssp126","at_least_three_change_5",0.44254240928704,30
"regions","Albania","gfdl-esm4 ssp126","at_least_one_change_10",0.85189013016088,30
"regions","Albania","gfdl-esm4 ssp126","at_least_two_change_10",0.49632263707686,30
"regions","Albania","gfdl-esm4 ssp126","at_least_three_change_10",0.17702643727576,30
"regions","Albania","gfdl-esm4 ssp126","at_least_one_change_25",0.1,30
"regions","Albania","gfdl-esm4 ssp126","at_least_two_change_25",-2.77555756156289e-17,30
"regions","Albania","gfdl-esm4 ssp126","at_least_three_change_25",-2.77555756156289e-17,30
"regions","Albania","gfdl-esm4 ssp585","at_least_one_change_5",1,30
"regions","Albania","gfdl-esm4 ssp585","at_least_two_change_5",1,30
"regions","Albania","gfdl-esm4 ssp585","at_least_three_change_5",1,30
"regions","Albania","gfdl-esm4 ssp585","at_least_one_change_10",1,30
"regions","Albania","gfdl-esm4 ssp585","at_least_two_change_10",1,30
"regions","Albania","gfdl-esm4 ssp585","at_least_three_change_10",0.9779640772672,30
"regions","Albania","gfdl-esm4 ssp585","at_least_one_change_25",0.94239878025344,30
"regions","Albania","gfdl-esm4 ssp585","at_least_two_change_25",0.66983183758016,30
"regions","Albania","gfdl-esm4 ssp585","at_least_three_change_25",0.30354958062536,30
"regions","Albania","ipsl-cm6a-lr ssp126","at_least_one_change_5",1,30
"regions","Albania","ipsl-cm6a-lr ssp126","at_least_two_change_5",0.985000494969402,30
"regions","Albania","ipsl-cm6a-lr ssp126","at_least_three_change_5",0.824639331870196,30
"regions","Albania","ipsl-cm6a-lr ssp126","at_least_one_change_10",0.965719434297586,30
"regions","Albania","ipsl-cm6a-lr ssp126","at_least_two_change_10",0.747393614098286,30
"regions","Albania","ipsl-cm6a-lr ssp126","at_least_three_change_10",0.360588510737222,30
"regions","Albania","ipsl-cm6a-lr ssp126","at_least_one_change_25",0.1111,30
"regions","Albania","ipsl-cm6a-lr ssp126","at_least_two_change_25",-2.77555756156289e-17,30
"regions","Albania","ipsl-cm6a-lr ssp126","at_least_three_change_25",-2.77555756156289e-17,30
"regions","Albania","ipsl-cm6a-lr ssp585","at_least_one_change_5",1,30
"regions","Albania","ipsl-cm6a-lr ssp585","at_least_two_change_5",1,30
"regions","Albania","ipsl-cm6a-lr ssp585","at_least_three_change_5",0.996328374435276,30
"regions","Albania","ipsl-cm6a-lr ssp585","at_least_one_change_10",1,30
"regions","Albania","ipsl-cm6a-lr ssp585","at_least_two_change_10",0.995919681640643,30
"regions","Albania","ipsl-cm6a-lr ssp585","at_least_three_change_10",0.941646117926713,30
"regions","Albania","ipsl-cm6a-lr ssp585","at_least_one_change_25",1,30
"regions","Albania","ipsl-cm6a-lr ssp585","at_least_two_change_25",0.877562801010123,30
"regions","Albania","ipsl-cm6a-lr ssp585","at_least_three_change_25",0.527593266005985,30
"regions","Algeria","gfdl-esm4 ssp126","at_least_one_change_5",1,30
"regions","Algeria","gfdl-esm4 ssp126","at_least_two_change_5",1,30
"regions","Algeria","gfdl-esm4 ssp126","at_least_three_change_5",0.7107562,30
"regions","Algeria","gfdl-esm4 ssp126","at_least_one_change_10",1,30
"regions","Algeria","gfdl-esm4 ssp126","at_least_two_change_10",1,30
"regions","Algeria","gfdl-esm4 ssp126","at_least_three_change_10",0.33881157,30
"regions","Algeria","gfdl-esm4 ssp126","at_least_one_change_25",0.2,30
"regions","Algeria","gfdl-esm4 ssp126","at_least_two_change_25",-5.55111512312578e-17,30
"regions","Algeria","gfdl-esm4 ssp126","at_least_three_change_25",-5.55111512312578e-17,30
"regions","Algeria","gfdl-esm4 ssp585","at_least_one_change_5",1,30
"regions","Algeria","gfdl-esm4 ssp585","at_least_two_change_5",1,30
"regions","Algeria","gfdl-esm4 ssp585","at_least_three_change_5",1,30
"regions","Algeria","gfdl-esm4 ssp585","at_least_one_change_10",1,30
"regions","Algeria","gfdl-esm4 ssp585","at_least_two_change_10",1,30
"regions","Algeria","gfdl-esm4 ssp585","at_least_three_change_10",0.8347438,30
"regions","Algeria","gfdl-esm4 ssp585","at_least_one_change_25",1,30
"regions","Algeria","gfdl-esm4 ssp585","at_least_two_change_25",0.90081719,30
"regions","Algeria","gfdl-esm4 ssp585","at_least_three_change_25",0.41153157,30
"regions","Algeria","ipsl-cm6a-lr ssp126","at_least_one_change_5",1,30
"regions","Algeria","ipsl-cm6a-lr ssp126","at_least_two_change_5",0.94492010854,30
"regions","Algeria","ipsl-cm6a-lr ssp126","at_least_three_change_5",0.67223085292,30
"regions","Algeria","ipsl-cm6a-lr ssp126","at_least_one_change_10",0.960325785,30
"regions","Algeria","ipsl-cm6a-lr ssp126","at_least_two_change_10",0.71402314,30
"regions","Algeria","ipsl-cm6a-lr ssp126","at_least_three_change_10",0.303274215,30
"regions","Algeria","ipsl-cm6a-lr ssp126","at_least_one_change_25",0.27272,30
"regions","Algeria","ipsl-cm6a-lr ssp126","at_least_two_change_25",0.01818,30
"regions","Algeria","ipsl-cm6a-lr ssp126","at_least_three_change_25",-2.42861286636753e-17,30
"regions","Algeria","ipsl-cm6a-lr ssp585","at_least_one_change_5",1,30
"regions","Algeria","ipsl-cm6a-lr ssp585","at_least_two_change_5",1,30
"regions","Algeria","ipsl-cm6a-lr ssp585","at_least_three_change_5",0.96694876,30
"regions","Algeria","ipsl-cm6a-lr ssp585","at_least_one_change_10",1,30
"regions","Algeria","ipsl-cm6a-lr ssp585","at_least_two_change_10",0.93389201146,30
"regions","Algeria","ipsl-cm6a-lr ssp585","at_least_three_change_10",0.63086914708,30
"regions","Algeria","ipsl-cm6a-lr ssp585","at_least_one_change_25",1,30
"regions","Algeria","ipsl-cm6a-lr ssp585","at_least_two_change_25",0.5536719,30
"regions","Algeria","ipsl-cm6a-lr ssp585","at_least_three_change_25",0.0826281,30
"regions","Andorra","gfdl-esm4 ssp126","at_least_one_change_5",0.992727394,30
"regions","Andorra","gfdl-esm4 ssp126","at_least_two_change_5",0.894541778,30
"regions","Andorra","gfdl-esm4 ssp126","at_least_three_change_5",0.526849212,30
"regions","Andorra","gfdl-esm4 ssp126","at_least_one_change_10",0.9345505456,30
"regions","Andorra","gfdl-esm4 ssp126","at_least_two_change_10",0.6036395152,30
"regions","Andorra","gfdl-esm4 ssp126","at_least_three_change_10",0.1987852928,30
"regions","Andorra","gfdl-esm4 ssp126","at_least_one_change_25",0.45450606,30
"regions","Andorra","gfdl-esm4 ssp126","at_least_two_change_25",0.0605939399999999,30
"regions","Andorra","gfdl-esm4 ssp126","at_least_three_change_25",-9.0205620750794e-17,30
"regions","Andorra","gfdl-esm4 ssp585","at_least_one_change_5",1,30
"regions","Andorra","gfdl-esm4 ssp585","at_least_two_change_5",1,30
"regions","Andorra","gfdl-esm4 ssp585","at_least_three_change_5",0.98990101,30
"regions","Andorra","gfdl-esm4 ssp585","at_least_one_change_10",1,30
"regions","Andorra","gfdl-esm4 ssp585","at_least_two_change_10",0.993940606,30
"regions","Andorra","gfdl-esm4 ssp585","at_least_three_change_10",0.902034848,30
"regions","Andorra","gfdl-esm4 ssp585","at_least_one_change_25",0.971718384,30
"regions","Andorra","gfdl-esm4 ssp585","at_least_two_change_25",0.778793536,30
"regions","Andorra","gfdl-esm4 ssp585","at_least_three_change_25",0.387881616,30
"regions","Andorra","ipsl-cm6a-lr ssp126","at_least_one_change_5",1,30
"regions","Andorra","ipsl-cm6a-lr ssp126","at_least_two_change_5",0.987881212,30
"regions","Andorra","ipsl-cm6a-lr ssp126","at_least_three_change_5",0.841431616,30
"regions","Andorra","ipsl-cm6a-lr ssp126","at_least_one_change_10",1,30
"regions","Andorra","ipsl-cm6a-lr ssp126","at_least_two_change_10",0.951524848,30
"regions","Andorra","ipsl-cm6a-lr ssp126","at_least_three_change_10",0.697002424,30
"regions","Andorra","ipsl-cm6a-lr ssp126","at_least_one_change_25",0.6181670908,30
"regions","Andorra","ipsl-cm6a-lr ssp126","at_least_two_change_25",0.1739257576,30
"regions","Andorra","ipsl-cm6a-lr ssp126","at_least_three_change_25",0.0201992323999999,30
"regions","Andorra","ipsl-cm6a-lr ssp585","at_least_one_change_5",1,30
"regions","Andorra","ipsl-cm6a-lr ssp585","at_least_two_change_5",0.995960404,30
"regions","Andorra","ipsl-cm6a-lr ssp585","at_least_three_change_5",0.927283232,30
"regions","Andorra","ipsl-cm6a-lr ssp585","at_least_one_change_10",1,30
"regions","Andorra","ipsl-cm6a-lr ssp585","at_least_two_change_10",0.987881212,30
"regions","Andorra","ipsl-cm6a-lr ssp585","at_least_three_change_10",0.864663636,30
"regions","Andorra","ipsl-cm6a-lr ssp585","at_least_one_change_25",1,30
"regions","Andorra","ipsl-cm6a-lr ssp585","at_least_two_change_25",0.757554545,30
"regions","Andorra","ipsl-cm6a-lr ssp585","at_least_three_change_25",0.303,30
"regions","Angola","gfdl-esm4 ssp126","at_least_one_change_5",0.980606384,30
"regions","Angola","gfdl-esm4 ssp126","at_least_two_change_5",0.838385132,30
"regions","Angola","gfdl-esm4 ssp126","at_least_three_change_5",0.504242,30
"regions","Angola","gfdl-esm4 ssp126","at_least_one_change_10",0.781810606,30
"regions","Angola","gfdl-esm4 ssp126","at_least_two_change_10",0.306045505,30
"regions","Angola","gfdl-esm4 ssp126","at_least_three_change_10",0.0520141920000001,30
"regions","Angola","gfdl-esm4 ssp126","at_least_one_change_25",0.0909,30
"regions","Angola","gfdl-esm4 ssp126","at_least_two_change_25",-1.38777878078145e-17,30
"regions","Angola","gfdl-esm4 ssp126","at_least_three_change_25",-1.38777878078145e-17,30
"regions","Angola","gfdl-esm4 ssp585","at_least_one_change_5",1,30
"regions","Angola","gfdl-esm4 ssp585","at_least_two_change_5",1,30
"regions","Angola","gfdl-esm4 ssp585","at_least_three_change_5",0.981821818,30
"regions","Angola","gfdl-esm4 ssp585","at_least_one_change_10",1,30
"regions","Angola","gfdl-esm4 ssp585","at_least_two_change_10",0.993940606,30
"regions","Angola","gfdl-esm4 ssp585","at_least_three_change_10",0.927081232,30
"regions","Angola","gfdl-esm4 ssp585","at_least_one_change_25",0.915145909,30
"regions","Angola","gfdl-esm4 ssp585","at_least_two_change_25",0.547957424,30
"regions","Angola","gfdl-esm4 ssp585","at_least_three_change_25",0.163618485,30
"regions","Angola","ipsl-cm6a-lr ssp126","at_least_one_change_5",1,30
"regions","Angola","ipsl-cm6a-lr ssp126","at_least_two_change_5",0.9802003232,30
"regions","Angola","ipsl-cm6a-lr ssp126","at_least_three_change_5",0.8048342624,30
"regions","Angola","ipsl-cm6a-lr ssp126","at_least_one_change_10",0.9672654544,30
"regions","Angola","ipsl-cm6a-lr ssp126","at_least_two_change_10",0.7117943028,30
"regions","Angola","ipsl-cm6a-lr ssp126","at_least_three_change_10",0.2148310912,30
"regions","Angola","ipsl-cm6a-lr ssp126","at_least_one_change_25",0.545468182,30
"regions","Angola","ipsl-cm6a-lr ssp126","at_least_two_change_25",0.106070606,30
"regions","Angola","ipsl-cm6a-lr ssp126","at_least_three_change_25",0.00606121200000001,30
"regions","Angola","ipsl-cm6a-lr ssp585","at_least_one_change_5",1,30
"regions","Angola","ipsl-cm6a-lr ssp585","at_least_two_change_5",1,30
"regions","Angola","ipsl-cm6a-lr ssp585","at_least_three_change_5",1,30
"regions","Angola","ipsl-cm6a-lr ssp585","at_least_one_change_10",1,30
"regions","Angola","ipsl-cm6a-lr ssp585","at_least_two_change_10",1,30
"regions","Angola","ipsl-cm6a-lr ssp585","at_least_three_change_10",1,30
"regions","Angola","ipsl-cm6a-lr ssp585","at_least_one_change_25",1,30
"regions","Angola","ipsl-cm6a-lr ssp585","at_least_two_change_25",1,30
"regions","Angola","ipsl-cm6a-lr ssp585","at_least_three_change_25",0.773722424,30
"regions","Antarctica","gfdl-esm4 ssp126","at_least_one_change_5",0.25,30
"regions","Antarctica","gfdl-esm4 ssp126","at_least_two_change_5",NA,30
"regions","Antarctica","gfdl-esm4 ssp126","at_least_three_change_5",NA,30
"regions","Antarctica","gfdl-esm4 ssp126","at_least_one_change_10",0,30
"regions","Antarctica","gfdl-esm4 ssp126","at_least_two_change_10",NA,30
"regions","Antarctica","gfdl-esm4 ssp126","at_least_three_change_10",NA,30
"regions","Antarctica","gfdl-esm4 ssp126","at_least_one_change_25",0,30
"regions","Antarctica","gfdl-esm4 ssp126","at_least_two_change_25",NA,30
"regions","Antarctica","gfdl-esm4 ssp126","at_least_three_change_25",NA,30
"regions","Antarctica","gfdl-esm4 ssp585","at_least_one_change_5",0.75,30
"regions","Antarctica","gfdl-esm4 ssp585","at_least_two_change_5",NA,30
"regions","Antarctica","gfdl-esm4 ssp585","at_least_three_change_5",NA,30
"regions","Antarctica","gfdl-esm4 ssp585","at_least_one_change_10",0.25,30
"regions","Antarctica","gfdl-esm4 ssp585","at_least_two_change_10",NA,30
"regions","Antarctica","gfdl-esm4 ssp585","at_least_three_change_10",NA,30
"regions","Antarctica","gfdl-esm4 ssp585","at_least_one_change_25",0,30
"regions","Antarctica","gfdl-esm4 ssp585","at_least_two_change_25",NA,30
"regions","Antarctica","gfdl-esm4 ssp585","at_least_three_change_25",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp126","at_least_one_change_5",0.3333,30
"regions","Antarctica","ipsl-cm6a-lr ssp126","at_least_two_change_5",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp126","at_least_three_change_5",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp126","at_least_one_change_10",0.3333,30
"regions","Antarctica","ipsl-cm6a-lr ssp126","at_least_two_change_10",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp126","at_least_three_change_10",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp126","at_least_one_change_25",0,30
"regions","Antarctica","ipsl-cm6a-lr ssp126","at_least_two_change_25",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp126","at_least_three_change_25",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp585","at_least_one_change_5",0.8333,30
"regions","Antarctica","ipsl-cm6a-lr ssp585","at_least_two_change_5",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp585","at_least_three_change_5",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp585","at_least_one_change_10",0.5,30
"regions","Antarctica","ipsl-cm6a-lr ssp585","at_least_two_change_10",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp585","at_least_three_change_10",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp585","at_least_one_change_25",0,30
"regions","Antarctica","ipsl-cm6a-lr ssp585","at_least_two_change_25",NA,30
"regions","Antarctica","ipsl-cm6a-lr ssp585","at_least_three_change_25",NA,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp126","at_least_one_change_5",1,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp126","at_least_two_change_5",0.5,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp126","at_least_three_change_5",NA,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp126","at_least_one_change_10",1,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp126","at_least_two_change_10",0.25,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp126","at_least_three_change_10",NA,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp126","at_least_one_change_25",1,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp126","at_least_two_change_25",0,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp126","at_least_three_change_25",NA,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp585","at_least_one_change_5",1,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp585","at_least_two_change_5",1,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp585","at_least_three_change_5",NA,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp585","at_least_one_change_10",1,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp585","at_least_two_change_10",1,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp585","at_least_three_change_10",NA,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp585","at_least_one_change_25",0.8125,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp585","at_least_two_change_25",0.1875,30
"regions","Antigua and Barbuda","gfdl-esm4 ssp585","at_least_three_change_25",NA,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp126","at_least_one_change_5",1,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp126","at_least_two_change_5",0.5,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp126","at_least_three_change_5",NA,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp126","at_least_one_change_10",1,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp126","at_least_two_change_10",0.1667,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp126","at_least_three_change_10",NA,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp126","at_least_one_change_25",1,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp126","at_least_two_change_25",0,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp126","at_least_three_change_25",NA,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp585","at_least_one_change_5",1,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp585","at_least_two_change_5",0.8333,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp585","at_least_three_change_5",NA,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp585","at_least_one_change_10",1,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp585","at_least_two_change_10",0.6667,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp585","at_least_three_change_10",NA,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp585","at_least_one_change_25",1,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp585","at_least_two_change_25",0.1667,30
"regions","Antigua and Barbuda","ipsl-cm6a-lr ssp585","at_least_three_change_25",NA,30
"regions","Argentina","gfdl-esm4 ssp126","at_least_one_change_5",1,30
"regions","Argentina","gfdl-esm4 ssp126","at_least_two_change_5",1,30
"regions","Argentina","gfdl-esm4 ssp126","at_least_three_change_5",0.983839394,30
"regions","Argentina","gfdl-esm4 ssp126","at_least_one_change_10",0.9900827108281,30
"regions","Argentina","gfdl-esm4 ssp126","at_least_two_change_10",0.8981811464551,30
"regions","Argentina","gfdl-esm4 ssp126","at_least_three_change_10",0.6020320278011,30
"regions","Argentina","gfdl-esm4 ssp126","at_least_one_change_25",0,30
"regions","Argentina","gfdl-esm4 ssp126","at_least_two_change_25",0,30
"regions","Argentina","gfdl-esm4 ssp126","at_least_three_change_25",0,30
"regions","Argentina","gfdl-esm4 ssp585","at_least_one_change_5",1,30
"regions","Argentina","gfdl-esm4 ssp585","at_least_two_change_5",0.9998164003618,30
"regions","Argentina","gfdl-esm4 ssp585","at_least_three_change_5",0.994904692309,30
"regions","Argentina","gfdl-esm4 ssp585","at_least_one_change_10",0.9990083801719,30
"regions","Argentina","gfdl-esm4 ssp585","at_least_two_change_10",0.981406618561975,30
"regions","Argentina","gfdl-esm4 ssp585","at_least_three_change_10",0.87569509136735,30
"regions","Argentina","gfdl-esm4 ssp585","at_least_one_change_25",0.920651239260325,30
"regions","Argentina","gfdl-esm4 ssp585","at_least_two_change_25",0.60988272642355,30
"regions","Argentina","gfdl-esm4 ssp585","at_least_three_change_25",0.2428062608244,30
"regions","Argentina","ipsl-cm6a-lr ssp126","at_least_one_change_5",0.988249476275489,30
"regions","Argentina","ipsl-cm6a-lr ssp126","at_least_two_change_5",0.898250871390999,30
"regions","Argentina","ipsl-cm6a-lr ssp126","at_least_three_change_5",0.636012813491614,30
"regions","Argentina","ipsl-cm6a-lr ssp126","at_least_one_change_10",0.8148492549256,30
"regions","Argentina","ipsl-cm6a-lr ssp126","at_least_two_change_10",0.4236481540992,30
"regions","Argentina","ipsl-cm6a-lr ssp126","at_least_three_change_10",0.1178834170248,30
"regions","Argentina","ipsl-cm6a-lr ssp126","at_least_one_change_25",0.1,30
"regions","Argentina","ipsl-cm6a-lr ssp126","at_least_two_change_25",-2.77555756156289e-17,30
"regions","Argentina","ipsl-cm6a-lr ssp126","at_least_three_change_25",-2.77555756156289e-17,30
"regions","Argentina","ipsl-cm6a-lr ssp585","at_least_one_change_5",1,30
"regions","Argentina","ipsl-cm6a-lr ssp585","at_least_two_change_5",0.99950428097686,30
"regions","Argentina","ipsl-cm6a-lr ssp585","at_least_three_change_5",0.98909330563306,30
"regions","Argentina","ipsl-cm6a-lr ssp585","at_least_one_change_10",0.997796363702468,30
"regions","Argentina","ipsl-cm6a-lr ssp585","at_least_two_change_10",0.97091305793056,30
"regions","Argentina","ipsl-cm6a-lr ssp585","at_least_three_change_10",0.847636850830701,30
"regions","Argentina","ipsl-cm6a-lr ssp585","at_least_one_change_25",0.760008374886006,30
"regions","Argentina","ipsl-cm6a-lr ssp585","at_least_two_change_25",0.352048390114597,30
"regions","Argentina","ipsl-cm6a-lr ssp585","at_least_three_change_25",0.0900607741871682,30
"regions","Armenia","gfdl-esm4 ssp126","at_least_one_change_5",0.9922876033168,30
"regions","Armenia","gfdl-esm4 ssp126","at_least_two_change_5",0.8998222868944,30
"regions","Armenia","gfdl-esm4 ssp126","at_least_three_change_5",0.611024986472,30
"regions","Armenia","gfdl-esm4 ssp126","at_least_one_change_10",0.81485016608704,30
"regions","Armenia","gfdl-esm4 ssp126","at_least_two_change_10",0.43055855092784,30
"regions","Armenia","gfdl-esm4 ssp126","at_least_three_change_10",0.13134765727824,30
"regions","Armenia","gfdl-esm4 ssp126","at_least_one_change_25",0.19190101,30
"regions","Armenia","gfdl-esm4 ssp126","at_least_two_change_25",0.0100989899999999,30
"regions","Armenia","gfdl-esm4 ssp126","at_least_three_change_25",-8.15320033709099e-17,30
"regions","Armenia","gfdl-esm4 ssp585","at_least_one_change_5",1,30
"regions","Armenia","gfdl-esm4 ssp585","at_least_two_change_5",0.9996328007236,30
"regions","Armenia","gfdl-esm4 ssp585","at_least_three_change_5",0.9899010834472,30
"regions","Armenia","gfdl-esm4 ssp585","at_least_one_change_10",0.99867808260496,30
"regions","Armenia","gfdl-esm4 ssp585","at_least_two_change_10",0.97950847357576,30
"regions","Armenia","gfdl-esm4 ssp585","at_least_three_change_10",0.87178937335096,30
"regions","Armenia","gfdl-esm4 ssp585","at_least_one_change_25",0.91899252792064,30
"regions","Armenia","gfdl-esm4 ssp585","at_least_two_change_25",0.65362283098624,30
"regions","Armenia","gfdl-esm4 ssp585","at_least_three_change_25",0.30732441574144,30
"regions","Armenia","ipsl-cm6a-lr ssp126","at_least_one_change_5",0.993389201146,30
"regions","Armenia","ipsl-cm6a-lr ssp126","at_least_two_change_5",0.931464632101,30
"regions","Armenia","ipsl-cm6a-lr ssp126","at_least_three_change_5",0.714426081371,30
"regions","Armenia","ipsl-cm6a-lr ssp126","at_least_one_change_10",0.91967388461488,30
"regions","Armenia","ipsl-cm6a-lr ssp126","at_least_two_change_10",0.61619993399008,30
"regions","Armenia","ipsl-cm6a-lr ssp126","at_least_three_change_10",0.24330076004848,30
"regions","Armenia","ipsl-cm6a-lr ssp126","at_least_one_change_25",0.19190101,30
"regions","Armenia","ipsl-cm6a-lr ssp126","at_least_two_change_25",0.0100989899999999,30
"regions","Armenia","ipsl-cm6a-lr ssp126","at_least_three_change_25",-8.15320033709099e-17,30
"regions","Armenia","ipsl-cm6a-lr ssp585","at_least_one_change_5",1,30
"regions","Armenia","ipsl-cm6a-lr ssp585","at_least_two_change_5",0.9970253884,30
"regions","Armenia","ipsl-cm6a-lr ssp585","at_least_three_change_5",0.9573617188,30
"regions","Armenia","ipsl-cm6a-lr ssp585","at_least_one_change_10",1,30
"regions","Armenia","ipsl-cm6a-lr ssp585","at_least_two_change_10",0.99173719,30
"regions","Armenia","ipsl-cm6a-lr ssp585","at_least_three_change_10",0.90580033,30
"regions","Armenia","ipsl-cm6a-lr ssp585","at_least_one_change_25",1,30
"regions","Armenia","ipsl-cm6a-lr ssp585","at_least_two_change_25",0.843789256,30
"regions","Armenia","ipsl-cm6a-lr ssp585","at_least_three_change_25",0.459479504,30
"regions","Australia","gfdl-esm4 ssp126","at_least_one_change_5",1,30
"regions","Australia","gfdl-esm4 ssp126","at_least_two_change_5",1,30
"regions","Australia","gfdl-esm4 ssp126","at_least_three_change_5",0.997245004618,30
