"regions","climates","at_least_two_shocks_down","at_least_three_shocks_down","time_window","at_least_one_shock_up_down","at_least_one_shock_up","at_least_one_shock_down"
"Bahrain","ipsl-cm6a-lr ssp126",0,0,30,0.03334,0.1667,0.82223644416
"Bahrain","ipsl-cm6a-lr ssp585",0.0333399999999998,-2.22044604925031e-16,30,0.26664,0.732121804805341,1
"Bangladesh","gfdl-esm4 ssp126",0.814186400047624,0.282715165653902,30,0.460972199291596,0.99105803720106,1
"Bangladesh","gfdl-esm4 ssp585",0.0961767412156284,-2.22044604925031e-16,30,0.386542098847909,0.950139514337331,0.977928448230983
"Bangladesh","ipsl-cm6a-lr ssp126",0.335258861827909,0.0144746995092417,30,0.696958511104653,0.946986633690891,1
"Bangladesh","ipsl-cm6a-lr ssp585",0.757283245965289,0.195127105184682,30,0.867859223757804,0.98664653318975,1
"Barbados","gfdl-esm4 ssp126",0.2,0,30,0,0.8125,0.95392
"Barbados","gfdl-esm4 ssp585",0,0,30,0,0,0.76
"Barbados","ipsl-cm6a-lr ssp126",0.06668,0,30,0.239557395470318,0.678533307098693,0.97917041646667
"Barbados","ipsl-cm6a-lr ssp585",0,0,30,0,0.614224537499932,0.1667
"Belarus","gfdl-esm4 ssp126",0.66551062229521,0.0914575496460235,30,0.0867247948537007,0.542737505326635,0.999075495091086
"Belarus","gfdl-esm4 ssp585",0.12544598142,0.00751089428999985,30,0.0869062941086333,0.747606606655751,0.984072752310201
"Belarus","ipsl-cm6a-lr ssp126",0.64609266198799,0.142640198466039,30,0.0879805677718997,0.580104636163839,0.997762242177363
"Belarus","ipsl-cm6a-lr ssp585",0.0880438769135999,0,30,0.155557195129771,0.891613146822715,0.984766028026004
"Belgium","gfdl-esm4 ssp126",0.0492354898545194,0,30,0.0766742832603906,0.894587698003612,0.983900533878157
"Belgium","gfdl-esm4 ssp585",0.147368048731474,0,30,0.200281026972858,0.833417445324062,0.998237288239773
"Belgium","ipsl-cm6a-lr ssp126",0.14544,0,30,0.0477034435687429,0.661295415041714,1
"Belgium","ipsl-cm6a-lr ssp585",0.17145579065323,0.00495768599999968,30,0.113435161713,0.807216842759161,1
"Belize","gfdl-esm4 ssp126",0.51217703918804,0.0360589028399998,30,0.671895543043934,0.786597515951339,1
"Belize","gfdl-esm4 ssp585",0.231175731903121,0.0142436206551427,30,0.157143183660433,0.921128028561044,0.951827916879475
"Belize","ipsl-cm6a-lr ssp126",0.913000713261208,0.497549115265922,30,0.319244205196231,0.860817212508968,0.999634428384002
"Belize","ipsl-cm6a-lr ssp585",0.428609825878902,0.0597538898221538,30,0.868824138737055,0.985747235165006,1
"Benin","gfdl-esm4 ssp126",0.220693892755315,0.00495768599999991,30,0.0611593595965262,0.767142861345162,0.990066526961878
"Benin","gfdl-esm4 ssp585",0.526287126649327,0.0440882156767778,30,0.110799120503427,0.953171585714309,1
"Benin","ipsl-cm6a-lr ssp126",0.142315507243574,0,30,0.173387446636392,0.907816811392092,1
"Benin","ipsl-cm6a-lr ssp585",0.314056605604123,0.0164600769320676,30,0.476727733714351,0.938031808493105,1
"Bhutan","gfdl-esm4 ssp126",0.978146902514847,0.71096410188446,30,0.153855970892585,0.971803178119001,1
"Bhutan","gfdl-esm4 ssp585",0.698528005680924,0.0836879514370754,30,0.346216186071935,0.980499735733176,1
"Bhutan","ipsl-cm6a-lr ssp126",0.0780445104474531,0.00315225841430211,30,0.0374519570723713,0.915863001259494,1
"Bhutan","ipsl-cm6a-lr ssp585",0.56318456285294,0.0328464179127116,30,0.780970665503486,0.96786986515845,1
"Bolivia","gfdl-esm4 ssp126",0.894619043188375,0.456606931113305,30,0.147994568740015,0.533455297893603,1
"Bolivia","gfdl-esm4 ssp585",0.991662683663377,0.837676499817027,30,0.808430965000214,0.997167214570279,0.99999930145387
"Bolivia","ipsl-cm6a-lr ssp126",0.757235976609495,0.156621580296543,30,0.255387155719926,0.948399774443792,1
"Bolivia","ipsl-cm6a-lr ssp585",0.947830181527187,0.544005155700158,30,0.240961268593925,0.986351176356287,1
"Bosnia and Herzegovina","gfdl-esm4 ssp126",0.29764345865922,0,30,0.0835739858565,0.685078477122879,0.989399366531396
"Bosnia and Herzegovina","gfdl-esm4 ssp585",0.189175719871281,0.00300435771599983,30,0.0399708988455074,0.973341003135036,0.936013519373321
"Bosnia and Herzegovina","ipsl-cm6a-lr ssp126",0.415635770754605,0.0290315986868163,30,0.0466408228738245,0.857779515065965,0.984739194828575
"Bosnia and Herzegovina","ipsl-cm6a-lr ssp585",0.189818181442638,1.11022302462516e-16,30,0.309621273387443,0.998932848805832,0.989189405922179
"Botswana","gfdl-esm4 ssp126",0.230637789218133,0.0225326828699999,30,0.142361479677074,0.958625584602363,0.95308738172303
"Botswana","gfdl-esm4 ssp585",0.154300096602737,0.00901472570999984,30,0.278434164920792,0.984420216601288,0.911328740781938
"Botswana","ipsl-cm6a-lr ssp126",0,0,30,0.102469752,0.814140281440859,0.63935807652592
"Botswana","ipsl-cm6a-lr ssp585",0.00826280999999995,0,30,0.249209212217746,0.805649868837679,0.815247887433215
"Brazil","gfdl-esm4 ssp126",0.153588865274691,-2.22044604925031e-16,30,0.222084477798968,0.951694369551496,1
"Brazil","gfdl-esm4 ssp585",0.550872910900108,0.0342016026295547,30,0.159862045582209,0.96010755986206,0.999370804120065
"Brazil","ipsl-cm6a-lr ssp126",0.28676883436512,0.00687402170605111,30,0.45646396055778,0.990401166736137,0.999722964780909
"Brazil","ipsl-cm6a-lr ssp585",0.82633802310727,0.136680428059715,30,0.778733797087763,0.997624648429819,1
"Brunei","gfdl-esm4 ssp126",0.0909,0,30,0.2561971075,0.717071660704248,1
"Brunei","gfdl-esm4 ssp585",0,0,30,0.00826280999999995,0.627418332540614,0.979093401052389
"Brunei","ipsl-cm6a-lr ssp126",0.212148182,1.11022302462516e-16,30,0.01652562,0.60872064296109,1
"Brunei","ipsl-cm6a-lr ssp585",0,0,30,0,0.379047630253764,1
"Bulgaria","gfdl-esm4 ssp126",0.575553633313875,0.0463903343919209,30,0.128648679356982,0.997491223418788,0.991608177398643
"Bulgaria","gfdl-esm4 ssp585",0.322340896955063,0.0213031335336246,30,0.271970531384453,0.994315075020528,0.993002800410623
"Bulgaria","ipsl-cm6a-lr ssp126",0.31672075001681,0.018472182527468,30,0.252237960465787,0.937767003931515,0.991328680896989
"Bulgaria","ipsl-cm6a-lr ssp585",0.0851402102470167,0.00150217885800008,30,0.243237068618309,0.995550878739486,0.95602573549163
"Burkina Faso","gfdl-esm4 ssp126",0.1561244781728,-2.22044604925031e-16,30,0.01652562,0.695139708085651,1
"Burkina Faso","gfdl-esm4 ssp585",0.0410409538836154,-2.22044604925031e-16,30,0,0.17353719,1
"Burkina Faso","ipsl-cm6a-lr ssp126",0.192845517672312,-2.22044604925031e-16,30,0.284719083426,0.652240716941806,1
"Burkina Faso","ipsl-cm6a-lr ssp585",0.306143492644801,0.00991537200000014,30,0.14321657698272,0.803221093416928,1
"Burundi","gfdl-esm4 ssp126",0.618126929870164,0.152899787719313,30,0.244751237152374,0.823687883428898,0.997641468857103
"Burundi","gfdl-esm4 ssp585",0.573171205574891,0.0991537199999999,30,0.0472424526609904,0.681330944488484,0.997752236114287
"Burundi","ipsl-cm6a-lr ssp126",0.0313566512732013,0.00075108942900004,30,0.0907156219929525,0.874319451943198,0.789299707496758
"Burundi","ipsl-cm6a-lr ssp585",0.384364044404609,0.0235714884610713,30,0.467947400702008,0.964314487681613,1
"Cambodia","gfdl-esm4 ssp126",0.577742773028988,0.0525845228399999,30,0.562225828222564,0.745968385536815,1
"Cambodia","gfdl-esm4 ssp585",0.692882492329005,0.0932504813464844,30,0.27968182375475,0.882177726276874,1
"Cambodia","ipsl-cm6a-lr ssp126",0.0303060599999999,0,30,0.0896852971339914,0.888019225016336,0.841241001942566
"Cambodia","ipsl-cm6a-lr ssp585",0.564186117581263,0.0949278428595055,30,0.316999067106074,0.892260440710152,1
"Cameroon","gfdl-esm4 ssp126",0.272751622570293,0.0309481895988002,30,0.115496799165105,0.687671070659442,0.974190014923588
"Cameroon","gfdl-esm4 ssp585",0.20828367460339,0,30,0.452239569747115,0.970379797379331,0.985662925810695
"Cameroon","ipsl-cm6a-lr ssp126",0.198927500736604,0.0066102480000001,30,0.287808513562322,0.908014389307788,0.994911994120706
"Cameroon","ipsl-cm6a-lr ssp585",0.281788031033099,0.0135196097219999,30,0.141168523246186,0.929883477908637,1
"Canada","gfdl-esm4 ssp126",0.578870395758524,0.105763968,30,0.022725,0.79843914007947,0.996000258722865
"Canada","gfdl-esm4 ssp585",0.781228593784742,0.0540924865740001,30,0.137774076590113,0.765335612845877,1
"Canada","ipsl-cm6a-lr ssp126",0.554090491178841,-4.44089209850063e-16,30,0.01515303,0.962349372122904,0.99989764789521
"Canada","ipsl-cm6a-lr ssp585",0.105251837673747,0.00550964170799995,30,0.141285782764992,0.922411124981049,0.965166774562214
"Cape Verde","gfdl-esm4 ssp126",0,0,30,0,0,0.6
"Cape Verde","gfdl-esm4 ssp585",0,0,30,0,0.25,0.64
"Cape Verde","ipsl-cm6a-lr ssp126",0,0,30,0,0.537050927037,0.9971559537664
"Cape Verde","ipsl-cm6a-lr ssp585",0,0,30,0,0,0.83334
"Central African Republic","gfdl-esm4 ssp126",0.0410409538836154,-2.22044604925031e-16,30,0,0.379047630253764,0.779151442975003
"Central African Republic","gfdl-esm4 ssp585",0.0410409538836154,-2.22044604925031e-16,30,0.0410409538836156,0.622089553744641,0.869049163526123
"Central African Republic","ipsl-cm6a-lr ssp126",0.1705308490278,0,30,0,0.782308950099819,0.974775024317897
"Central African Republic","ipsl-cm6a-lr ssp585",0.275981285132162,0.00826281000000006,30,0.286460964659007,0.875575980944532,1
"Chad","gfdl-esm4 ssp126",0.0383096922839999,0.00150217885799997,30,0.149681721372491,0.839714654825211,0.934458574435888
"Chad","gfdl-esm4 ssp585",0.358890801751896,0.0170218041385973,30,0.455728282339232,0.97838462298331,1
"Chad","ipsl-cm6a-lr ssp126",0.483850834493634,0.0482392870764617,30,0.649182711049093,0.931322160140486,1
"Chad","ipsl-cm6a-lr ssp585",0.344386215654254,0.0109942218340272,30,0.550609530333647,0.980728174676617,1
"Chile","gfdl-esm4 ssp126",0.356515632527088,0.018557185485452,30,0.257301488760821,0.901412746823657,0.999280189483325
"Chile","gfdl-esm4 ssp585",0.242240405131353,-2.22044604925031e-16,30,0.556280222746479,0.977466723624893,1
"Chile","ipsl-cm6a-lr ssp126",0.04958595,0,30,0.0539868866354495,0.679275464073987,0.900613606821898
"Chile","ipsl-cm6a-lr ssp585",0.0770078507062283,-2.22044604925031e-16,30,0.0395511872441052,0.75012998535982,1
"China","gfdl-esm4 ssp126",0.335786019363873,0.00968924525637038,30,0.0882279412472392,0.892447879268154,1
"China","gfdl-esm4 ssp585",0.388870030969444,0.0320853864397574,30,0.312690758871384,0.999280558827533,1
"China","ipsl-cm6a-lr ssp126",0.633822332674835,0.0795991613240881,30,0.138987142593238,0.936007039504486,1
"China","ipsl-cm6a-lr ssp585",0.545662722675058,0.0188390771748741,30,0.276119341016836,0.950830851731209,1
"Colombia","gfdl-esm4 ssp126",0.534365538376258,0.0782495764735075,30,0.241764036746803,0.895018837765175,1
"Colombia","gfdl-esm4 ssp585",0.958101006663331,0.452637037407758,30,0.88195859566486,0.996372757027871,1
"Colombia","ipsl-cm6a-lr ssp126",0.457165214329846,0.0119791035588224,30,0.489675669431013,0.985316395077762,1
"Colombia","ipsl-cm6a-lr ssp585",0.627809637443092,0.0970306741002739,30,0.797103001049251,0.99540174035096,1
"Comores","gfdl-esm4 ssp126",0,0,30,0.3,0.859375,0.52
"Comores","gfdl-esm4 ssp585",0,0,30,0,0,0.84
"Comores","ipsl-cm6a-lr ssp126",0,0,30,0,0.88886111,0.68
"Comores","ipsl-cm6a-lr ssp585",0,0,30,0,0,0.84
"Costa Rica","gfdl-esm4 ssp126",0.118900314221024,0,30,0.113435161713,0.714214433728917,1
"Costa Rica","gfdl-esm4 ssp585",0.378322591792315,0.0231947236600206,30,0.153271935821994,0.895703123455638,0.997814303868303
"Costa Rica","ipsl-cm6a-lr ssp126",0.414469099434918,0.00751089428999985,30,0.0925319464515414,0.738661637616875,0.999858248413276
"Costa Rica","ipsl-cm6a-lr ssp585",0.434888894001515,0.00688705213499996,30,0.358602921932396,0.870941076334006,1
"Croatia","gfdl-esm4 ssp126",0.57286193812754,0.0594922319999998,30,0.232133734305,0.701926469317774,0.995344070001578
"Croatia","gfdl-esm4 ssp585",0.154248901579713,0,30,0.0479695280562465,0.997984544983132,0.940262920990451
"Croatia","ipsl-cm6a-lr ssp126",0.699574082388678,0.0567222464573999,30,0.01652562,0.769054727750278,0.999855521825076
"Croatia","ipsl-cm6a-lr ssp585",0.175735541019636,0.00225326828700023,30,0.359491948484524,0.996106413551794,0.9971754375073
"Cuba","gfdl-esm4 ssp126",0,0,30,0.458215330423823,0.89502615904096,0.9326825549632
"Cuba","gfdl-esm4 ssp585",0.222114724903231,0.013220496,30,0.119831365190984,0.960958287384188,0.950313666541253
"Cuba","ipsl-cm6a-lr ssp126",0.0363600000000001,1.11022302462516e-16,30,0.11950516478662,0.615115161495245,1
"Cuba","ipsl-cm6a-lr ssp585",0.0595830473764023,0.0013774104269999,30,0.464088212297563,0.931273115639699,0.989484318444663
"Cyprus","gfdl-esm4 ssp126",0.1000589938272,1.11022302462516e-16,30,0.102062904343938,0.899607153797126,0.935865098065453
"Cyprus","gfdl-esm4 ssp585",0.292888431519938,0.0132204959999996,30,0.112055601163525,0.945592195998359,0.990747206307596
"Cyprus","ipsl-cm6a-lr ssp126",0,0,30,0.166528567160777,0.650101193315327,1
"Cyprus","ipsl-cm6a-lr ssp585",0.148988427873233,0.00330512399999994,30,0.201909938333207,0.988242923527697,0.98442983169077
"Czech Republic","gfdl-esm4 ssp126",0.407538855112698,0.0525845228399999,30,0.0918167000208067,0.656441613309253,0.996750334251165
"Czech Republic","gfdl-esm4 ssp585",0.336319667087461,0.0194606289143574,30,0.316561461117765,0.911317876730345,0.9995376246438
"Czech Republic","ipsl-cm6a-lr ssp126",0.340008726836778,0.0252633615401034,30,0.351669318102348,0.724493183111168,1
"Czech Republic","ipsl-cm6a-lr ssp585",0.349113843212777,0.0210338091359998,30,0.14760023990666,0.93485013643067,1
"Democratic Republic of the Congo","gfdl-esm4 ssp126",0.392998320715627,0.00689642802813506,30,0.395720544309524,0.97792134990411,1
"Democratic Republic of the Congo","gfdl-esm4 ssp585",0.238357446748826,0.0111735254542631,30,0.0789689226759931,0.865591982885456,0.973823130775626
"Democratic Republic of the Congo","ipsl-cm6a-lr ssp126",0.0568228746774806,-2.22044604925031e-16,30,0.173422809377148,0.994333471263712,1
"Democratic Republic of the Congo","ipsl-cm6a-lr ssp585",0.529937475086117,0.0214013771650847,30,0.460471627431886,0.911681352015706,1
"Denmark","gfdl-esm4 ssp126",0.632186303269593,0.00909000000000004,30,0.23990073367096,0.759497792003089,0.999597005422574
"Denmark","gfdl-esm4 ssp585",0.400529803285606,1.11022302462516e-16,30,0.235177903673158,0.838671818902232,0.999744171405802
"Denmark","ipsl-cm6a-lr ssp126",0.0650783695635585,0,30,0.102722594758875,0.708429324389662,0.998738697605624
"Denmark","ipsl-cm6a-lr ssp585",0.160669227019683,2.22044604925031e-16,30,0.165642697275834,0.718900528009631,1
"Djibouti","gfdl-esm4 ssp126",0,0,30,0.116132159833197,0.842819510355801,0.863391844737381
"Djibouti","gfdl-esm4 ssp585",0,0,30,0.325939598346662,0.766170249677,1
"Djibouti","ipsl-cm6a-lr ssp126",0.1232938512,1.11022302462516e-16,30,0.0717284628,0.873000422290789,0.999440452996044
"Djibouti","ipsl-cm6a-lr ssp585",0.01818,0,30,0.01818,0.538954648411445,1
"Dominica","gfdl-esm4 ssp126",0,0,30,0,0.4375,0.988
"Dominica","gfdl-esm4 ssp585",0,0,30,0,0.25,0.88
"Dominica","ipsl-cm6a-lr ssp126",0,0,30,0.05556111,0.866080992262817,0.9074101854074
"Dominica","ipsl-cm6a-lr ssp585",0,0,30,0.113911111,0.89955069926704,0.794242799320964
"Dominican Republic","gfdl-esm4 ssp126",0.586768595,0.04545,30,0.231524572307937,0.973803251725967,1
"Dominican Republic","gfdl-esm4 ssp585",0.194023905513288,0,30,0.46887143448826,0.995451747405619,1
"Dominican Republic","ipsl-cm6a-lr ssp126",0.088865568546979,0,30,0.301768826993526,0.956455474211894,1
"Dominican Republic","ipsl-cm6a-lr ssp585",0.383920420341858,0.0356471236964618,30,0.278710042494371,0.963655280953425,1
"East Timor","gfdl-esm4 ssp126",0.504131405,0,30,0.73420633676176,0.992650496738039,1
"East Timor","gfdl-esm4 ssp585",0.36158588932501,0.0272700000000001,30,0.515477498263231,0.961511995712382,0.976338770051293
"East Timor","ipsl-cm6a-lr ssp126",0,0,30,0.284678096877114,0.973222806386159,0.902838295489317
"East Timor","ipsl-cm6a-lr ssp585",0.0963800513163677,0,30,0.194159767805033,0.715404736919679,0.965148963717051
"Ecuador","gfdl-esm4 ssp126",0.942693819716217,0.586528050474687,30,0.274225293399423,0.900647592418768,1
"Ecuador","gfdl-esm4 ssp585",0.925773548285587,0.582608530595487,30,0.335981455425507,0.998978122612315,0.999904955164563
"Ecuador","ipsl-cm6a-lr ssp126",0.56853663702221,0.0584592987490514,30,0.196255593431852,0.936408753989583,1
"Ecuador","ipsl-cm6a-lr ssp585",0.99414857738961,0.84383322181094,30,0.862013780183312,0.976914038950599,1
"Egypt","gfdl-esm4 ssp126",0.2485302983903,0.00330512400000005,30,0.187662050570231,0.97262364324056,0.979688595926031
"Egypt","gfdl-esm4 ssp585",0.392855830293608,0.04507362855,30,0.3965842587197,0.954929282325112,0.999375898168557
"Egypt","ipsl-cm6a-lr ssp126",0.951770912732485,0.536847587561898,30,0.27682426290065,0.83937684447572,0.999991393057797
"Egypt","ipsl-cm6a-lr ssp585",0.236879778624403,0.0092822689734805,30,0.357795650427026,0.991687968439434,0.994163489854372
"El Salvador","gfdl-esm4 ssp126",0.548244296351973,0.0552719368138724,30,0.161018453763201,0.684516934017246,1
"El Salvador","gfdl-esm4 ssp585",0.864505042912762,0.346800077255627,30,0.0468259200835291,0.947768827249673,0.999668195686942
"El Salvador","ipsl-cm6a-lr ssp126",0.753263103297893,0.150981373854073,30,0.0954296017566189,0.692064416379311,1
"El Salvador","ipsl-cm6a-lr ssp585",0.601759773154117,0.0813587289149955,30,0.714697553964289,0.992430367558702,1
"Equatorial Guinea","gfdl-esm4 ssp126",0.04545,0,30,0.772725,0.89838455989491,1
"Equatorial Guinea","gfdl-esm4 ssp585",0,0,30,0.0984117205709999,0.316959223686904,1
"Equatorial Guinea","ipsl-cm6a-lr ssp126",0.0909,0,30,0.00826280999999995,0.323788128858,1
"Equatorial Guinea","ipsl-cm6a-lr ssp585",0,0,30,0,0.17353719,1
"Eritrea","gfdl-esm4 ssp126",0.3471562,0,30,0,0.585042585273712,1
"Eritrea","gfdl-esm4 ssp585",0.268865280678647,0.0330512399999998,30,0.808760605021538,0.941007626693088,1
"Eritrea","ipsl-cm6a-lr ssp126",0.550452232,0.0925707439999999,30,0.1534768599008,0.900190029873789,1
"Eritrea","ipsl-cm6a-lr ssp585",0.0574300258254233,0,30,0,0.620529108136235,1
"Estonia","gfdl-esm4 ssp126",0.336385038205786,0.0322764544046814,30,0.210296014197456,0.766727648946801,1
"Estonia","gfdl-esm4 ssp585",0.323135868,-2.22044604925031e-16,30,0.171526997878758,0.857775564300281,0.996715329072095
"Estonia","ipsl-cm6a-lr ssp126",0.356491031398599,0.0423070485597569,30,0.0971005948156553,0.441136036820625,1
"Estonia","ipsl-cm6a-lr ssp585",0.135722819889164,0.00661024799999999,30,0.27466294263891,0.933883323816197,0.996107307550106
"Ethiopia","gfdl-esm4 ssp126",0.475880428619836,0.0723152143083476,30,0.124220100871742,0.736631876921907,0.994210479846344
"Ethiopia","gfdl-esm4 ssp585",0.3774481836188,0.013773771921032,30,0.463234320395573,0.8603566533385,1
"Ethiopia","ipsl-cm6a-lr ssp126",0.074372562,0.00330512399999994,30,0.260639234099523,0.898677949219568,0.907836312840282
"Ethiopia","ipsl-cm6a-lr ssp585",0.777930477386234,0.174383423320096,30,0.477233954466598,0.870117696474369,1
"Federal Republic of Somalia","gfdl-esm4 ssp126",0.26124246117776,0.013222314,30,0.326203006471194,0.887154039184719,0.978718897787665
"Federal Republic of Somalia","gfdl-esm4 ssp585",0.15610834553148,1.11022302462516e-16,30,0.186015382863504,0.962247531192516,1
"Federal Republic of Somalia","ipsl-cm6a-lr ssp126",0.278260834419072,0.0390392893475124,30,0.46891592777344,0.929348339435193,1
"Federal Republic of Somalia","ipsl-cm6a-lr ssp585",0.231371912066809,0.00825188615534456,30,0.222674811068539,0.829328591222806,1
"Fiji","gfdl-esm4 ssp126",0,0,30,0.05,0.25,1
"Fiji","gfdl-esm4 ssp585",0,0,30,0,0.25,0.8
"Fiji","ipsl-cm6a-lr ssp126",0,0,30,0,0.421365737963,0.616
"Fiji","ipsl-cm6a-lr ssp585",0,0,30,0,0,0.872
"Finland","gfdl-esm4 ssp126",0.0439945927895637,0,30,0.0559699171413994,0.87116560499097,0.9107897883479
