"regions","climates","at_least_one_shock","at_least_two_shocks","at_least_three_shocks","time_window"
"Bermuda","gfdl-esm4 ssp126",0.90625,0,0,30
"Bermuda","gfdl-esm4 ssp585",0.95550537109375,0.0625,0,30
"Bermuda","ipsl-cm6a-lr ssp126",0.956602864557278,0.166675,0,30
"Bermuda","ipsl-cm6a-lr ssp585",0.953125,0,0,30
"Bhutan","gfdl-esm4 ssp126",1,0.969859152209898,0.665622287154318,30
"Bhutan","gfdl-esm4 ssp585",1,0.749756031984549,0.0720202639373161,30
"Bhutan","ipsl-cm6a-lr ssp126",1,0.125560695692462,0.00206570249999993,30
"Bhutan","ipsl-cm6a-lr ssp585",1,0.908255224870995,0.173402079999447,30
"Bolivia","gfdl-esm4 ssp126",1,0.924422640403402,0.461786331252945,30
"Bolivia","gfdl-esm4 ssp585",0.999999999674728,0.999773512516521,0.964397106333184,30
"Bolivia","ipsl-cm6a-lr ssp126",1,0.878863075048391,0.243955383168505,30
"Bolivia","ipsl-cm6a-lr ssp585",1,0.981765426070151,0.596265748399529,30
"Bonaire","gfdl-esm4 ssp126",0.9208984375,0,0,30
"Bonaire","gfdl-esm4 ssp585",0.90625,0,0,30
"Bonaire","ipsl-cm6a-lr ssp126",0.837259113802094,0,0,30
"Bonaire","ipsl-cm6a-lr ssp585",0.869795573229156,0,0,30
"Bosnia and Herzegovina","gfdl-esm4 ssp126",0.997339593229152,0.439323662109756,0.02629226142,30
"Bosnia and Herzegovina","gfdl-esm4 ssp585",0.998009678817589,0.526853649035323,0.0460341052119232,30
"Bosnia and Herzegovina","ipsl-cm6a-lr ssp126",0.997432214499663,0.452423723508128,0.0231099156509533,30
"Bosnia and Herzegovina","ipsl-cm6a-lr ssp585",0.999974537816525,0.724954032487381,0.116592406099717,30
"Botswana","gfdl-esm4 ssp126",0.997701001087433,0.407661533625729,0.00899490155428129,30
"Botswana","gfdl-esm4 ssp585",0.999234827532243,0.68120598716112,0.117730881328625,30
"Botswana","ipsl-cm6a-lr ssp126",0.945128484942052,0.135916513655545,0.00506385410675492,30
"Botswana","ipsl-cm6a-lr ssp585",0.974612839576939,0.221698049438263,0.0165256199999999,30
"Bouvet","gfdl-esm4 ssp126",0.68359375,0,0,30
"Bouvet","gfdl-esm4 ssp585",0.625,0,0,30
"Bouvet","ipsl-cm6a-lr ssp126",0.732121804805341,0,0,30
"Bouvet","ipsl-cm6a-lr ssp585",0.1667,0,0,30
"Brazil","gfdl-esm4 ssp126",1,0.393790614108191,0.019408093507031,30
"Brazil","gfdl-esm4 ssp585",0.999998021371239,0.777705356206236,0.100615603784397,30
"Brazil","ipsl-cm6a-lr ssp126",0.999992710011974,0.666453889450647,0.0559194303098609,30
"Brazil","ipsl-cm6a-lr ssp585",1,0.976703332496907,0.36008691013031,30
"British Virgin Islands","gfdl-esm4 ssp126",0.98681640625,0,0,30
"British Virgin Islands","gfdl-esm4 ssp585",1,0.75,0,30
"British Virgin Islands","ipsl-cm6a-lr ssp126",0.981397161566607,0,0,30
"British Virgin Islands","ipsl-cm6a-lr ssp585",0.996771567616579,0.125025,0,30
"Brunei","gfdl-esm4 ssp126",1,0.38635,0.04545,30
"Brunei","gfdl-esm4 ssp585",0.988071515441068,0.022725,0,30
"Brunei","ipsl-cm6a-lr ssp126",1,0.2235102275,0,30
"Brunei","ipsl-cm6a-lr ssp585",1,0,0,30
"Bulgaria","gfdl-esm4 ssp126",0.999978347615197,0.899923809096961,0.288362220812119,30
"Bulgaria","gfdl-esm4 ssp585",0.999971928790493,0.746002822487598,0.100543888402865,30
"Bulgaria","ipsl-cm6a-lr ssp126",0.999357257418974,0.50102958479605,0.0403863218765262,30
"Bulgaria","ipsl-cm6a-lr ssp585",0.999734599095025,0.629957778406344,0.0624328363963284,30
"Burkina Faso","gfdl-esm4 ssp126",1,0.235908396574,0,30
"Burkina Faso","gfdl-esm4 ssp585",1,0.0885918491963902,-2.22044604925031e-16,30
"Burkina Faso","ipsl-cm6a-lr ssp126",1,0.479011173142002,0,30
"Burkina Faso","ipsl-cm6a-lr ssp585",1,0.635291953327538,0.04131405,30
"Burundi","gfdl-esm4 ssp126",0.99969538508623,0.657750111611171,0.121447426554367,30
"Burundi","gfdl-esm4 ssp585",0.999086025659725,0.665302128646529,0.191349751293233,30
"Burundi","ipsl-cm6a-lr ssp126",0.97669637535516,0.190529339593195,0.00375206233301772,30
"Burundi","ipsl-cm6a-lr ssp585",1,0.673099295637039,0.119598813566806,30
"Cambodia","gfdl-esm4 ssp126",1,0.848540829829594,0.04947847235019,30
"Cambodia","gfdl-esm4 ssp585",1,0.823413644581822,0.141375531658439,30
"Cambodia","ipsl-cm6a-lr ssp126",0.980246957381327,0.152134689094857,0.006750812114102,30
"Cambodia","ipsl-cm6a-lr ssp585",1,0.762979432452231,0.0911861024512732,30
"Cameroon","gfdl-esm4 ssp126",0.996480079034692,0.267895170738361,0.0123942149999999,30
"Cameroon","gfdl-esm4 ssp585",0.999171605597243,0.540690379304871,0.049263231393799,30
"Cameroon","ipsl-cm6a-lr ssp126",1,0.531418042303689,0.0351912271328723,30
"Cameroon","ipsl-cm6a-lr ssp585",1,0.459682085144531,0.0414006066382694,30
"Canada","gfdl-esm4 ssp126",0.995099060165667,0.284451190789936,0.00206570249999993,30
"Canada","gfdl-esm4 ssp585",1,0.800580814348219,0.117368953024781,30
"Canada","ipsl-cm6a-lr ssp126",0.999992694903741,0.744535422536655,0.0689174317817652,30
"Canada","ipsl-cm6a-lr ssp585",0.997913101402525,0.400615439931637,0.0300926687886802,30
"Canary Islands","gfdl-esm4 ssp126",0.578125,0,0,30
"Canary Islands","gfdl-esm4 ssp585",0.980224609375,0,0,30
"Canary Islands","ipsl-cm6a-lr ssp126",1,0,0,30
"Canary Islands","ipsl-cm6a-lr ssp585",0.951770834259216,0,0,30
"Cape Verde","gfdl-esm4 ssp126",0.75,0,0,30
"Cape Verde","gfdl-esm4 ssp585",0.8125,0,0,30
"Cape Verde","ipsl-cm6a-lr ssp126",1,0,0,30
"Cape Verde","ipsl-cm6a-lr ssp585",1,0,0,30
"Cayman Islands","gfdl-esm4 ssp126",1,0,0,30
"Cayman Islands","gfdl-esm4 ssp585",0.4375,0,0,30
"Cayman Islands","ipsl-cm6a-lr ssp126",0.97197429214188,0,0,30
"Cayman Islands","ipsl-cm6a-lr ssp585",0.698652097801119,0,0,30
"Central African Republic","gfdl-esm4 ssp126",0.929052350397074,0.0564909973674493,0,30
"Central African Republic","gfdl-esm4 ssp585",0.938905581006711,0.0489646502794562,-2.22044604925031e-16,30
"Central African Republic","ipsl-cm6a-lr ssp126",0.986670745911214,0.0691117958565,0,30
"Central African Republic","ipsl-cm6a-lr ssp585",1,0.34544696967491,0,30
"Ceuta","gfdl-esm4 ssp126",0.973498416328489,0,0,30
"Ceuta","gfdl-esm4 ssp585",1,0.022725,0,30
"Ceuta","ipsl-cm6a-lr ssp126",0.81104477687232,0,0,30
"Ceuta","ipsl-cm6a-lr ssp585",1,0,0,30
"Chad","gfdl-esm4 ssp126",0.993342033517345,0.25307009555709,0.00375319060367851,30
"Chad","gfdl-esm4 ssp585",1,0.695964734426331,0.0746861414953752,30
"Chad","ipsl-cm6a-lr ssp126",1,0.791655892736081,0.163002107439747,30
"Chad","ipsl-cm6a-lr ssp585",1,0.742048380920618,0.116272608726417,30
"Chafarinas Islands","gfdl-esm4 ssp126",0.973645314070965,0.16412218828274,0,30
"Chafarinas Islands","gfdl-esm4 ssp585",0.975579794845198,0.108467498111104,0,30
"Chafarinas Islands","ipsl-cm6a-lr ssp126",0.941328362699836,0.128112687709519,0.00206570249999993,30
"Chafarinas Islands","ipsl-cm6a-lr ssp585",0.999561021222793,0.368335606573397,0.0164649259065478,30
"Chagos Archipelago","gfdl-esm4 ssp126",0.984375,0.375,0,30
"Chagos Archipelago","gfdl-esm4 ssp585",0.8125,0,0,30
"Chagos Archipelago","ipsl-cm6a-lr ssp126",0.79166458375,0.16665,0,30
"Chagos Archipelago","ipsl-cm6a-lr ssp585",0.875,0,0,30
"Chile","gfdl-esm4 ssp126",0.999949773333104,0.585478297744114,0.0742072674346899,30
"Chile","gfdl-esm4 ssp585",1,0.915379262784922,0.265965715158288,30
"Chile","ipsl-cm6a-lr ssp126",0.943891693903368,0.110457874360213,0,30
"Chile","ipsl-cm6a-lr ssp585",1,0.246091963555606,0,30
"China","gfdl-esm4 ssp126",1,0.778714443807886,0.27396194998374,30
"China","gfdl-esm4 ssp585",1,0.908739579654082,0.417233132926301,30
"China","ipsl-cm6a-lr ssp126",1,0.731153433382789,0.114980074785788,30
"China","ipsl-cm6a-lr ssp585",1,0.71358397768745,0.0994922449011889,30
"Christmas Island","gfdl-esm4 ssp126",1,0.1875,0,30
"Christmas Island","gfdl-esm4 ssp585",0.71875,0,0,30
"Christmas Island","ipsl-cm6a-lr ssp126",0.537050927037,0,0,30
"Christmas Island","ipsl-cm6a-lr ssp585",1,0.1667,0,30
"Clipperton Island","gfdl-esm4 ssp126",1,0,0,30
"Clipperton Island","gfdl-esm4 ssp585",0,0,0,30
"Clipperton Island","ipsl-cm6a-lr ssp126",0.942839506412917,0,0,30
"Clipperton Island","ipsl-cm6a-lr ssp585",0.537050927037,0,0,30
"Cocos Islands","gfdl-esm4 ssp126",0.90625,0,0,30
"Cocos Islands","gfdl-esm4 ssp585",0.9375,0,0,30
"Cocos Islands","ipsl-cm6a-lr ssp126",0.973959375,0,0,30
"Cocos Islands","ipsl-cm6a-lr ssp585",0.994211458272572,0,0,30
"Collectivity of Saint Martin","gfdl-esm4 ssp126",1,0,0,30
"Collectivity of Saint Martin","gfdl-esm4 ssp585",1,0,0,30
"Collectivity of Saint Martin","ipsl-cm6a-lr ssp126",1,0.161489583125,0,30
"Collectivity of Saint Martin","ipsl-cm6a-lr ssp585",0.999205239631652,0.0416749999999999,0,30
"Colombia","gfdl-esm4 ssp126",1,0.816113215365641,0.23942525311384,30
"Colombia","gfdl-esm4 ssp585",1,0.995642453133545,0.566133389861541,30
"Colombia","ipsl-cm6a-lr ssp126",1,0.67903385039606,0.0644879578778258,30
"Colombia","ipsl-cm6a-lr ssp585",1,0.958930415251886,0.41251350627247,30
"Colombian Exclusive Economic Zone (Quitasueño)","gfdl-esm4 ssp126",0.4375,0,0,30
"Colombian Exclusive Economic Zone (Quitasueño)","gfdl-esm4 ssp585",0.25,0,0,30
"Colombian Exclusive Economic Zone (Quitasueño)","ipsl-cm6a-lr ssp126",0.537050927037,0,0,30
"Colombian Exclusive Economic Zone (Quitasueño)","ipsl-cm6a-lr ssp585",0.821405607263721,0,0,30
"Comores","gfdl-esm4 ssp126",0.947265625,0.375,0,30
"Comores","gfdl-esm4 ssp585",1,0,0,30
"Comores","ipsl-cm6a-lr ssp126",0.979161458125,0,0,30
"Comores","ipsl-cm6a-lr ssp585",1,0,0,30
"Cook Islands","gfdl-esm4 ssp126",0.98516845703125,0,0,30
"Cook Islands","gfdl-esm4 ssp585",0.962457656860352,0,0,30
"Cook Islands","ipsl-cm6a-lr ssp126",1,0,0,30
"Cook Islands","ipsl-cm6a-lr ssp585",1,0,0,30
"Costa Rica","gfdl-esm4 ssp126",1,0.310816650069213,0.0110547886051453,30
"Costa Rica","gfdl-esm4 ssp585",0.999886482423122,0.533450252741873,0.0268608600448034,30
"Costa Rica","ipsl-cm6a-lr ssp126",0.999994428212719,0.567677313503082,0.0300435771600001,30
"Costa Rica","ipsl-cm6a-lr ssp585",1,0.694297634257341,0.104613545248092,30
"Croatia","gfdl-esm4 ssp126",0.999610566117055,0.725038037687357,0.112969361152679,30
"Croatia","gfdl-esm4 ssp585",0.999884398014417,0.719768453395029,0.00487939137437754,30
"Croatia","ipsl-cm6a-lr ssp126",1,0.855986264749948,0.106862266159668,30
"Croatia","ipsl-cm6a-lr ssp585",0.999998692356467,0.832209340071623,0.0703574545791751,30
"Crozet Islands","gfdl-esm4 ssp126",0.25,0,0,30
"Crozet Islands","gfdl-esm4 ssp585",1,0.25,0,30
"Crozet Islands","ipsl-cm6a-lr ssp126",0.970232779590681,0.125025,0,30
"Crozet Islands","ipsl-cm6a-lr ssp585",0.986921056378533,0.0416749999999999,0,30
"Cuba","gfdl-esm4 ssp126",0.996304223067305,0.498752106594966,-2.22044604925031e-16,30
"Cuba","gfdl-esm4 ssp585",0.998787807719513,0.363158455870925,0.0165256199999999,30
"Cuba","ipsl-cm6a-lr ssp126",1,0.145531049664657,0,30
"Cuba","ipsl-cm6a-lr ssp585",0.99940012749351,0.558995575554212,0.0385156477735779,30
"Curaçao","gfdl-esm4 ssp126",0.9208984375,0,0,30
"Curaçao","gfdl-esm4 ssp585",0.859375,0,0,30
"Curaçao","ipsl-cm6a-lr ssp126",0.956605034305563,0,0,30
"Curaçao","ipsl-cm6a-lr ssp585",0.918625488378892,0,0,30
"Cyprus","gfdl-esm4 ssp126",0.996177235502326,0.264184478349411,0,30
"Cyprus","gfdl-esm4 ssp585",0.999451723003812,0.442134502814106,0.0205887509709031,30
"Cyprus","ipsl-cm6a-lr ssp126",1,0.206596418292,0.0165256199999999,30
"Cyprus","ipsl-cm6a-lr ssp585",0.999741913866326,0.300321236882934,0.00413140499999987,30
"Czech Republic","gfdl-esm4 ssp126",0.999550167877521,0.279497785502806,0.0232668482390892,30
"Czech Republic","gfdl-esm4 ssp585",0.999987147487498,0.590928093346326,0.0358162806318282,30
"Czech Republic","ipsl-cm6a-lr ssp126",1,0.55389667048474,0.055446233931254,30
"Czech Republic","ipsl-cm6a-lr ssp585",1,0.438659816692993,0.0180294514199999,30
"Democratic Republic of the Congo","gfdl-esm4 ssp126",1,0.727876857811487,0.0987416326389836,30
"Democratic Republic of the Congo","gfdl-esm4 ssp585",0.99726805652026,0.275546893818214,0.0149834544953648,30
"Democratic Republic of the Congo","ipsl-cm6a-lr ssp126",1,0.514151343442083,0.0568492767094472,30
"Democratic Republic of the Congo","ipsl-cm6a-lr ssp585",1,0.699750308786081,0.0646360712878501,30
"Denmark","gfdl-esm4 ssp126",0.999531390882892,0.322573085685516,-2.22044604925031e-16,30
"Denmark","gfdl-esm4 ssp585",0.998099909290639,0.325904964130036,0.0144621899999999,30
"Denmark","ipsl-cm6a-lr ssp126",0.986475852716519,0.212626725881457,0.0075765149999999,30
"Denmark","ipsl-cm6a-lr ssp585",1,0.554783163189772,0,30
"Djibouti","gfdl-esm4 ssp126",0.976085062285715,0.15597644625,0,30
"Djibouti","gfdl-esm4 ssp585",1,0.232698187285875,0,30
"Djibouti","ipsl-cm6a-lr ssp126",1,0.089350723125,0,30
"Djibouti","ipsl-cm6a-lr ssp585",1,0.044933574375,0,30
"Dominica","gfdl-esm4 ssp126",1,0,0,30
"Dominica","gfdl-esm4 ssp585",1,0,0,30
"Dominica","ipsl-cm6a-lr ssp126",0.993025330678288,0,0,30
"Dominica","ipsl-cm6a-lr ssp585",0.98449980490798,0.0416749999999999,0,30
"Dominican Republic","gfdl-esm4 ssp126",1,0.713700653869788,0.13635,30
"Dominican Republic","gfdl-esm4 ssp585",1,0.553454069130292,0.0251657307320624,30
"Dominican Republic","ipsl-cm6a-lr ssp126",1,0.388732219938878,0,30
"Dominican Republic","ipsl-cm6a-lr ssp585",1,0.657524594736187,0.120159063433913,30
"Doumeira Islands","gfdl-esm4 ssp126",0.9208984375,0,0,30
"Doumeira Islands","gfdl-esm4 ssp585",1,0.0625,0,30
"Doumeira Islands","ipsl-cm6a-lr ssp126",1,0,0,30
"Doumeira Islands","ipsl-cm6a-lr ssp585",1,0,0,30
"East Timor","gfdl-esm4 ssp126",1,0.86872657309082,0.4139329075695,30
"East Timor","gfdl-esm4 ssp585",0.997769178580497,0.587966563296889,0.1714964875,30
"East Timor","ipsl-cm6a-lr ssp126",0.997102294975286,0.346753253820883,-2.22044604925031e-16,30
"East Timor","ipsl-cm6a-lr ssp585",0.995044752764569,0.238985355390994,0.013769972865,30
"Easter Island","gfdl-esm4 ssp126",1,0.0625,0,30
"Easter Island","gfdl-esm4 ssp585",1,0,0,30
"Easter Island","ipsl-cm6a-lr ssp126",0.807102624363404,0,0,30
"Easter Island","ipsl-cm6a-lr ssp585",0.984108606719981,0.0416749999999999,0,30
"Ecuador","gfdl-esm4 ssp126",0.999530568082849,0.815654266124074,0.354104153658166,30
"Ecuador","gfdl-esm4 ssp585",0.999995937287885,0.933181261257181,0.503399045033848,30
"Ecuador","ipsl-cm6a-lr ssp126",1,0.732702199769813,0.106716001256329,30
"Ecuador","ipsl-cm6a-lr ssp585",1,0.999226252958011,0.904765810231521,30
"Egypt","gfdl-esm4 ssp126",0.999210002171133,0.517166313681479,0.0478211844333878,30
"Egypt","gfdl-esm4 ssp585",0.999951939459076,0.754452741085224,0.114483844334133,30
"Egypt","ipsl-cm6a-lr ssp126",0.999998021564235,0.95675774587099,0.498407007842743,30
"Egypt","ipsl-cm6a-lr ssp585",0.999861478222981,0.601719937192339,0.0154684075903062,30
"El Salvador","gfdl-esm4 ssp126",1,0.581389799052448,0.0730387839620293,30
"El Salvador","gfdl-esm4 ssp585",0.999958303111326,0.900419312099013,0.37944434080145,30
"El Salvador","ipsl-cm6a-lr ssp126",1,0.773962017678566,0.133903758666236,30
"El Salvador","ipsl-cm6a-lr ssp585",1,0.969608838023447,0.452008385587429,30
