"regions","climates","spans","at_least_one_shock","at_least_two_shocks","at_least_three_shocks","time_window"
"Saint Kitts and Nevis","ipsl-cm6a-lr ssp585","shock_0.25",0.997022414645376,0,NA,30
"Saint Lucia","gfdl-esm4 ssp126","shock_0.25",1,0.1875,NA,30
"Saint Lucia","gfdl-esm4 ssp585","shock_0.25",1,0,NA,30
"Saint Lucia","ipsl-cm6a-lr ssp126","shock_0.25",0.990699510925225,0,NA,30
"Saint Lucia","ipsl-cm6a-lr ssp585","shock_0.25",0.919633326774673,0,NA,30
"Saint Vincent and the Grenadines","gfdl-esm4 ssp126","shock_0.25",0.99945068359375,0.5625,NA,30
"Saint Vincent and the Grenadines","gfdl-esm4 ssp585","shock_0.25",1,0,NA,30
"Saint Vincent and the Grenadines","ipsl-cm6a-lr ssp126","shock_0.25",0.989151801067706,0.08335,NA,30
"Saint Vincent and the Grenadines","ipsl-cm6a-lr ssp585","shock_0.25",0.821405607263721,0,NA,30
"Samoa","gfdl-esm4 ssp126","shock_0.25",1,0.25,NA,30
"Samoa","gfdl-esm4 ssp585","shock_0.25",0.9424,0,NA,30
"Samoa","ipsl-cm6a-lr ssp126","shock_0.25",1,0,NA,30
"Samoa","ipsl-cm6a-lr ssp585","shock_0.25",1,0,NA,30
"San Marino","gfdl-esm4 ssp126","shock_0.25",1,0.34536309937724,0.0070631736240585,30
"San Marino","gfdl-esm4 ssp585","shock_0.25",0.99967568488186,0.915134123688852,0.534833490492678,30
"San Marino","ipsl-cm6a-lr ssp126","shock_0.25",0.995286373140519,0.455949948536916,0.0377991171104453,30
"San Marino","ipsl-cm6a-lr ssp585","shock_0.25",0.999984767766942,0.89234936758525,0.291739463404016,30
"Sao Tome and Principe","gfdl-esm4 ssp126","shock_0.25",0.996292114257812,0.23828125,NA,30
"Sao Tome and Principe","gfdl-esm4 ssp585","shock_0.25",0.96484375,0,NA,30
"Sao Tome and Principe","ipsl-cm6a-lr ssp126","shock_0.25",1,0.1667,NA,30
"Sao Tome and Principe","ipsl-cm6a-lr ssp585","shock_0.25",1,0,NA,30
"Saudi Arabia","gfdl-esm4 ssp126","shock_0.25",0.999440790118703,0.459554799987746,0.00806695324811746,30
"Saudi Arabia","gfdl-esm4 ssp585","shock_0.25",1,0.434663646108917,0.00807919199999985,30
"Saudi Arabia","ipsl-cm6a-lr ssp126","shock_0.25",1,0.591300219737112,0.0605939399999997,30
"Saudi Arabia","ipsl-cm6a-lr ssp585","shock_0.25",1,0.768057921806969,0.101272019971438,30
"Senegal","gfdl-esm4 ssp126","shock_0.25",1,0.722276448788248,0.273731818,30
"Senegal","gfdl-esm4 ssp585","shock_0.25",0.957223898231252,0.122173510252522,0,30
"Senegal","ipsl-cm6a-lr ssp126","shock_0.25",1,0.668224709659765,0.057018986845424,30
"Senegal","ipsl-cm6a-lr ssp585","shock_0.25",1,0.382180372148902,0.00807919199999996,30
"Serbia","gfdl-esm4 ssp126","shock_0.25",0.999690419971037,0.694684920582555,0.106339666894454,30
"Serbia","gfdl-esm4 ssp585","shock_0.25",0.999999606292502,0.960959171979727,0.52437585966626,30
"Serbia","ipsl-cm6a-lr ssp126","shock_0.25",0.993835234619072,0.446842842175943,0.071536761022947,30
"Serbia","ipsl-cm6a-lr ssp585","shock_0.25",0.999985035727405,0.786486407909066,0.141684083549305,30
"Seychelles","gfdl-esm4 ssp126","shock_0.25",0.9736328125,0,NA,30
"Seychelles","gfdl-esm4 ssp585","shock_0.25",1,0,NA,30
"Seychelles","ipsl-cm6a-lr ssp126","shock_0.25",0.987287648193375,0.0416749999999999,NA,30
"Seychelles","ipsl-cm6a-lr ssp585","shock_0.25",0.499975,0,NA,30
"Sierra Leone","gfdl-esm4 ssp126","shock_0.25",0.999181035566968,0.634265867966238,0.12118788,30
"Sierra Leone","gfdl-esm4 ssp585","shock_0.25",1,0.488542047483889,0.0170584470177479,30
"Sierra Leone","ipsl-cm6a-lr ssp126","shock_0.25",1,0.881358740637874,0.214901420340377,30
"Sierra Leone","ipsl-cm6a-lr ssp585","shock_0.25",1,0.989712602632785,0.537155317911554,30
"Singapore","gfdl-esm4 ssp126","shock_0.25",1,0.160478395,0,30
"Singapore","gfdl-esm4 ssp585","shock_0.25",1,0,0,30
"Singapore","ipsl-cm6a-lr ssp126","shock_0.25",1,0.20711382015775,NA,30
"Singapore","ipsl-cm6a-lr ssp585","shock_0.25",0.966839869270664,0.083325,NA,30
"Slovakia","gfdl-esm4 ssp126","shock_0.25",0.995879890357475,0.654564,0.116368,30
"Slovakia","gfdl-esm4 ssp585","shock_0.25",1,0.317692046842581,0,30
"Slovakia","ipsl-cm6a-lr ssp126","shock_0.25",1,0.137415097350364,0,30
"Slovakia","ipsl-cm6a-lr ssp585","shock_0.25",0.999940145614526,0.71169261386221,0.0511454147965392,30
"Slovenia","gfdl-esm4 ssp126","shock_0.25",1,0.926502397793181,0.285087569745242,30
"Slovenia","gfdl-esm4 ssp585","shock_0.25",0.999378168553386,0.584489059148061,0.0916431992219119,30
"Slovenia","ipsl-cm6a-lr ssp126","shock_0.25",1,0.720126215801578,0.0614263556034674,30
"Slovenia","ipsl-cm6a-lr ssp585","shock_0.25",1,0.646249290360098,0.0134038106339838,30
"Solomon Islands","gfdl-esm4 ssp126","shock_0.25",1,0.1,NA,30
"Solomon Islands","gfdl-esm4 ssp585","shock_0.25",0.950848,0,NA,30
"Solomon Islands","ipsl-cm6a-lr ssp126","shock_0.25",1,0.5,NA,30
"Solomon Islands","ipsl-cm6a-lr ssp585","shock_0.25",1,0,NA,30
"South Africa","gfdl-esm4 ssp126","shock_0.25",1,0.76599358226567,0.112529542183666,30
"South Africa","gfdl-esm4 ssp585","shock_0.25",0.999877912940761,0.726474531450033,0.0732669375736552,30
"South Africa","ipsl-cm6a-lr ssp126","shock_0.25",0.99947520567129,0.263716887829365,0.01178394876,30
"South Africa","ipsl-cm6a-lr ssp585","shock_0.25",0.980373017530799,0.222494244023463,0.020844011739342,30
"South Korea","gfdl-esm4 ssp126","shock_0.25",1,0.827706213454586,0.107754066646647,30
"South Korea","gfdl-esm4 ssp585","shock_0.25",0.999907031688916,0.68168723507248,0.124769401999852,30
"South Korea","ipsl-cm6a-lr ssp126","shock_0.25",0.999459424768034,0.373075691420762,0.0255930144861191,30
"South Korea","ipsl-cm6a-lr ssp585","shock_0.25",0.999949051095664,0.600277658766701,0.0387853012209288,30
"South Sudan","gfdl-esm4 ssp126","shock_0.25",1,0.862960628453176,0.388581090823428,30
"South Sudan","gfdl-esm4 ssp585","shock_0.25",0.998278007229846,0.397551011517605,0.0281094567629953,30
"South Sudan","ipsl-cm6a-lr ssp126","shock_0.25",1,0.975359744381936,0.597708586560261,30
"South Sudan","ipsl-cm6a-lr ssp585","shock_0.25",1,0.766454531808337,0.0900408576392775,30
"Spain","gfdl-esm4 ssp126","shock_0.25",1,0.616155501659725,0.0536641408221092,30
"Spain","gfdl-esm4 ssp585","shock_0.25",1,0.959122944358617,0.398629292321525,30
"Spain","ipsl-cm6a-lr ssp126","shock_0.25",0.999785130698169,0.490037988531816,0.00934114211484272,30
"Spain","ipsl-cm6a-lr ssp585","shock_0.25",0.999999998909828,0.996126769477319,0.648781242133149,30
"Sri Lanka","gfdl-esm4 ssp126","shock_0.25",0.983662059888551,0.172136362102052,0.00757424249999983,30
"Sri Lanka","gfdl-esm4 ssp585","shock_0.25",0.994670284842727,0.26664,0,30
"Sri Lanka","ipsl-cm6a-lr ssp126","shock_0.25",1,0.132445283757549,-2.22044604925031e-16,30
"Sri Lanka","ipsl-cm6a-lr ssp585","shock_0.25",1,0.533622386366301,0.0454454549999999,30
"Sudan","gfdl-esm4 ssp126","shock_0.25",0.992286236107572,0.422718986093888,0.0539546620997065,30
"Sudan","gfdl-esm4 ssp585","shock_0.25",1,0.980897690344356,0.242222827828592,30
"Sudan","ipsl-cm6a-lr ssp126","shock_0.25",1,0.748255606777454,0.224404932507677,30
"Sudan","ipsl-cm6a-lr ssp585","shock_0.25",1,0.946702532010771,0.231820308093834,30
"Suriname","gfdl-esm4 ssp126","shock_0.25",1,0.48407876039046,0.0151484849999999,30
"Suriname","gfdl-esm4 ssp585","shock_0.25",1,0.709122627471998,0.130062994811759,30
"Suriname","ipsl-cm6a-lr ssp126","shock_0.25",1,0.490529887352906,0.0100783363760132,30
"Suriname","ipsl-cm6a-lr ssp585","shock_0.25",0.999877928761229,0.36070928983489,0.0167656644342167,30
"Swaziland","gfdl-esm4 ssp126","shock_0.25",0.999992627951858,0.660652312736402,0.0605398287243499,30
"Swaziland","gfdl-esm4 ssp585","shock_0.25",0.999903666872933,0.665930704583775,0.0822941350553074,30
"Swaziland","ipsl-cm6a-lr ssp126","shock_0.25",1,0.277639018329596,0.00757987583389241,30
"Swaziland","ipsl-cm6a-lr ssp585","shock_0.25",0.994827888984142,0.35308025000177,0.0153582635691359,30
"Sweden","gfdl-esm4 ssp126","shock_0.25",0.982147664000777,0.0719967999999997,0,30
"Sweden","gfdl-esm4 ssp585","shock_0.25",1,0.3625,0,30
"Sweden","ipsl-cm6a-lr ssp126","shock_0.25",0.988802448047995,0.13332,0,30
"Sweden","ipsl-cm6a-lr ssp585","shock_0.25",1,0.548977917257921,0.0333299999999996,30
"Switzerland","gfdl-esm4 ssp126","shock_0.25",0.99950105237329,0.716767687970565,0.149135713988512,30
"Switzerland","gfdl-esm4 ssp585","shock_0.25",0.999961805619784,0.641793636135501,0.090270405711335,30
"Switzerland","ipsl-cm6a-lr ssp126","shock_0.25",1,0.423593707657136,0.00705705424811753,30
"Switzerland","ipsl-cm6a-lr ssp585","shock_0.25",1,0.774728625358047,0.101626354229591,30
"Syria","gfdl-esm4 ssp126","shock_0.25",1,0.667884029673445,0.0505492919675216,30
"Syria","gfdl-esm4 ssp585","shock_0.25",0.999748040479864,0.696309465882692,0.144004404549231,30
"Syria","ipsl-cm6a-lr ssp126","shock_0.25",0.999996452221894,0.774666724925288,0.125202249736743,30
"Syria","ipsl-cm6a-lr ssp585","shock_0.25",0.999429907163355,0.290545654077054,0,30
"Taiwan","gfdl-esm4 ssp126","shock_0.25",1,0.746126995849609,0.0371874999999997,30
"Taiwan","gfdl-esm4 ssp585","shock_0.25",1,0.2875,-2.22044604925031e-16,30
"Taiwan","ipsl-cm6a-lr ssp126","shock_0.25",0.9723078637046,0.10285625,0,30
"Taiwan","ipsl-cm6a-lr ssp585","shock_0.25",1,0.2248,-2.22044604925031e-16,30
"Tajikistan","gfdl-esm4 ssp126","shock_0.25",1,0.769842607534939,0.157914417888,30
"Tajikistan","gfdl-esm4 ssp585","shock_0.25",0.996276914585348,0.254000596830125,0.00677828964684546,30
"Tajikistan","ipsl-cm6a-lr ssp126","shock_0.25",1,0.442478704999648,0.0157161535515632,30
"Tajikistan","ipsl-cm6a-lr ssp585","shock_0.25",1,0.851829155958107,0.184613265886913,30
"Tanzania","gfdl-esm4 ssp126","shock_0.25",1,0.955676671534008,0.533555069104954,30
"Tanzania","gfdl-esm4 ssp585","shock_0.25",0.999923013540249,0.809989753110198,0.253288117366493,30
"Tanzania","ipsl-cm6a-lr ssp126","shock_0.25",0.999728661032199,0.739166962301554,0.248660806685,30
"Tanzania","ipsl-cm6a-lr ssp585","shock_0.25",1,0.951958407511837,0.428186097822499,30
"Thailand","gfdl-esm4 ssp126","shock_0.25",1,0.942706856040062,0.635000940151992,30
"Thailand","gfdl-esm4 ssp585","shock_0.25",0.999893504672055,0.700966731210737,0.103740588027418,30
"Thailand","ipsl-cm6a-lr ssp126","shock_0.25",0.997512183599429,0.123193503841786,0.00383412600723576,30
"Thailand","ipsl-cm6a-lr ssp585","shock_0.25",1,0.995036312545157,0.812771496402011,30
"Togo","gfdl-esm4 ssp126","shock_0.25",0.999430188901201,0.322471359816631,0,30
"Togo","gfdl-esm4 ssp585","shock_0.25",0.999592216151509,0.469760027679304,0.0237186703621152,30
"Togo","ipsl-cm6a-lr ssp126","shock_0.25",1,0.762625811294941,0.129316891182213,30
"Togo","ipsl-cm6a-lr ssp585","shock_0.25",1,0.586349108625413,0.0535647050605698,30
"Tonga","gfdl-esm4 ssp126","shock_0.25",0,0,NA,30
"Tonga","gfdl-esm4 ssp585","shock_0.25",1,0,NA,30
"Tonga","ipsl-cm6a-lr ssp126","shock_0.25",0.979907327110253,0.0833249999999999,NA,30
"Tonga","ipsl-cm6a-lr ssp585","shock_0.25",1,0.08335,NA,30
"Trinidad and Tobago","gfdl-esm4 ssp126","shock_0.25",1,0.78950125,0.180625,30
"Trinidad and Tobago","gfdl-esm4 ssp585","shock_0.25",0.994607361462363,0.295572779989624,-4.44089209850063e-16,30
"Trinidad and Tobago","ipsl-cm6a-lr ssp126","shock_0.25",0.998615492058474,0.23798147613518,0.0125024999999999,30
"Trinidad and Tobago","ipsl-cm6a-lr ssp585","shock_0.25",0.999724726355826,0.578638572240857,0.0445118853396566,30
"Tunisia","gfdl-esm4 ssp126","shock_0.25",1,0.546738982863019,0.00908999999999982,30
"Tunisia","gfdl-esm4 ssp585","shock_0.25",0.991551978811154,0.23724319141728,0,30
"Tunisia","ipsl-cm6a-lr ssp126","shock_0.25",1,0.278931214473834,0,30
"Tunisia","ipsl-cm6a-lr ssp585","shock_0.25",0.99723428367406,0.16773951817293,0,30
"Turkey","gfdl-esm4 ssp126","shock_0.25",1,0.738523229788142,0.1460127271056,30
"Turkey","gfdl-esm4 ssp585","shock_0.25",1,0.948257423363785,0.45637373795377,30
"Turkey","ipsl-cm6a-lr ssp126","shock_0.25",0.999259964536844,0.444767251054243,0.0317418801533521,30
"Turkey","ipsl-cm6a-lr ssp585","shock_0.25",0.999700505127667,0.590987298156045,0.127836327414141,30
"Turkmenistan","gfdl-esm4 ssp126","shock_0.25",1,0.817255686560184,0.170721852453304,30
"Turkmenistan","gfdl-esm4 ssp585","shock_0.25",0.999825227931867,0.521926767522262,0.0541959183324425,30
"Turkmenistan","ipsl-cm6a-lr ssp126","shock_0.25",0.999758918550484,0.673026241301894,0.127080102843505,30
"Turkmenistan","ipsl-cm6a-lr ssp585","shock_0.25",1,0.794341203412563,0.117071429832976,30
"Tuvalu","gfdl-esm4 ssp126","shock_0.25",1,0,NA,30
"Tuvalu","gfdl-esm4 ssp585","shock_0.25",0,0,NA,30
"Tuvalu","ipsl-cm6a-lr ssp126","shock_0.25",0.77778889,0,NA,30
"Tuvalu","ipsl-cm6a-lr ssp585","shock_0.25",1,0,NA,30
"Uganda","gfdl-esm4 ssp126","shock_0.25",1,0.981375653230227,0.452342206616,30
"Uganda","gfdl-esm4 ssp585","shock_0.25",1,0.417908314670773,0.0515481665007087,30
"Uganda","ipsl-cm6a-lr ssp126","shock_0.25",0.999987360015501,0.887278363478914,0.350579596268007,30
"Uganda","ipsl-cm6a-lr ssp585","shock_0.25",1,0.952439340105696,0.410416028633814,30
"Ukraine","gfdl-esm4 ssp126","shock_0.25",0.99990368308214,0.78139314585423,0.19824492205497,30
"Ukraine","gfdl-esm4 ssp585","shock_0.25",1,0.601888123853273,0.0539181863811959,30
"Ukraine","ipsl-cm6a-lr ssp126","shock_0.25",0.998127448944386,0.494029138041996,0.0578783947760289,30
"Ukraine","ipsl-cm6a-lr ssp585","shock_0.25",0.998292380787565,0.431178621704211,0.0418931086013954,30
"United Arab Emirates","gfdl-esm4 ssp126","shock_0.25",1,0.15,NA,30
"United Arab Emirates","gfdl-esm4 ssp585","shock_0.25",1,0.0499999999999998,NA,30
"United Arab Emirates","ipsl-cm6a-lr ssp126","shock_0.25",0.6666933328,0,NA,30
"United Arab Emirates","ipsl-cm6a-lr ssp585","shock_0.25",1,0.06668,NA,30
"United Kingdom","gfdl-esm4 ssp126","shock_0.25",0.968765552701493,0.0830124999999999,0,30
"United Kingdom","gfdl-esm4 ssp585","shock_0.25",0.99821483889288,0.17521912,0.00648999999999966,30
"United Kingdom","ipsl-cm6a-lr ssp126","shock_0.25",1,0.126726063673846,0.00166699999999953,30
"United Kingdom","ipsl-cm6a-lr ssp585","shock_0.25",1,0.241315580848487,-4.44089209850063e-16,30
"United States","gfdl-esm4 ssp126","shock_0.25",1,0.977876408789506,0.521175636779419,30
"United States","gfdl-esm4 ssp585","shock_0.25",0.999999969955222,0.993660806207371,0.778099851821189,30
"United States","ipsl-cm6a-lr ssp126","shock_0.25",0.998683476500967,0.254635883016306,0.00330512400000005,30
"United States","ipsl-cm6a-lr ssp585","shock_0.25",1,0.818058689495656,0.127709485384219,30
"Uruguay","gfdl-esm4 ssp126","shock_0.25",1,0.413599781468462,0.016625087138991,30
"Uruguay","gfdl-esm4 ssp585","shock_0.25",0.999779191779625,0.739880666064715,0.115603206711284,30
"Uruguay","ipsl-cm6a-lr ssp126","shock_0.25",1,0.815697905215907,0.286546002220893,30
"Uruguay","ipsl-cm6a-lr ssp585","shock_0.25",1,0.97781534654865,0.575162320404818,30
"Uzbekistan","gfdl-esm4 ssp126","shock_0.25",1,0.742271392309757,0.0330512399999999,30
"Uzbekistan","gfdl-esm4 ssp585","shock_0.25",0.993696743434031,0.309859156205967,0.00550798914599993,30
"Uzbekistan","ipsl-cm6a-lr ssp126","shock_0.25",0.998502052553528,0.521349724775281,0.0980180025367987,30
"Uzbekistan","ipsl-cm6a-lr ssp585","shock_0.25",1,0.40590852374256,0.0226616751510886,30
"Vanuatu","gfdl-esm4 ssp126","shock_0.25",0.25,0,NA,30
"Vanuatu","gfdl-esm4 ssp585","shock_0.25",0.2,0,NA,30
"Vanuatu","ipsl-cm6a-lr ssp126","shock_0.25",0.927673610416685,0,NA,30
"Vanuatu","ipsl-cm6a-lr ssp585","shock_0.25",0.980952407796078,0,NA,30
"Vatican City","gfdl-esm4 ssp126","shock_0.25",1,0.481527603525573,0.0133319999999998,30
"Vatican City","gfdl-esm4 ssp585","shock_0.25",1,0.925364267591677,0.336369719664,30
"Vatican City","ipsl-cm6a-lr ssp126","shock_0.25",1,0.465158299541748,0.0337990975299999,30
"Vatican City","ipsl-cm6a-lr ssp585","shock_0.25",1,0.744497641540717,0.120518779590097,30
"Venezuela","gfdl-esm4 ssp126","shock_0.25",1,0.330355578617266,0.0201979800000001,30
"Venezuela","gfdl-esm4 ssp585","shock_0.25",1,0.455301284213049,0.0403959599999999,30
"Venezuela","ipsl-cm6a-lr ssp126","shock_0.25",0.999958911605611,0.301652612558518,0,30
"Venezuela","ipsl-cm6a-lr ssp585","shock_0.25",0.999934369493537,0.55911143487455,0.0484751519999999,30
"Vietnam","gfdl-esm4 ssp126","shock_0.25",1,0.999742043109983,0.892392376298394,30
"Vietnam","gfdl-esm4 ssp585","shock_0.25",1,0.897827710359588,0.15413281917853,30
"Vietnam","ipsl-cm6a-lr ssp126","shock_0.25",0.979115037734755,0.183049734338927,0.00661024799999987,30
"Vietnam","ipsl-cm6a-lr ssp585","shock_0.25",1,0.986110050018805,0.551728162286335,30
"Yemen","gfdl-esm4 ssp126","shock_0.25",0.93586686170912,0.202203688384006,0.0132204959999999,30
"Yemen","gfdl-esm4 ssp585","shock_0.25",1,0.567268022827546,0.0458347822137848,30
"Yemen","ipsl-cm6a-lr ssp126","shock_0.25",1,0.396914257660555,0.0148730579999998,30
"Yemen","ipsl-cm6a-lr ssp585","shock_0.25",1,0.745765136885445,0.0744779296260721,30
"Zambia","gfdl-esm4 ssp126","shock_0.25",1,0.751519530413597,0.201057439171083,30
"Zambia","gfdl-esm4 ssp585","shock_0.25",0.99999999681102,0.980464201754723,0.446012557417381,30
"Zambia","ipsl-cm6a-lr ssp126","shock_0.25",0.999571589836235,0.530740203739949,0.0848391087530895,30
"Zambia","ipsl-cm6a-lr ssp585","shock_0.25",0.999999007387291,0.908852303901538,0.388132536348079,30
"Zimbabwe","gfdl-esm4 ssp126","shock_0.25",1,0.927837533897675,0.476209197599593,30
"Zimbabwe","gfdl-esm4 ssp585","shock_0.25",0.999999982892481,0.958859291558426,0.320913227393749,30
"Zimbabwe","ipsl-cm6a-lr ssp126","shock_0.25",0.99998878137179,0.908395002058656,0.473092428652353,30
"Zimbabwe","ipsl-cm6a-lr ssp585","shock_0.25",0.999967613657984,0.692085793971974,0.0834033041756168,30
"Afghanistan","gfdl-esm4 ssp126","shock_0.5",1,0.661117249124785,0.108185962884755,30
"Afghanistan","gfdl-esm4 ssp585","shock_0.5",0.997000144901444,0.441245500424181,0.0140734198473579,30
"Afghanistan","ipsl-cm6a-lr ssp126","shock_0.5",0.996535178443683,0.197959921196239,0.00183599638199994,30
"Afghanistan","ipsl-cm6a-lr ssp585","shock_0.5",0.99967575067034,0.588806778995307,0.0489944806941255,30
"Albania","gfdl-esm4 ssp126","shock_0.5",0.999962322789123,0.816942766472453,0.204380175556201,30
"Albania","gfdl-esm4 ssp585","shock_0.5",0.999994624593563,0.904331785741876,0.265062966629198,30
"Albania","ipsl-cm6a-lr ssp126","shock_0.5",0.999333812058938,0.474521595440429,0.0376823806195626,30
"Albania","ipsl-cm6a-lr ssp585","shock_0.5",0.999999475359183,0.90275185534674,0.307958725678346,30
"Algeria","gfdl-esm4 ssp126","shock_0.5",0.999828910403691,0.717673204195439,0.133436772519098,30
"Algeria","gfdl-esm4 ssp585","shock_0.5",0.991811081125147,0.225866208683102,0,30
"Algeria","ipsl-cm6a-lr ssp126","shock_0.5",0.97634769554685,0.0793985941402916,1.11022302462516e-16,30
"Algeria","ipsl-cm6a-lr ssp585","shock_0.5",0.999881320939661,0.435303447274677,0,30
"Andorra","gfdl-esm4 ssp126","shock_0.5",0.999378647038892,0.369471350012764,0,30
"Andorra","gfdl-esm4 ssp585","shock_0.5",0.997684543443806,0.408809674415037,0.0130999026123049,30
"Andorra","ipsl-cm6a-lr ssp126","shock_0.5",0.995336437982872,0.20362630911446,0.00302969699999989,30
"Andorra","ipsl-cm6a-lr ssp585","shock_0.5",0.999661627768393,0.394978178110746,0.00605939399999977,30
"Angola","gfdl-esm4 ssp126","shock_0.5",0.999923677503468,0.579622038451685,0.0433264727035123,30
"Angola","gfdl-esm4 ssp585","shock_0.5",0.997963450410721,0.254503703959405,0,30
"Angola","ipsl-cm6a-lr ssp126","shock_0.5",0.999656109587446,0.379319356784815,0.0187161302649446,30
"Angola","ipsl-cm6a-lr ssp585","shock_0.5",1,0.364472016333726,-2.22044604925031e-16,30
"Antarctica","gfdl-esm4 ssp126","shock_0.5",0.7626953125,NA,NA,30
"Antarctica","gfdl-esm4 ssp585","shock_0.5",0.25,NA,NA,30
"Antarctica","ipsl-cm6a-lr ssp126","shock_0.5",0.947075204967505,NA,NA,30
"Antarctica","ipsl-cm6a-lr ssp585","shock_0.5",0.44443889,NA,NA,30
"Antigua and Barbuda","gfdl-esm4 ssp126","shock_0.5",1,0.25,NA,30
"Antigua and Barbuda","gfdl-esm4 ssp585","shock_0.5",1,0.5,NA,30
"Antigua and Barbuda","ipsl-cm6a-lr ssp126","shock_0.5",1,0.166675,NA,30
"Antigua and Barbuda","ipsl-cm6a-lr ssp585","shock_0.5",1,0,NA,30
"Argentina","gfdl-esm4 ssp126","shock_0.5",1,0.965593720297585,0.472699089969303,30
"Argentina","gfdl-esm4 ssp585","shock_0.5",1,0.832765417170319,0.281745684586429,30
"Argentina","ipsl-cm6a-lr ssp126","shock_0.5",0.99999839233442,0.947668584045495,0.44622240346764,30
"Argentina","ipsl-cm6a-lr ssp585","shock_0.5",1,0.840027322311062,0.223964978035783,30
"Armenia","gfdl-esm4 ssp126","shock_0.5",0.995037316226083,0.2190726271797,0.00476589909164227,30
"Armenia","gfdl-esm4 ssp585","shock_0.5",0.998869216182811,0.353363189055254,0.00668760313315053,30
"Armenia","ipsl-cm6a-lr ssp126","shock_0.5",0.998856708406582,0.402214682082539,0.0236509181062833,30
"Armenia","ipsl-cm6a-lr ssp585","shock_0.5",0.999999967822735,0.936534552565363,0.312485324360402,30
"Australia","gfdl-esm4 ssp126","shock_0.5",1,0.975543452236695,0.506230027618152,30
"Australia","gfdl-esm4 ssp585","shock_0.5",1,0.693271569592517,0.0848544519941464,30
"Australia","ipsl-cm6a-lr ssp126","shock_0.5",0.998982591941448,0.556339888752922,0.0928041722482338,30
"Australia","ipsl-cm6a-lr ssp585","shock_0.5",0.999993909156862,0.845400278566543,0.188459488049967,30
"Austria","gfdl-esm4 ssp126","shock_0.5",0.999615255447551,0.575758000046084,0.0201139533762318,30
"Austria","gfdl-esm4 ssp585","shock_0.5",1,0.475095789675679,0.00906358304286115,30
"Austria","ipsl-cm6a-lr ssp126","shock_0.5",1,0.640933328182651,0.034482507768,30
"Austria","ipsl-cm6a-lr ssp585","shock_0.5",1,0.563785161605785,0.0441255277878995,30
"Azerbaijan","gfdl-esm4 ssp126","shock_0.5",0.99880547183537,0.373053760859729,0.0122520280283746,30
"Azerbaijan","gfdl-esm4 ssp585","shock_0.5",0.998731232493848,0.360867137330907,0.0167755186159073,30
"Azerbaijan","ipsl-cm6a-lr ssp126","shock_0.5",0.999757320334714,0.533539799251621,0.0422874792672187,30
"Azerbaijan","ipsl-cm6a-lr ssp585","shock_0.5",0.999999638160641,0.907479327630891,0.306630507544209,30
"Bahamas","gfdl-esm4 ssp126","shock_0.5",1,0.466331470898852,0.037029629999999,30
"Bahamas","gfdl-esm4 ssp585","shock_0.5",1,0.652440947288479,-4.44089209850063e-16,30
"Bahamas","ipsl-cm6a-lr ssp126","shock_0.5",1,0.416870344988315,0.0390287918747186,30
"Bahamas","ipsl-cm6a-lr ssp585","shock_0.5",0.996847622032767,0.325862103785747,0.0111122219999997,30
"Bahrain","gfdl-esm4 ssp126","shock_0.5",0.784,0,NA,30
"Bahrain","gfdl-esm4 ssp585","shock_0.5",1,0,NA,30
"Bahrain","ipsl-cm6a-lr ssp126","shock_0.5",0.833353332533344,0.0333399999999998,NA,30
"Bahrain","ipsl-cm6a-lr ssp585","shock_0.5",1,0.2910902224,NA,30
"Bangladesh","gfdl-esm4 ssp126","shock_0.5",1,0.969550780909329,0.551227916334409,30
"Bangladesh","gfdl-esm4 ssp585","shock_0.5",0.999639014513086,0.552805098655146,0.0713217135343346,30
"Bangladesh","ipsl-cm6a-lr ssp126","shock_0.5",1,0.889556305066396,0.0907254013246539,30
"Bangladesh","ipsl-cm6a-lr ssp585","shock_0.5",1,0.986371546876871,0.664711343403086,30
"Barbados","gfdl-esm4 ssp126","shock_0.5",0.99835205078125,0.375,NA,30
"Barbados","gfdl-esm4 ssp585","shock_0.5",0.875,0,NA,30
"Barbados","ipsl-cm6a-lr ssp126","shock_0.5",0.992856010007284,0.31248958375,NA,30
"Barbados","ipsl-cm6a-lr ssp585","shock_0.5",0.839290762345874,0,NA,30
"Belarus","gfdl-esm4 ssp126","shock_0.5",1,0.768239495009467,0.146464309028732,30
"Belarus","gfdl-esm4 ssp585","shock_0.5",0.998666044345982,0.366119415137166,0.0317068169571123,30
"Belarus","ipsl-cm6a-lr ssp126","shock_0.5",0.999617037420304,0.659720340177897,0.0192216146881156,30
"Belarus","ipsl-cm6a-lr ssp585","shock_0.5",0.999195948678131,0.251373717574417,0.00363599999999986,30
"Belgium","gfdl-esm4 ssp126","shock_0.5",0.999469271430403,0.247474635306579,0,30
"Belgium","gfdl-esm4 ssp585","shock_0.5",0.999863940682094,0.41261169371869,0.00605939399999988,30
"Belgium","ipsl-cm6a-lr ssp126","shock_0.5",1,0.0912656,0,30
"Belgium","ipsl-cm6a-lr ssp585","shock_0.5",1,0.353205697999799,0.00545399999999974,30
"Belize","gfdl-esm4 ssp126","shock_0.5",1,0.832811807947418,0.178274050518056,30
"Belize","gfdl-esm4 ssp585","shock_0.5",0.996891136128834,0.346355869940746,0.0115807340663298,30
"Belize","ipsl-cm6a-lr ssp126","shock_0.5",0.999996535117338,0.949861569440378,0.483723476367895,30
