"regions","climates","spans","at_least_two_shocks_down","at_least_three_shocks_down","time_window","at_least_one_shock_up_down","at_least_one_shock_up","at_least_one_shock_down","at_least_two_shocks_up","at_least_three_shocks_up"
"Kuwait","gfdl-esm4 ssp126","0.25",0.208224143607617,0.00577056288600009,30,0.303043041663557,0.994329781089299,1,0.22059273034053,0
"Kuwait","gfdl-esm4 ssp585","0.25",0.179725921673787,0.00288528144299993,30,0.360272304587932,0.950097800016409,0.997411345635105,0.151366389141984,0.00288528144299993
"Kuwait","ipsl-cm6a-lr ssp126","0.25",0.343395241380419,0.0299885944932751,30,0.389339302163194,0.71260508530067,0.996595009148675,0.02597922,0
"Kuwait","ipsl-cm6a-lr ssp585","0.25",0.337509754585404,0.0132799034637061,30,0.632642031918778,0.979919543969348,0.999897194279528,0.143799804403562,0.00648425937700303
"Kyrgyzstan","gfdl-esm4 ssp126","0.25",0.6913163515692,0.157641138660459,30,0.224877025106343,0.949078084309476,1,0.137311270449519,0
"Kyrgyzstan","gfdl-esm4 ssp585","0.25",0.0774047722183836,0.00183599638199983,30,0.154590976810861,0.887187836179797,0.936937636071067,0.0893984239601523,0.00700032148874996
"Kyrgyzstan","ipsl-cm6a-lr ssp126","0.25",0.523650495559601,0.0534787553148367,30,0.129889217756067,0.931362996619669,1,0.201160257740002,0.0102033516042092
"Kyrgyzstan","ipsl-cm6a-lr ssp585","0.25",0.0971969403755677,0,30,0.29858065928717,0.930936783130233,1,0.092765986054073,0
"Laos","gfdl-esm4 ssp126","0.25",0.800565004845246,0.270845760224445,30,0.25194724924245,0.997504039591044,1,0.662492947862399,0.185238485058642
"Laos","gfdl-esm4 ssp585","0.25",0.563334442086968,0.0619709097437999,30,0.306569827280164,0.927079959617976,1,0.0470149507920401,0.00100989899999993
"Laos","ipsl-cm6a-lr ssp126","0.25",0.0768031814674432,1.11022302462516e-16,30,0.0300929908019598,0.740469224798716,0.873868078303808,0.0201979800000001,0
"Laos","ipsl-cm6a-lr ssp585","0.25",0.93094655696716,0.324382817570031,30,0.295277036945226,0.972705624348451,1,0.235952049395192,0.0171010440240663
"Latvia","gfdl-esm4 ssp126","0.25",0.54918994553715,0.0755792848191296,30,0.17282295886933,0.689431429320929,1,0,0
"Latvia","gfdl-esm4 ssp585","0.25",0.163,-2.22044604925031e-16,30,0.12545875,0.9196461208,1,0.1225,0
"Latvia","ipsl-cm6a-lr ssp126","0.25",0.787946522822416,0.29124510435,30,0.140406660216696,0.668659558825813,0.999305337797011,0.01667,0
"Latvia","ipsl-cm6a-lr ssp585","0.25",0.216403783151317,0.0068058862913235,30,0.152111974116847,0.76946418928683,0.99598694581615,0.0180973718999998,0
"Lebanon","gfdl-esm4 ssp126","0.25",0.390147774673468,0.0494275501573935,30,0.132218595,0.923472197415383,1,0.0330512399999998,-2.22044604925031e-16
"Lebanon","gfdl-esm4 ssp585","0.25",0.428379678219191,0.00413140499999987,30,0.156607233795694,0.943204228804257,0.997425440473766,0.0487620847334894,0
"Lebanon","ipsl-cm6a-lr ssp126","0.25",0.0363600000000001,1.11022302462516e-16,30,0.285572342053285,0.982543999884037,0.855698675201854,0.0566885738379239,0
"Lebanon","ipsl-cm6a-lr ssp585","0.25",0.121720700896145,0,30,0.373864233654472,0.988251533115537,0.978051272154332,0.183550821423251,0.00826446256199986
"Lesotho","gfdl-esm4 ssp126","0.25",0.699076986266583,0.142777160973073,30,0.182013842585892,0.752644008038951,0.997253165662356,0.0343381514211527,0
"Lesotho","gfdl-esm4 ssp585","0.25",0.766369449311547,0.225392499249041,30,0.226348506716576,0.960412199875082,0.998369269101444,0.219632293822928,0.00577987055825402
"Lesotho","ipsl-cm6a-lr ssp126","0.25",0.331999496461126,0.0396614879999999,30,0.0585045864784575,0.690805010048689,0.968969822369341,0.0253977486960283,0
"Lesotho","ipsl-cm6a-lr ssp585","0.25",0.716073121393974,0.216310675288971,30,0.2104912222361,0.828581916667526,0.999227789068128,0.0254654021141998,0
"Liberia","gfdl-esm4 ssp126","0.25",0.0100989899999999,0,30,0.0803765295221657,0.905738038765288,0.908035457136833,0.0788273292734678,0
"Liberia","gfdl-esm4 ssp585","0.25",0.175707997702069,0.00403959599999992,30,0.374277898880867,0.981365981537575,0.986971522900515,0.238070031016634,0.015148485
"Liberia","ipsl-cm6a-lr ssp126","0.25",0.228912884619597,0.00201979799999985,30,0.585709746430681,0.989571354113397,0.995060268072434,0.24960452808065,0.0110823881841255
"Liberia","ipsl-cm6a-lr ssp585","0.25",0.64819944794123,0.0798156416413435,30,0.36407042795226,0.921651690070867,1,0.129765153051358,0
"Libya","gfdl-esm4 ssp126","0.25",0.1804156508125,0,30,0.1818,1,1,0.268382991857625,0
"Libya","gfdl-esm4 ssp585","0.25",0.04545,0,30,0.609853600164252,0.98241002558786,1,0.131285866844012,0.00454499999999991
"Libya","ipsl-cm6a-lr ssp126","0.25",0.10908,0,30,0.296246763177915,0.938453249169612,0.992446535110255,0.0977775555999998,-2.22044604925031e-16
"Libya","ipsl-cm6a-lr ssp585","0.25",0.286579947258258,0.0181781819999999,30,0.591467498513351,0.956493348035655,1,0.13505103990477,0
"Liechtenstein","gfdl-esm4 ssp126","0.25",0.267541546885726,0,30,0.146240682816207,0.839374962045566,0.970156797049755,0.0606405251271998,0
"Liechtenstein","gfdl-esm4 ssp585","0.25",0.687620693894293,0.12314060053064,30,0.138962976050566,0.752632805241516,1,0,0
"Liechtenstein","ipsl-cm6a-lr ssp126","0.25",0.1792108,0.0079999999999999,30,0.2650207832128,0.8163339904,1,0.0199999999999999,0
"Liechtenstein","ipsl-cm6a-lr ssp585","0.25",0,0,30,0.12538359375,0.876329064414978,0.9878477158,0.0492226562499998,0
"Lithuania","gfdl-esm4 ssp126","0.25",0.38926504397842,0.0147325180781249,30,0.00909000000000004,0.807000892067862,0.999607046211462,0.0426117789669656,0
"Lithuania","gfdl-esm4 ssp585","0.25",0.174934156195,-2.22044604925031e-16,30,0.166891947212687,0.86303179078615,1,0.05,0
"Lithuania","ipsl-cm6a-lr ssp126","0.25",0.876447050922847,0.26311466152426,30,0.520544977978513,0.865769730476058,0.999988021487712,0.0576379861249999,0
"Lithuania","ipsl-cm6a-lr ssp585","0.25",0.339461269758101,0.0284499904677429,30,0.191585486203275,0.860507897537795,0.998838853006403,0.0208375000000001,0
"Macedonia","gfdl-esm4 ssp126","0.25",0.312448018216759,0.00605123483207815,30,0.0595893275202041,0.998963459231978,0.966406368797903,0.799426882844216,0.166863538467706
"Macedonia","gfdl-esm4 ssp585","0.25",0.438028711444048,0.0818061215999999,30,0.231728381520412,0.999780863475235,0.984862896688028,0.85389924686244,0.305209125017857
"Macedonia","ipsl-cm6a-lr ssp126","0.25",0.140977662316765,0.00504541541603898,30,0.0729147419956,0.96800499907006,0.901274977837817,0.301808107195715,0.00504949499999996
"Macedonia","ipsl-cm6a-lr ssp585","0.25",0.327403470268498,0.0264057201061274,30,0.0868081461247812,0.998793896156558,0.989534221700618,0.842108260467571,0.299961080245744
"Madagascar","gfdl-esm4 ssp126","0.25",0.29560524586391,0,30,0.533846263104968,0.990421815454787,1,0.151164632517098,0.00504949499999996
"Madagascar","gfdl-esm4 ssp585","0.25",0.314628582188076,0.0100826716641567,30,0.354214362894171,0.827157697732735,1,0.02019798,0
"Madagascar","ipsl-cm6a-lr ssp126","0.25",0.177850751328001,0.00336700326599992,30,0.25365315290093,0.908092719491187,1,0.0937748963996997,0.00336700326599992
"Madagascar","ipsl-cm6a-lr ssp585","0.25",0.164971828945,0,30,0.124569528367,0.701479601932086,1,0.0500869916039194,0
"Malawi","gfdl-esm4 ssp126","0.25",0.3679581619846,0.0207152151222239,30,0.415678641858543,0.960725107736655,0.995375202115223,0.138438439695064,-2.22044604925031e-16
"Malawi","gfdl-esm4 ssp585","0.25",0.508524321668884,0.0491667439489054,30,0.514646085693839,0.950829988698317,0.999581496411071,0.168876696345908,0.00605939399999977
"Malawi","ipsl-cm6a-lr ssp126","0.25",0.698638984366773,0.221313730741403,30,0.332158913879766,0.912431971592545,1,0.0612246519939156,0
"Malawi","ipsl-cm6a-lr ssp585","0.25",0.152984413506615,0.00201979799999996,30,0.242613795492922,0.943942254571816,1,0.143228592117047,0.00605935727639983
"Malaysia","gfdl-esm4 ssp126","0.25",0.417322012430513,1.11022302462516e-16,30,0.2267919007236,0.699442606752632,1,0,0
"Malaysia","gfdl-esm4 ssp585","0.25",0.441040066734,0,30,0.226601224374029,0.931837663618773,1,0.0400899912029395,0
"Malaysia","ipsl-cm6a-lr ssp126","0.25",0.11112,0,30,0.2876499392,0.984862478808487,0.99765137849742,0.200262197445432,0.00897598231199992
"Malaysia","ipsl-cm6a-lr ssp585","0.25",0.19218879849407,-2.22044604925031e-16,30,0.02222,0.750269525960702,0.975233122493433,0.0487634206675833,0
"Maldives","gfdl-esm4 ssp126","0.25",0,NA,30,0,0.25,0.750025,0,NA
"Maldives","gfdl-esm4 ssp585","0.25",0,NA,30,0,0,0,0,NA
"Maldives","ipsl-cm6a-lr ssp126","0.25",0,NA,30,0,0.7685254635185,0,0,NA
"Maldives","ipsl-cm6a-lr ssp585","0.25",0.1667,NA,30,0,0.944430555,1,0,NA
"Mali","gfdl-esm4 ssp126","0.25",0.502484849277815,0.0777481202833542,30,0.11150152254521,0.664871986452611,0.998248569335491,0.0164573459709038,0
"Mali","gfdl-esm4 ssp585","0.25",0.100089255528,0.00459081723599997,30,0.0742335533164317,0.846436111850865,0.967242379409567,0.048962393738135,0
"Mali","ipsl-cm6a-lr ssp126","0.25",0.18997937850374,0.00275399457299996,30,0.355010727936223,0.852545173908976,1,0.0381071481366313,0
"Mali","ipsl-cm6a-lr ssp585","0.25",0.110934843249743,0,30,0.592003254964884,0.993706344780041,1,0.371588458759089,0.0128317493777116
"Malta","gfdl-esm4 ssp126","0.25",0,NA,30,0,0.7890625,1,0,NA
"Malta","gfdl-esm4 ssp585","0.25",0,NA,30,0,0.5,0.625,0,NA
"Malta","ipsl-cm6a-lr ssp126","0.25",0,NA,30,0,0.871421038348727,0.791675,0,NA
"Malta","ipsl-cm6a-lr ssp585","0.25",0,NA,30,0.083325,0.537050927037,0.934897786614578,0,NA
"Marshall Islands","gfdl-esm4 ssp126","0.25",0,NA,30,0,0.75,1,0,NA
"Marshall Islands","gfdl-esm4 ssp585","0.25",0,NA,30,0,0,1,0,NA
"Marshall Islands","ipsl-cm6a-lr ssp126","0.25",0,NA,30,0,0.537050927037,0.814831482037,0,NA
"Marshall Islands","ipsl-cm6a-lr ssp585","0.25",0,NA,30,0,0,1,0,NA
"Mauritania","gfdl-esm4 ssp126","0.25",0.24240909,0,30,0.681995848756059,0.83375300319929,1,0.1009899,0
"Mauritania","gfdl-esm4 ssp585","0.25",0,0,30,0.25797291225505,0.926060530907778,0.965077914725304,0.02019798,0
"Mauritania","ipsl-cm6a-lr ssp126","0.25",0.0933241615999998,0,30,0.225656687325154,0.864874028532503,0.932973240599837,0.0300929908019597,0
"Mauritania","ipsl-cm6a-lr ssp585","0.25",0.30561111,0,30,0.376453994472,0.810814721720569,1,0.02019798,0
"Mauritius","gfdl-esm4 ssp126","0.25",0,NA,30,0.5,0.859375,1,0,NA
"Mauritius","gfdl-esm4 ssp585","0.25",0,NA,30,0,0,1,0,NA
"Mauritius","ipsl-cm6a-lr ssp126","0.25",0.33335,NA,30,0,0.1667,0.95884732549384,0,NA
"Mauritius","ipsl-cm6a-lr ssp585","0.25",0,NA,30,0,0,1,0,NA
"Mexico","gfdl-esm4 ssp126","0.25",0.347008713540782,0.0424224239999998,30,0.0895544107744,0.932842962743825,0.937681733851746,0.349601102880237,0.0404900481776325
"Mexico","gfdl-esm4 ssp585","0.25",0.279984900779946,0.0162101389029302,30,0.0279982,0.987710975832936,0.968744417759884,0.693656437854,0.293833644606
"Mexico","ipsl-cm6a-lr ssp126","0.25",0.482510633271695,0.0736580735127232,30,0.586826840188513,0.97796875950122,0.994986417296519,0.60070632898878,0.15604703794255
"Mexico","ipsl-cm6a-lr ssp585","0.25",0.466035605048097,0.0620651400369333,30,0.514585808922195,0.973228130320886,1,0.333637593353161,0.0301501049774109
"Micronesia","gfdl-esm4 ssp126","0.25",0,NA,30,0.25,0.25,1,0,NA
"Micronesia","gfdl-esm4 ssp585","0.25",0,NA,30,0,0,1,0,NA
"Micronesia","ipsl-cm6a-lr ssp126","0.25",0,NA,30,0,0.3333,1,0,NA
"Micronesia","ipsl-cm6a-lr ssp585","0.25",0.161489583125,NA,30,0.041675,0.30561111,0.99470286890666,0,NA
"Moldova","gfdl-esm4 ssp126","0.25",0.765746453767598,0.130271985281998,30,0,0.815952975258851,0.99967219261583,0.0927036016399999,0.00363599999999986
"Moldova","gfdl-esm4 ssp585","0.25",0.0795891271912096,0.000908999999999938,30,0.344584565741862,0.967420868713804,1,0.0953350049541986,0.000908999999999827
"Moldova","ipsl-cm6a-lr ssp126","0.25",0.0199999999999999,0,30,0.13637,0.76806865,0.649451765999987,0.16365,1.11022302462516e-16
"Moldova","ipsl-cm6a-lr ssp585","0.25",0.347289010415086,0.0128696914312396,30,0.418334299860045,0.903424307033336,1,0.0881649343008499,0.00181799999999999
"Monaco","gfdl-esm4 ssp126","0.25",0.174498960247558,0.00908999999999993,30,0.0856356799999999,0.986134696225977,1,0.04545,0
"Monaco","gfdl-esm4 ssp585","0.25",0.07954,0.00454499999999991,30,0.160592955625,0.933292201856317,0.834365959434994,0.0681749999999999,0
"Monaco","ipsl-cm6a-lr ssp126","0.25",0.2704,0,30,0.116872951933158,0.92900113215223,0.957057097938302,0.0867711016583999,0
"Monaco","ipsl-cm6a-lr ssp585","0.25",0.0345469394,0,30,0.794068364873676,0.980401903518592,1,0.13334,0
"Mongolia","gfdl-esm4 ssp126","0.25",0.30762889077879,0.0242381476928247,30,0.132900845843642,0.760873163473635,0.991977420909118,0.0165256199999999,0
"Mongolia","gfdl-esm4 ssp585","0.25",0.0708769546324541,0.00113624999999995,30,0.238748151665329,0.936705287858428,1,0.102536979412094,0.00165256199999986
"Mongolia","ipsl-cm6a-lr ssp126","0.25",0.135307281905015,0.00454500000000002,30,0.058642434420223,0.82750541725915,0.942547586193753,0.0388750752854999,0
"Mongolia","ipsl-cm6a-lr ssp585","0.25",0.317471024637502,0.0327229092,30,0.149938800211553,0.940542920062747,0.99021676644554,0.0316084297499999,0
"Montenegro","gfdl-esm4 ssp126","0.25",0.0702920476678884,0.000908999999999827,30,0.435281975942225,0.971249872360211,0.979676629056483,0.112232663054185,0.00181799999999988
"Montenegro","gfdl-esm4 ssp585","0.25",0.30086329888,0.0027269999999997,30,0.2016136365675,0.980789025749273,0.997169257474946,0.261970474760567,0.00545399999999996
"Montenegro","ipsl-cm6a-lr ssp126","0.25",0.141179391092592,0,30,0.15073764254044,0.945091617735392,0.973502881411722,0.25452,0
"Montenegro","ipsl-cm6a-lr ssp585","0.25",0.175490171682196,0.00272699999999992,30,0.170469263691441,0.994239144288556,0.97759860502425,0.450416722823455,0.0221180607
"Morocco","gfdl-esm4 ssp126","0.25",0.330087543462221,0.0257079889439997,30,0.206855961336899,0.997081985352948,0.995754467481648,0.621893393369797,0.0937892766888834
"Morocco","gfdl-esm4 ssp585","0.25",0.381265769843409,0.00183599638199994,30,0.631896219846152,0.994041022832836,1,0.362193501360311,0.00252474749999965
"Morocco","ipsl-cm6a-lr ssp126","0.25",0.296120540793594,0.0430088303305527,30,0.209927770377174,0.986224610903045,0.972923752177655,0.146337616853201,0
"Morocco","ipsl-cm6a-lr ssp585","0.25",0.249429694598521,0.00734398552799975,30,0.364075191509817,0.999923761894973,0.983844083900135,0.525209360361706,0.0350606216379793
"Mozambique","gfdl-esm4 ssp126","0.25",0.185167609518228,0.00165256199999986,30,0.452900450401272,0.99895192162495,0.986891920538373,0.566642801243987,0.061336589460994
"Mozambique","gfdl-esm4 ssp585","0.25",0.765461200893038,0.124407301320132,30,0.673306229919181,0.985686368770915,1,0.301637250765184,0.0167238544957578
"Mozambique","ipsl-cm6a-lr ssp126","0.25",0.441432144827751,0.0504490257106808,30,0.538360427059149,0.993862145416139,0.999112330532865,0.327727513355873,0.0108941475153003
"Mozambique","ipsl-cm6a-lr ssp585","0.25",0.690282197119662,0.18689156788035,30,0.710031300116497,0.970941664493708,1,0.185539229208942,0.0104939172444096
"Myanmar","gfdl-esm4 ssp126","0.25",0.427533934200346,0.0282938979288763,30,0.984893916369961,0.999069442154949,1,0.854595204233659,0.488992415394
"Myanmar","gfdl-esm4 ssp585","0.25",0.136645662480581,-2.22044604925031e-16,30,0.128294429578859,0.750723197543745,1,0.0201979800000001,0
"Myanmar","ipsl-cm6a-lr ssp126","0.25",0.207481974853365,0,30,0.236743336085072,0.999250667454421,1,0.580326542973204,0.0736591833907251
"Myanmar","ipsl-cm6a-lr ssp585","0.25",0.676533697570254,0.0950426023533449,30,0.208135227980269,0.995955148124261,1,0.495943138207804,0.0613293087681125
"Namibia","gfdl-esm4 ssp126","0.25",0,0,30,0.28738351321112,0.880783702831309,0.94710638016,0,0
"Namibia","gfdl-esm4 ssp585","0.25",0,0,30,0.330247514285057,1,0.9163206404875,0,0
"Namibia","ipsl-cm6a-lr ssp126","0.25",0,0,30,0,0.311308540427,0.6843655300505,0,0
"Namibia","ipsl-cm6a-lr ssp585","0.25",0.13332,0,30,0.565624300906553,0.839424076104172,1,0,0
"Nauru","gfdl-esm4 ssp126","0.25",0,NA,30,0,0.8125,1,0,NA
"Nauru","gfdl-esm4 ssp585","0.25",0,NA,30,0.16665,0.625,1,0,NA
"Nauru","ipsl-cm6a-lr ssp126","0.25",0.33335,NA,30,0,0.1667,0.9259259264815,0,NA
"Nauru","ipsl-cm6a-lr ssp585","0.25",0.55551111,NA,30,0,0.742803499151205,1,0,NA
"Nepal","gfdl-esm4 ssp126","0.25",0.3415592524628,0,30,0.483014563937585,0.929217063195054,1,0.172327050542798,0.0114503426676497
"Nepal","gfdl-esm4 ssp585","0.25",0.839195866817889,0.189637202378587,30,0.146551146854669,0.717458626100391,1,0.0222199999999999,0
"Nepal","ipsl-cm6a-lr ssp126","0.25",0.558286804501302,0.0160809707839706,30,0.352365527711046,0.888578757332549,1,0.0282938979288762,0
"Nepal","ipsl-cm6a-lr ssp585","0.25",0.894078232295773,0.302358044,30,0.293075169123019,0.994681406851918,1,0.615239326435347,0.117278389640878
"Netherlands","gfdl-esm4 ssp126","0.25",0.108181,0,30,0.195413900821389,0.637004126795392,1,0.00908999999999993,0
"Netherlands","gfdl-esm4 ssp585","0.25",0.1010944,0,30,0.157205671244003,0.89958761965422,0.988343656428352,0,0
"Netherlands","ipsl-cm6a-lr ssp126","0.25",0.00908999999999993,0,30,0.016526529,0.657245154304,1,0,0
"Netherlands","ipsl-cm6a-lr ssp585","0.25",0.0526731999999998,-2.22044604925031e-16,30,0.45250308527552,0.939006151423521,1,0.0964533773047958,-2.22044604925031e-16
"New Zealand","gfdl-esm4 ssp126","0.25",0.175725410424583,1.11022302462516e-16,30,0.553850625845923,0.94250110300437,0.97677656560898,0.0165256199999999,0
"New Zealand","gfdl-esm4 ssp585","0.25",0.176911862969115,1.11022302462516e-16,30,0.0984117205709999,0.614418154506534,1,0.00826280999999995,0
"New Zealand","ipsl-cm6a-lr ssp126","0.25",0.341617578392385,0.0181781819999999,30,0.152876065181527,0.761436873215621,1,0.0437809344625758,0.0013774104269999
"New Zealand","ipsl-cm6a-lr ssp585","0.25",0.0607730264373623,0,30,0.115326066216624,0.582586193087927,1,0,0
"Nicaragua","gfdl-esm4 ssp126","0.25",0.294584203038722,1.11022302462516e-16,30,0.179977130130597,0.777826687601015,1,0.07954,0.00454499999999991
"Nicaragua","gfdl-esm4 ssp585","0.25",0.510920351038287,0.0727127279999997,30,0.132801619390986,0.965978979706194,0.998391202646931,0.374083704,1.11022302462516e-16
"Nicaragua","ipsl-cm6a-lr ssp126","0.25",0.911324954206528,0.29700293,30,0.735778713497809,0.984135839412888,0.999997414479974,0.497510662109826,0.101915971041016
"Nicaragua","ipsl-cm6a-lr ssp585","0.25",0.349818862378872,0,30,0.0383982181131068,0.982479184099056,0.993006926192959,0.163047520164715,0
"Niger","gfdl-esm4 ssp126","0.25",0.0172777010570999,0,30,0.255723087903446,0.879880415597399,0.952676566801731,0.141292018286832,0.00550798914599993
"Niger","gfdl-esm4 ssp585","0.25",0.543132449388656,0.102063118984527,30,0.352944366634911,0.930338392187608,1,0.18342579565878,0.0102823509347998
"Niger","ipsl-cm6a-lr ssp126","0.25",0.823508095065501,0.363128247603198,30,0.767573818959626,0.922593663748995,1,0.18377405967328,0.0121187879999999
"Niger","ipsl-cm6a-lr ssp585","0.25",0.423061391041825,0.0278274712131606,30,0.387754964143344,0.876200132352751,1,0.0830804134158478,0.00183599638199994
"Nigeria","gfdl-esm4 ssp126","0.25",0.299040929079377,0.00444399999999989,30,0.325200224021204,0.939798318285024,0.985934676918017,0.0592091022507446,0
"Nigeria","gfdl-esm4 ssp585","0.25",0.16645518278558,1.11022302462516e-16,30,0.186601663048812,0.969425690119338,1,0.463085430004121,0.0643996248984383
"Nigeria","ipsl-cm6a-lr ssp126","0.25",0.590932870294834,0.073351896751223,30,0.703415542937352,0.97108812696901,1,0.380036165942394,0.0776701936583999
"Nigeria","ipsl-cm6a-lr ssp585","0.25",0.411305591369008,0.0416808453167998,30,0.214918455834376,0.966555178012896,1,0.177617535442328,0.00807919200000007
"North Korea","gfdl-esm4 ssp126","0.25",0.369777691726002,0.00330512400000016,30,0.106055057774202,0.907120987900292,1,0.0967691567875095,0
"North Korea","gfdl-esm4 ssp585","0.25",0.507254422329942,0.0967252015342022,30,0.163935844275905,0.958938317319366,1,0.272698011694301,0.0323167679999999
"North Korea","ipsl-cm6a-lr ssp126","0.25",0.156385966074348,0.0113251376025446,30,0.145726695882204,0.982523524848058,0.940579395448844,0.185115679897026,0.00504541541603909
"North Korea","ipsl-cm6a-lr ssp585","0.25",0.208548416813361,0.0094476043566164,30,0.241700859425219,0.960134145356955,1,0.202837749321188,0.00860579285361396
"Norway","gfdl-esm4 ssp126","0.25",0,0,30,0,0.67195,0.68896,0,0
"Norway","gfdl-esm4 ssp585","0.25",0.0499999999999998,-2.22044604925031e-16,30,0.0880000000000001,0.89794,0.961736248,0,0
"Norway","ipsl-cm6a-lr ssp126","0.25",0,0,30,0.185838530398744,0.887517998920029,0.94260666782512,0.0333399999999998,-2.22044604925031e-16
"Norway","ipsl-cm6a-lr ssp585","0.25",0.33336,0.0333399999999998,30,0.5545,0.865489758340016,1,0.0658365,0
"Oman","gfdl-esm4 ssp126","0.25",0.1,0,30,0.1685651898192,0.993805460927541,1,0.107175,0
"Oman","gfdl-esm4 ssp585","0.25",0,0,30,0,0.8661325641206,1,0,0
"Oman","ipsl-cm6a-lr ssp126","0.25",0.183722447347,0,30,0.2857,0.550245895518523,1,0,0
"Oman","ipsl-cm6a-lr ssp585","0.25",0.0285799999999999,0,30,0.2898718344694,0.669637797818898,1,0,0
"Pakistan","gfdl-esm4 ssp126","0.25",0.041317686,0.00165256199999997,30,0.171633471254765,0.988067182425135,0.956205690182525,0.022725,0
"Pakistan","gfdl-esm4 ssp585","0.25",0.286587568589536,0.0109932248336755,30,0.829522345295528,0.986908030637889,1,0.234825884377353,0.00734398552799975
"Pakistan","ipsl-cm6a-lr ssp126","0.25",0.42224098838621,0.0694486491119256,30,0.485727639146,0.989265854622169,1,0.48426088404511,0.0546434958568235
"Pakistan","ipsl-cm6a-lr ssp585","0.25",0.300201803688177,0.0240896551936659,30,0.506482058576838,0.985075085662741,1,0.266996977524382,0.00778322649615981
"Palau","gfdl-esm4 ssp126","0.25",0,NA,30,0,0.25,0.25,0,NA
"Palau","gfdl-esm4 ssp585","0.25",0,NA,30,0,0,0.7890625,0,NA
"Palau","ipsl-cm6a-lr ssp126","0.25",0,NA,30,0,0.72226111,0.75,0,NA
"Palau","ipsl-cm6a-lr ssp585","0.25",0,NA,30,0,0,1,0,NA
"Panama","gfdl-esm4 ssp126","0.25",0.2010815427135,0.00757424250000005,30,0.283549503236238,0.871693471168774,1,0.0619039461528528,0
"Panama","gfdl-esm4 ssp585","0.25",0.33218095570452,0.0226717327004897,30,0.0453311961474799,0.752903507848396,1,0.0200959904009798,0
"Panama","ipsl-cm6a-lr ssp126","0.25",0.559950566104064,0.0957995368785824,30,0.374018154915635,0.953933995380235,1,0.102473254016697,0
"Panama","ipsl-cm6a-lr ssp585","0.25",0.512809758506687,0.0185203700000001,30,0.745788014064735,0.983797071452644,1,0.264715964722915,0
"Papua New Guinea","gfdl-esm4 ssp126","0.25",0.103,0,30,0.0325,0.933569875,0.9440128,0.15,0
"Papua New Guinea","gfdl-esm4 ssp585","0.25",0.136,0,30,0,0.19,1,0,0
"Papua New Guinea","ipsl-cm6a-lr ssp126","0.25",0,0,30,0,0.25003,0.8200072,0,0
"Papua New Guinea","ipsl-cm6a-lr ssp585","0.25",0,0,30,0.2,0.51401944,1,0,0
"Paraguay","gfdl-esm4 ssp126","0.25",0.757007376007446,0.184958882541285,30,0.108994070254258,0.77564345908529,1,0.0782619380090076,0.00222199999999995
"Paraguay","gfdl-esm4 ssp585","0.25",0.325901225285141,0.0166894542851153,30,0.81688652909057,0.974197110820624,1,0.330053656171793,0.0308710103679998
"Paraguay","ipsl-cm6a-lr ssp126","0.25",0.0769832525123542,0.00201979799999996,30,0.2178897046064,0.911727786859061,0.971041976860171,0.0279163981809998,0
"Paraguay","ipsl-cm6a-lr ssp585","0.25",0.892874627389932,0.287248641955414,30,0.407243423204458,0.993818338430517,0.999988678382065,0.459428307673418,0.0526460560884294
"Peru","gfdl-esm4 ssp126","0.25",0.30718397085808,0.02019798,30,0.428176776192187,0.925871785800835,1,0.0497841127826809,0
"Peru","gfdl-esm4 ssp585","0.25",0.293496023954245,0.01009899,30,0.3033462027708,0.924282205298084,1,0.257987370012449,0.0338575295656327
"Peru","ipsl-cm6a-lr ssp126","0.25",0.0666599999999998,-2.22044604925031e-16,30,0.222792686031571,0.955245483367408,0.985296627382535,0.0557872511977426,0
"Peru","ipsl-cm6a-lr ssp585","0.25",0.611185945347964,0.0690886414730847,30,0.228195456077201,0.820513572925915,1,0.0201979800000001,0
"Philippines","gfdl-esm4 ssp126","0.25",0.170354074,-2.22044604925031e-16,30,0.32506074385675,0.510232016770735,1,0.022725,0
"Philippines","gfdl-esm4 ssp585","0.25",0.06060303,0,30,0.395287595959635,0.890119011547282,1,0.117924212831356,-2.22044604925031e-16
"Philippines","ipsl-cm6a-lr ssp126","0.25",0.0151530299999999,0,30,0.01515303,0.6976619923572,0.747039081250796,0.0740814799999999,0
"Philippines","ipsl-cm6a-lr ssp585","0.25",0.210076358149858,1.11022302462516e-16,30,0.163521290086885,0.75969058950006,1,0.0100989899999999,0
"Poland","gfdl-esm4 ssp126","0.25",0.716713797390273,0.085838990088,30,0.258196412258902,0.70239304,1,0,0
"Poland","gfdl-esm4 ssp585","0.25",0.211733585197237,0.00544738975199999,30,0.16445612512,0.828826780186108,0.998264238190944,0.01818,0
"Poland","ipsl-cm6a-lr ssp126","0.25",0.298467532265396,0.00399999999999978,30,0.383799291241911,0.7407974085184,1,0.01667,0
"Poland","ipsl-cm6a-lr ssp585","0.25",0.283890047002558,0.0114744006172847,30,0.465619458326939,0.964350077588281,0.996927126814662,0.205698191659833,0.00906275976621895
"Portugal","gfdl-esm4 ssp126","0.25",0.130080991212121,1.11022302462516e-16,30,0.0282938979288762,1,0.891618657848102,0.096995465846872,0
"Portugal","gfdl-esm4 ssp585","0.25",0.17504703374043,0,30,0.178413558531805,0.943502568453738,0.975537282117035,0.0461857324220043,0.000917998190999914
