"regions","climates","spans","at_least_half_shocks","at_least_half_bis_shocks","time_window"
948,"gfdl-esm4 ssp585","shock_0.25",0.191877125441555,0.191877125441555,30
948,"ipsl-cm6a-lr ssp126","shock_0.25",0.0175296330868316,0.0175296330868316,30
948,"ipsl-cm6a-lr ssp585","shock_0.25",0.070788186952709,0.070788186952709,30
966,"gfdl-esm4 ssp126","shock_0.25",0.122706201989022,0.122706201989022,30
966,"gfdl-esm4 ssp585","shock_0.25",0.0434495308214941,0.0434495308214941,30
966,"ipsl-cm6a-lr ssp126","shock_0.25",0.0442251541749489,0.0442251541749489,30
966,"ipsl-cm6a-lr ssp585","shock_0.25",0.138942608929532,0.138942608929532,30
983,"gfdl-esm4 ssp126","shock_0.25",0.038442524874929,0.038442524874929,30
983,"gfdl-esm4 ssp585","shock_0.25",0.264087773763923,0.264087773763923,30
983,"ipsl-cm6a-lr ssp126","shock_0.25",0.0114039381598546,0.0114039381598546,30
983,"ipsl-cm6a-lr ssp585","shock_0.25",0.0621277636677816,0.0621277636677816,30
1009,"gfdl-esm4 ssp126","shock_0.25",0.0277446602322839,0.0277446602322839,30
1009,"gfdl-esm4 ssp585","shock_0.25",0.159133665476947,0.159133665476947,30
1009,"ipsl-cm6a-lr ssp126","shock_0.25",0.0314317331403334,0.0314317331403334,30
1009,"ipsl-cm6a-lr ssp585","shock_0.25",0.0882033786201116,0.0882033786201116,30
1026,"gfdl-esm4 ssp126","shock_0.25",0.327780028223976,0.327780028223976,30
1026,"gfdl-esm4 ssp585","shock_0.25",0.112038709897248,0.112038709897248,30
1026,"ipsl-cm6a-lr ssp126","shock_0.25",0.170675913810918,0.170675913810918,30
1026,"ipsl-cm6a-lr ssp585","shock_0.25",0.0686971396421977,0.0686971396421977,30
1087,"gfdl-esm4 ssp126","shock_0.25",0.356566710600155,0.356566710600155,30
1087,"gfdl-esm4 ssp585","shock_0.25",0.72756454831003,0.72756454831003,30
1087,"ipsl-cm6a-lr ssp126","shock_0.25",0.0509637559685693,0.0509637559685693,30
1087,"ipsl-cm6a-lr ssp585","shock_0.25",0.0634486620650557,0.0634486620650557,30
1096,"gfdl-esm4 ssp126","shock_0.25",0.566162510740392,0.566162510740392,30
1096,"gfdl-esm4 ssp585","shock_0.25",0.54607818243828,0.54607818243828,30
1096,"ipsl-cm6a-lr ssp126","shock_0.25",0.0292586060753925,0.0292586060753925,30
1096,"ipsl-cm6a-lr ssp585","shock_0.25",0.209634160640693,0.209634160640693,30
1097,"gfdl-esm4 ssp126","shock_0.25",0.0201510371573653,0.0201510371573653,30
1097,"gfdl-esm4 ssp585","shock_0.25",0.118655890884722,0.118655890884722,30
1097,"ipsl-cm6a-lr ssp126","shock_0.25",0.0418179912553872,0.0418179912553872,30
1097,"ipsl-cm6a-lr ssp585","shock_0.25",0.0984782925506511,0.0984782925506511,30
1098,"gfdl-esm4 ssp126","shock_0.25",0.00856623603617968,0.00856623603617968,30
1098,"gfdl-esm4 ssp585","shock_0.25",0.277944002664275,0.277944002664275,30
1098,"ipsl-cm6a-lr ssp126","shock_0.25",0.456875439023964,0.456875439023964,30
1098,"ipsl-cm6a-lr ssp585","shock_0.25",0.431424536495582,0.431424536495582,30
1101,"gfdl-esm4 ssp126","shock_0.25",0.156828061755644,0.156828061755644,30
1101,"gfdl-esm4 ssp585","shock_0.25",0.355425903951735,0.355425903951735,30
1101,"ipsl-cm6a-lr ssp126","shock_0.25",0.162129065745787,0.162129065745787,30
1101,"ipsl-cm6a-lr ssp585","shock_0.25",0.325851644264189,0.325851644264189,30
1111,"gfdl-esm4 ssp126","shock_0.25",0.0149499999999995,0.195476164434549,30
1111,"gfdl-esm4 ssp585","shock_0.25",0.00349749999999938,0.121623797541533,30
1111,"ipsl-cm6a-lr ssp126","shock_0.25",0.0199999999999997,0.1725069092375,30
1111,"ipsl-cm6a-lr ssp585","shock_0.25",0.028093939483724,0.312077904559451,30
1115,"gfdl-esm4 ssp126","shock_0.25",0.105869376918655,0.105869376918655,30
1115,"gfdl-esm4 ssp585","shock_0.25",0.0264384384401393,0.0264384384401393,30
1115,"ipsl-cm6a-lr ssp126","shock_0.25",0.0124671042952766,0.0124671042952766,30
1115,"ipsl-cm6a-lr ssp585","shock_0.25",0.116680386812038,0.116680386812038,30
