"regions","climates","at_least_two_shocks_down","at_least_three_shocks_down","time_window","at_least_one_shock_up_down","at_least_one_shock_up","at_least_one_shock_down"
132,"gfdl-esm4 ssp585",0.302537137371303,0.0117873763573095,30,0.418769860503665,0.999653151651616,0.999701578654994
132,"ipsl-cm6a-lr ssp126",0.310596979426562,0.00450371589734821,30,0.584190963473891,0.891565498574552,1
132,"ipsl-cm6a-lr ssp585",0.843788098413627,0.246804627063666,30,0.466704592664006,0.999991245080899,1
135,"gfdl-esm4 ssp126",0.737618385128259,0.141357827956444,30,0.467962420287241,0.909488369120699,0.999965893187175
135,"gfdl-esm4 ssp585",0.708910767173969,0.0622654295023374,30,0.527805411537175,0.972240813689746,0.999972504803887
135,"ipsl-cm6a-lr ssp126",0.353114016254488,0.0298655137793273,30,0.160575921822471,0.944137686068072,0.99979900584703
135,"ipsl-cm6a-lr ssp585",0.73678427793801,0.16087185413906,30,0.39906900245303,0.892260440710152,0.99995690796532
136,"gfdl-esm4 ssp126",0.0797879303883866,0.000751089428999818,30,0.242746314802932,0.994960808152271,1
136,"gfdl-esm4 ssp585",0.0990903845012451,0.00279953562871149,30,0.766380954244643,0.981268347653646,1
136,"ipsl-cm6a-lr ssp126",0.0600937645679999,0.00300435771599983,30,0.111084070757638,0.923954805638379,0.934036789755377
136,"ipsl-cm6a-lr ssp585",0.22513827620685,0.0022532682869999,30,0.681764863480854,0.995690507789485,1
137,"gfdl-esm4 ssp126",0.61273752990408,-2.22044604925031e-16,30,0.0915182560912551,0.87802716393747,1
137,"gfdl-esm4 ssp585",0.326877496499523,0.00579323231419082,30,0.185140175239445,0.99497480480019,1
137,"ipsl-cm6a-lr ssp126",0.380571630056268,0.0380121885866095,30,0.202310688338966,0.891369129173241,0.993174025557229
137,"ipsl-cm6a-lr ssp585",0.701260336591957,0.167252161852543,30,0.51074071412324,0.99997185981945,0.998822719544016
140,"gfdl-esm4 ssp126",0.144132621048946,0,30,0.1744751345568,0.946539212519227,0.996366947847611
140,"gfdl-esm4 ssp585",0.336266142991185,0.00991537199999981,30,0.63622879884945,0.991826199735826,0.999246772230762
140,"ipsl-cm6a-lr ssp126",0.427457146081241,0.0106590140979059,30,0.192392022167346,0.967623169799663,0.999676357687085
140,"ipsl-cm6a-lr ssp585",0.483875456928952,0.0396752893168,30,0.121651032522685,0.967943731679493,0.999795030820646
141,"gfdl-esm4 ssp126",0.0574345332709518,0.00206570249999993,30,0.354393888736796,0.94108796312718,1
141,"gfdl-esm4 ssp585",0.390349131546186,0.0416645946830614,30,0.262963780175806,0.921450617502906,0.997918940626226
141,"ipsl-cm6a-lr ssp126",0.268013599382977,0.0110159782919999,30,0.110207052494995,0.8672235877653,1
141,"ipsl-cm6a-lr ssp585",0.54236336964785,0.00900769331975493,30,0.5391329231154,0.951829269677851,1
145,"gfdl-esm4 ssp126",0.606003947616651,-4.44089209850063e-16,30,0.176726973730948,0.876795388858582,1
145,"gfdl-esm4 ssp585",0.310616309100395,0.0037509357572213,30,0.225821677006375,0.993858231239538,0.997085844809218
145,"ipsl-cm6a-lr ssp126",0.649957510087432,0.0903737097687507,30,0.486950990594183,0.962900342829461,1
145,"ipsl-cm6a-lr ssp585",0.921516014706173,0.303967626172858,30,0.302729527836876,0.999965951062517,1
146,"gfdl-esm4 ssp126",0.304693535228355,0.0157753568519996,30,0.2787934135408,0.788799470278844,0.997738185543912
146,"gfdl-esm4 ssp585",0.147653943679366,0.00300435771599994,30,0.309432876071944,0.97631085817922,0.991295389691443
146,"ipsl-cm6a-lr ssp126",0.247783919569879,0.0022532682869999,30,0.143235634885058,0.962831319283098,0.986860461964248
146,"ipsl-cm6a-lr ssp585",0.422248317339528,0.0696173037997546,30,0.352271168802398,0.914506907602701,1
147,"gfdl-esm4 ssp126",0.471392829403597,0.06347387356875,30,0.234200469429,0.960077192920708,1
147,"gfdl-esm4 ssp585",0.494231514112081,0.0349223386326454,30,0.350542419054128,0.994559841488294,1
147,"ipsl-cm6a-lr ssp126",0.184775056856283,0.00959474616641631,30,0.0306885286360217,0.814476255564821,1
147,"ipsl-cm6a-lr ssp585",0.644457415067664,0.0950055179150023,30,0.230256399102096,0.932412937724725,1
149,"gfdl-esm4 ssp126",0.237381289275966,0,30,0.470838226893676,0.978270234207106,0.969652754339313
149,"gfdl-esm4 ssp585",0.153354625954954,0.00315225841430178,30,0.371212807318647,0.950615032867217,0.98115875604254
149,"ipsl-cm6a-lr ssp126",0.0473640831697878,0.00075108942900004,30,0.188349248868324,0.93454579953768,0.941233996038708
149,"ipsl-cm6a-lr ssp585",0.303532156033749,0.00150217885800008,30,0.511062767363931,0.957954203888629,1
151,"gfdl-esm4 ssp126",0.292815858348453,0.00750186812471432,30,0.0845639501957824,0.652972097697994,0.989140901764446
151,"gfdl-esm4 ssp585",0.973919044728725,0.556438824477638,30,0.0741874272435874,0.917552789831672,1
151,"ipsl-cm6a-lr ssp126",0.97440369137544,0.596837646662652,30,0.206383283846743,0.568817573229042,1
151,"ipsl-cm6a-lr ssp585",0.653986156434447,0.0895091320256545,30,0.55417450502339,0.997551576246063,1
152,"gfdl-esm4 ssp126",0.362867992093376,0.00495768600000024,30,0.514658448425232,0.98370267565533,0.996892442044346
152,"gfdl-esm4 ssp585",0.31536851572446,0.00150217885799975,30,0.39059129022117,0.950615032867217,1
152,"ipsl-cm6a-lr ssp126",0.115695193092088,0.000751089429000151,30,0.292350701295688,0.93454579953768,1
152,"ipsl-cm6a-lr ssp585",0.521440101376634,0.0675053611100827,30,0.345226688868147,0.957954203888629,1
188,"gfdl-esm4 ssp126",0.169321794396764,0,30,0.0544504925464027,0.964359475012818,1
188,"gfdl-esm4 ssp585",0.35335137703116,0.00150217885799997,30,0.0923259929935337,0.949727011499115,1
188,"ipsl-cm6a-lr ssp126",0.235375510585314,0.00300435771599994,30,0.381334983970533,0.93915836903769,1
188,"ipsl-cm6a-lr ssp585",0.471464326253718,0.0245825867418673,30,0.516634026158562,0.979130404476691,1
579,"gfdl-esm4 ssp126",0.201820827305377,0.0199807966296,30,0.371202153044672,0.98268601814151,0.994880753093231
579,"gfdl-esm4 ssp585",0.741257941967374,0.117513123285105,30,0.301630080943671,0.923378838631196,0.999973639732584
579,"ipsl-cm6a-lr ssp126",0.481405412912812,0.0321640819342596,30,0.103180070438266,0.979429540522003,0.999634203386791
579,"ipsl-cm6a-lr ssp585",0.590140212891166,0.109711397560774,30,0.175419487568864,0.980217542232237,1
582,"gfdl-esm4 ssp126",0.1528778925,0,30,0.0702407025,0.745968385536815,1
582,"gfdl-esm4 ssp585",0,0,30,0,0.66527438,1
582,"ipsl-cm6a-lr ssp126",0,0,30,0,0.663276094579163,1
582,"ipsl-cm6a-lr ssp585",0.1654665456,0,30,0,0.385255787944808,1
583,"gfdl-esm4 ssp126",0.274589817880955,0.0119872265987759,30,0.252877987114525,0.987353305024058,0.979014865540159
583,"gfdl-esm4 ssp585",0.494174490923944,0.0986153400888299,30,0.254896436364315,0.998702001926129,0.992401012856965
583,"ipsl-cm6a-lr ssp126",0.92014812003938,0.497655020692316,30,0.202718558374214,0.977465267158517,0.999805832005549
583,"ipsl-cm6a-lr ssp585",0.153960315415672,0.00599968926671401,30,0.502176912143929,0.993989280146304,0.985371093412546
620,"gfdl-esm4 ssp126",0.675870281675045,0.162868856900453,30,0.105637483095583,0.685078477122879,1
620,"gfdl-esm4 ssp585",0.412765376586579,0.00240241020715104,30,0.249093970955275,0.920468993212852,1
620,"ipsl-cm6a-lr ssp126",0.266074865786511,0.00150217885800008,30,0.32224706293715,0.967790894646653,0.991605692848699
620,"ipsl-cm6a-lr ssp585",0.167545354381346,0.00632826765860983,30,0.090210032125251,0.971199034720231,1
640,"gfdl-esm4 ssp126",0.44243567566503,0,30,0.474073238036137,0.998190189020313,0.998344294841226
640,"gfdl-esm4 ssp585",0.757458276715938,0.155210043410374,30,0.42038400129633,0.988505005722392,0.999812792370672
640,"ipsl-cm6a-lr ssp126",0.361491578800489,0.0114026561958125,30,0.31331834651687,0.926986311215632,1
640,"ipsl-cm6a-lr ssp585",0.344083877565538,0.024244848,30,0.269771793222004,0.985108170915006,0.995813265018636
755,"gfdl-esm4 ssp126",0.560236983654199,0.0731610803950027,30,0.104094968876672,0.812597489019865,0.99548563986416
755,"gfdl-esm4 ssp585",0.728955334948968,0.130785064178341,30,0.373148672563498,0.990229222480367,1
755,"ipsl-cm6a-lr ssp126",0.645341135600925,0.0599804922695174,30,0.379475801855839,0.889117300261792,1
755,"ipsl-cm6a-lr ssp585",0.570959718978557,0.096663660415078,30,0.433333079045696,0.991908995326813,0.999724659296668
762,"gfdl-esm4 ssp126",0.618143994033984,0.114981100333614,30,0.19125072364497,0.935365557524475,0.998905062866204
762,"gfdl-esm4 ssp585",0.482098220964477,0.039212090006891,30,0.215803889324513,0.906131663855905,1
762,"ipsl-cm6a-lr ssp126",0.305476143452927,0.0208545382768518,30,0.256683187865035,0.951810055020255,0.999208852025287
762,"ipsl-cm6a-lr ssp585",0.318701233609781,0.0186911668434095,30,0.167875014679307,0.993405707200326,1
764,"gfdl-esm4 ssp126",0.376529642461468,0.0345289950306344,30,0.0954175953738335,0.741871755412911,0.989256858659631
764,"gfdl-esm4 ssp585",0.933066013209984,0.533878585758414,30,0.100416888055807,0.955027108033431,0.999946486617695
764,"ipsl-cm6a-lr ssp126",0.903568718365813,0.33480868713187,30,0.077378737716,0.572355406154152,0.999997776477586
764,"ipsl-cm6a-lr ssp585",0.473735048673462,0.0355563523761445,30,0.296566864203133,0.998866433646981,0.993034326914053
838,"gfdl-esm4 ssp126",0.642778264934507,0.155338211218562,30,0,0.985505953415962,0.997156643024959
838,"gfdl-esm4 ssp585",0.0601155395144036,1.11022302462516e-16,30,0.49579434788902,0.970368204876521,0.99107908786707
838,"ipsl-cm6a-lr ssp126",0.0963912748931496,0.00484798182842339,30,0.118097439514472,0.882672532495244,1
838,"ipsl-cm6a-lr ssp585",0.604585248511145,0.0891562975780434,30,0.13765746755126,0.873257973982056,0.999097589238728
857,"gfdl-esm4 ssp126",0.110156034037601,0.00450653657400002,30,0.113199972486918,0.976914690855346,0.993679942090408
857,"gfdl-esm4 ssp585",0.715702401601597,0.117513123285105,30,0.1534152871127,0.923378838631196,0.999084712936946
857,"ipsl-cm6a-lr ssp126",0.131768070074109,0.00675529177835721,30,0.151586357579056,0.972571349332039,0.974288668414686
857,"ipsl-cm6a-lr ssp585",0.148875660775036,0.00819378479884669,30,0.270294871535712,0.986263281109171,0.946575840726988
863,"gfdl-esm4 ssp126",0.477336154745983,0.108354358935,30,0.620629398111816,0.870200229744873,1
863,"gfdl-esm4 ssp585",0.563844439380021,0.0464998483583571,30,0.0164573459709038,0.969202069159117,1
863,"ipsl-cm6a-lr ssp126",0.642321507927707,0.056398267460908,30,0.12140963966578,0.974082066376466,1
863,"ipsl-cm6a-lr ssp585",0.775645926203005,0.0944143743261815,30,0.015774530571,0.958275280199751,1
869,"gfdl-esm4 ssp126",0.66488123968785,0.14040888409854,30,0.105952698734172,0.739729073273495,0.999831104216193
869,"gfdl-esm4 ssp585",0.350700106761966,0.0840105363638106,30,0.225486838459506,0.999749194502113,0.962137309381825
869,"ipsl-cm6a-lr ssp126",0.493535189098419,0.0431594138138331,30,0.23433221435677,0.787052243262296,0.99896396923338
869,"ipsl-cm6a-lr ssp585",0.892240510324974,0.346182939061653,30,0.323419544135166,0.999995831530203,0.999906984883087
878,"gfdl-esm4 ssp126",0.255512695263404,0.00750186812471432,30,0.185867159049075,0.652972097697994,1
878,"gfdl-esm4 ssp585",0.9297270088134,0.479001763559943,30,0.131596943270807,0.890070386442229,1
878,"ipsl-cm6a-lr ssp126",0.893718663250222,0.269200493257286,30,0.190932668281875,0.760451812370633,1
878,"ipsl-cm6a-lr ssp585",0.658412837234398,0.0673440812647876,30,0.831246651451902,0.997061773966234,1
889,"gfdl-esm4 ssp126",0.686935678590119,0.122875546018071,30,0.291195724488413,0.912227854481979,0.998583525064069
889,"gfdl-esm4 ssp585",0.645473589407014,0.0833986001162688,30,0.588547722449174,0.998178926944695,1
889,"ipsl-cm6a-lr ssp126",0.655535421502666,0.1564059054816,30,0.485378335438561,0.989697632570053,1
889,"ipsl-cm6a-lr ssp585",0.305179451915694,0.00495768600000024,30,0.377998651224741,0.936257069766742,0.999622479277734
901,"gfdl-esm4 ssp126",0.362940817134132,0.00075108942900004,30,0.490431961798867,0.990364730756384,1
901,"gfdl-esm4 ssp585",0.355332894036394,0.00600954171300006,30,0.163581232025875,0.895267490003875,0.991416870073787
901,"ipsl-cm6a-lr ssp126",0.517829714840895,0.0344188129378844,30,0.0633715150663745,0.864480047612125,0.999946814782737
901,"ipsl-cm6a-lr ssp585",0.365886581688959,0.0157424147011607,30,0.37839030210516,0.945808756290964,1
909,"gfdl-esm4 ssp126",0.110156034037601,0.00450653657400002,30,0.102798991776214,0.977199625010153,0.960499638065053
909,"gfdl-esm4 ssp585",0.724916259112176,0.117513123285105,30,0.499394173834471,0.93034370219962,1
909,"ipsl-cm6a-lr ssp126",0.246161114286029,0.0270472198933114,30,0.119484256757698,0.96708430257055,0.988151744475266
909,"ipsl-cm6a-lr ssp585",0.205612082031283,0.0114718273240572,30,0.282115671903594,0.980415323291336,1
910,"gfdl-esm4 ssp126",0.110156034037601,0.00450653657400002,30,0.081314761531249,0.977427578602487,0.987359884180817
910,"gfdl-esm4 ssp585",0.966721259414514,0.609928674319342,30,0.153770628717697,0.923378838631196,1
910,"ipsl-cm6a-lr ssp126",0.322140395957598,0.00675529177835721,30,0.40531105894812,0.982858636116985,1
910,"ipsl-cm6a-lr ssp585",0.357259489212184,0.0229449761622939,30,0.0485344420764219,0.980217542232237,0.994091006326801
922,"gfdl-esm4 ssp126",0.130377738164097,0.00450653657400002,30,0.187202585257591,0.977199625010153,1
922,"gfdl-esm4 ssp585",0.710438167486501,0.117513123285105,30,0.0977831875853117,0.93034370219962,0.997902488122286
922,"ipsl-cm6a-lr ssp126",0.0953863788595475,0.00075108942900004,30,0.103180070438266,0.96708430257055,0.962972720394023
922,"ipsl-cm6a-lr ssp585",0.164349101262146,0.00819378479884669,30,0.791346830005265,0.980415323291336,1
948,"gfdl-esm4 ssp126",0.599306353744333,0.131447838497102,30,0.222317172349748,0.970375181140131,0.997606704027245
948,"gfdl-esm4 ssp585",0.676849324806777,0.0997863775240866,30,0.632363045998869,0.99793005970243,0.99980391405442
948,"ipsl-cm6a-lr ssp126",0.0849556617765838,0,30,0.110935136324814,0.872303172462751,1
948,"ipsl-cm6a-lr ssp585",0.248289510275496,0.0147519122751271,30,0.242065380921779,0.887997799338451,0.993653624171064
966,"gfdl-esm4 ssp126",0.358580812311382,0.0295276391068924,30,0.0544504925464027,0.973269606259614,0.997804462117119
966,"gfdl-esm4 ssp585",0.288693627797998,0.00150217885799997,30,0.18796051417781,0.949727011499115,0.969759305248226
966,"ipsl-cm6a-lr ssp126",0.0988315609106424,0.00300435771599994,30,0.202436374703489,0.923954805638379,1
966,"ipsl-cm6a-lr ssp585",0.397826863722179,0.0199275502143376,30,0.30011597005824,0.947822880439324,1
983,"gfdl-esm4 ssp126",0.126182736607908,0.00300435771599983,30,0.285340098433508,0.975358023692611,1
983,"gfdl-esm4 ssp585",0.530287376326681,0.0578487599999995,30,0.427681199567153,0.988876670180216,1
983,"ipsl-cm6a-lr ssp126",0.401266311774523,0.00749851585661709,30,0.190547959212939,0.872209458183905,1
983,"ipsl-cm6a-lr ssp585",0.294657329370971,0.0254909718661966,30,0.562229644354432,0.897346506207379,1
1009,"gfdl-esm4 ssp126",0.607046483309738,0.00300435771599961,30,0.238214609826129,0.975862901353531,1
1009,"gfdl-esm4 ssp585",0.462438405587851,1.11022302462516e-16,30,0.444630978207123,0.986992312480506,0.9994247798744
1009,"ipsl-cm6a-lr ssp126",0.37102217732027,0.004501461050891,30,0.135599246574234,0.916194401098899,1
1009,"ipsl-cm6a-lr ssp585",0.518955353898868,0.0697560696248785,30,0.149082438863152,0.920655933412904,1
1026,"gfdl-esm4 ssp126",0.849313130044543,0.231931300586773,30,0.526372245379167,0.939658912747133,1
1026,"gfdl-esm4 ssp585",0.443557940511368,0.00300266531000892,30,0.419336196258068,0.979180610267309,0.998446135564009
1026,"ipsl-cm6a-lr ssp126",0.500120473127369,0.0378815507134164,30,0.172235852374626,0.96767615120232,1
1026,"ipsl-cm6a-lr ssp585",0.570053885101225,0.0657264924466874,30,0.211258577171196,0.870707357146469,0.99940552047744
1087,"gfdl-esm4 ssp126",0.735179088885149,0.155197641705715,30,0.147544537526865,0.808339352510167,0.999780283797564
1087,"gfdl-esm4 ssp585",0.923836727535693,0.611963977392027,30,0.58831010242315,0.987147749716919,1
1087,"ipsl-cm6a-lr ssp126",0.462192356651322,0.0180029744210206,30,0.284611778543349,0.923329077203009,1
1087,"ipsl-cm6a-lr ssp585",0.258041020513365,0.00901307314799971,30,0.193037537736025,0.919991695595001,0.997352500432695
1096,"gfdl-esm4 ssp126",0.801231847022923,0.334803398864394,30,0.471570823783523,0.933488407547759,0.99941373226663
1096,"gfdl-esm4 ssp585",0.748250909018732,0.124660851556073,30,0.634671181152944,0.999872389879989,1
1096,"ipsl-cm6a-lr ssp126",0.318756179149575,0.00302769617086995,30,0.446597109239731,0.971032556089301,1
