"regions","climates","at_least_one_shock","at_least_two_shocks","at_least_three_shocks","time_window"
"Burkina Faso","ipsl-cm6a-lr ssp585",1,0.0713979504000001,NA,30
"Burundi","gfdl-esm4 ssp126",0.962828056288172,0.07272,NA,30
"Burundi","gfdl-esm4 ssp585",0.987733718560651,0.0889169256000002,NA,30
"Burundi","ipsl-cm6a-lr ssp126",0.747606606655751,0,NA,30
"Burundi","ipsl-cm6a-lr ssp585",1,0.1576707768,NA,30
"Cambodia","gfdl-esm4 ssp126",1,0.5,0,30
"Cambodia","gfdl-esm4 ssp585",1,0.0727199999999999,0,30
"Cambodia","ipsl-cm6a-lr ssp126",0.921737085282059,0.0303060599999999,0,30
"Cambodia","ipsl-cm6a-lr ssp585",1,0.24244697,0,30
"Cameroon","gfdl-esm4 ssp126",0.943780105601926,0.14544,NA,30
"Cameroon","gfdl-esm4 ssp585",0.946251915412071,0.03636,NA,30
"Cameroon","ipsl-cm6a-lr ssp126",0.991940034496062,0.155783841846912,NA,30
"Cameroon","ipsl-cm6a-lr ssp585",1,0.0363600000000001,NA,30
"Canada","gfdl-esm4 ssp126",0.990554468182688,0.306994752,0,30
"Canada","gfdl-esm4 ssp585",1,0.379304538837355,1.11022302462516e-16,30
"Canada","ipsl-cm6a-lr ssp126",0.999975861804236,0.487415215427421,-4.44089209850063e-16,30
"Canada","ipsl-cm6a-lr ssp585",0.986014371237593,0.126965260704313,0,30
"Cape Verde","gfdl-esm4 ssp126",0,NA,NA,30
"Cape Verde","gfdl-esm4 ssp585",0.25,NA,NA,30
"Cape Verde","ipsl-cm6a-lr ssp126",0.871421038348727,NA,NA,30
"Cape Verde","ipsl-cm6a-lr ssp585",0.1667,NA,NA,30
"Central African Republic","gfdl-esm4 ssp126",0.732778590454667,0,NA,30
"Central African Republic","gfdl-esm4 ssp585",0.794231872291205,0,NA,30
"Central African Republic","ipsl-cm6a-lr ssp126",0.979360924896903,0.16362,NA,30
"Central African Republic","ipsl-cm6a-lr ssp585",1,0.18766087741728,NA,30
"Chad","gfdl-esm4 ssp126",0.753075234974097,0.0363600000000001,NA,30
"Chad","gfdl-esm4 ssp585",1,0.10908,NA,30
"Chad","ipsl-cm6a-lr ssp126",1,0.395779583756167,NA,30
"Chad","ipsl-cm6a-lr ssp585",1,0.1788253884,NA,30
"Chile","gfdl-esm4 ssp126",0.999874290237035,0.431121892299371,0.0144052403452979,30
"Chile","gfdl-esm4 ssp585",1,0.66827907161727,0.0413140499999998,30
"Chile","ipsl-cm6a-lr ssp126",0.965287681879886,0.0750138318498089,0,30
"Chile","ipsl-cm6a-lr ssp585",1,0.114700841839207,-2.22044604925031e-16,30
"China","gfdl-esm4 ssp126",1,0.193236150634619,0,30
"China","gfdl-esm4 ssp585",1,0.491114925962784,0.00826280999999995,30
"China","ipsl-cm6a-lr ssp126",1,0.182051508659083,0,30
"China","ipsl-cm6a-lr ssp585",1,0.45631680961957,0.00991537200000037,30
"Colombia","gfdl-esm4 ssp126",1,0.353084131706212,0.0185913224999998,30
"Colombia","gfdl-esm4 ssp585",1,0.731331565388379,0.193775510135299,30
"Colombia","ipsl-cm6a-lr ssp126",1,0.414864475785983,0.0177986993864608,30
"Colombia","ipsl-cm6a-lr ssp585",1,0.763719894970568,0.0932125388697134,30
"Comores","gfdl-esm4 ssp126",0.859375,NA,NA,30
"Comores","gfdl-esm4 ssp585",0,NA,NA,30
"Comores","ipsl-cm6a-lr ssp126",0.88886111,NA,NA,30
"Comores","ipsl-cm6a-lr ssp585",0,NA,NA,30
"Costa Rica","gfdl-esm4 ssp126",1,0.022725,0,30
"Costa Rica","gfdl-esm4 ssp585",0.974595286172757,0,0,30
"Costa Rica","ipsl-cm6a-lr ssp126",0.999240177357422,0.0919313119191998,-2.22044604925031e-16,30
"Costa Rica","ipsl-cm6a-lr ssp585",1,0.39390303,0.03029697,30
"Croatia","gfdl-esm4 ssp126",0.9763300223935,0.21816,0,30
"Croatia","gfdl-esm4 ssp585",0.969752561543459,0.04545,0,30
"Croatia","ipsl-cm6a-lr ssp126",0.998683234741002,0.3200070304,0,30
"Croatia","ipsl-cm6a-lr ssp585",0.996538358345643,0.1414738512,1.11022302462516e-16,30
"Cuba","gfdl-esm4 ssp126",0.965225027996348,0,0,30
"Cuba","gfdl-esm4 ssp585",0.977901776809963,0.0937924379999999,0,30
"Cuba","ipsl-cm6a-lr ssp126",1,0.0509620658291999,1.11022302462516e-16,30
"Cuba","ipsl-cm6a-lr ssp585",0.99676029343629,0.1949366496239,0,30
"Cyprus","gfdl-esm4 ssp126",0.95482597978193,0.0363600000000001,1.11022302462516e-16,30
"Cyprus","gfdl-esm4 ssp585",0.986648864423109,0.0713979504,1.11022302462516e-16,30
"Cyprus","ipsl-cm6a-lr ssp126",1,0.0688665837438001,1.11022302462516e-16,30
