"regions","climates","at_least_two_shocks_down","at_least_three_shocks_down","time_window","at_least_one_shock_up_down"
"Palau","ipsl-cm6a-lr ssp585",0,0,30,0
"Palestine","gfdl-esm4 ssp126",0.02478843,0,30,0.0528230878058221
"Palestine","gfdl-esm4 ssp585",0.30901318991518,0,30,0.04545
"Palestine","ipsl-cm6a-lr ssp126",0.157796298428182,0.00687566857809352,30,0.067471611265858
"Palestine","ipsl-cm6a-lr ssp585",0.132710153139945,-4.44089209850063e-16,30,0.309826348459746
"Palmyra Atoll","gfdl-esm4 ssp126",0,0,30,0
"Palmyra Atoll","gfdl-esm4 ssp585",0,0,30,0
"Palmyra Atoll","ipsl-cm6a-lr ssp126",0,0,30,0
"Palmyra Atoll","ipsl-cm6a-lr ssp585",0,0,30,0
"Panama","gfdl-esm4 ssp126",0.105923441142,0,30,0.197440236235572
"Panama","gfdl-esm4 ssp585",0.33881157,0.02478843,30,0.0647745158639744
"Panama","ipsl-cm6a-lr ssp126",0.143335478822872,-2.22044604925031e-16,30,0.0856113223277586
"Panama","ipsl-cm6a-lr ssp585",0.52516448651029,0.035814049146,30,0.486966689739298
"Papua New Guinea","gfdl-esm4 ssp126",0.0965874999999999,0.00568124999999997,30,0.044416580625
"Papua New Guinea","gfdl-esm4 ssp585",0,0,30,0
"Papua New Guinea","ipsl-cm6a-lr ssp126",0,0,30,0.022725
"Papua New Guinea","ipsl-cm6a-lr ssp585",0,0,30,0.25617438
"Paraguay","gfdl-esm4 ssp126",0.74240262432295,0.221758097477031,30,0.128856397375403
"Paraguay","gfdl-esm4 ssp585",0.581919182725803,0.120015794303202,30,0.721117693603056
"Paraguay","ipsl-cm6a-lr ssp126",0.216173610028706,0.00729345599301023,30,0.167982785314869
"Paraguay","ipsl-cm6a-lr ssp585",0.905151085198817,0.333611930843115,30,0.167907583124416
"Perejil Island","gfdl-esm4 ssp126",0.04545,0,30,0.156000878125
"Perejil Island","gfdl-esm4 ssp585",0,0,30,0.340875
"Perejil Island","ipsl-cm6a-lr ssp126",0,0,30,0.0909
"Perejil Island","ipsl-cm6a-lr ssp585",0.204573485,0,30,0.04131405
"Peru","gfdl-esm4 ssp126",0.323879540394055,0.0405631671412499,30,0.261587841072345
"Peru","gfdl-esm4 ssp585",0.593618083105452,0.0538000359670712,30,0.32678199492062
"Peru","ipsl-cm6a-lr ssp126",0.0909,0,30,0.0630419420373719
"Peru","ipsl-cm6a-lr ssp585",0.0839875310670009,0.00225214001633933,30,0.0928150876056919
"Peñón de Vélez de la Gomera","gfdl-esm4 ssp126",0,0,30,0.01652562
"Peñón de Vélez de la Gomera","gfdl-esm4 ssp585",0,0,30,0.0909
"Peñón de Vélez de la Gomera","ipsl-cm6a-lr ssp126",0,0,30,0
"Peñón de Vélez de la Gomera","ipsl-cm6a-lr ssp585",0,0,30,0.0909
"Philippines","gfdl-esm4 ssp126",0.150257076685705,0,30,0.339175235665768
"Philippines","gfdl-esm4 ssp585",0.20392172371048,0,30,0.227441385947992
"Philippines","ipsl-cm6a-lr ssp126",0.02478843,0,30,0
"Philippines","ipsl-cm6a-lr ssp585",0.314074894536944,-2.22044604925031e-16,30,0.185279754493921
"Phoenix Group","gfdl-esm4 ssp126",0.75,0,30,0
"Phoenix Group","gfdl-esm4 ssp585",0.125,0,30,0.375
"Phoenix Group","ipsl-cm6a-lr ssp126",0,0,30,0
"Phoenix Group","ipsl-cm6a-lr ssp585",0.125025,0,30,0
"Pitcairn","gfdl-esm4 ssp126",0,0,30,0
"Pitcairn","gfdl-esm4 ssp585",0,0,30,0
"Pitcairn","ipsl-cm6a-lr ssp126",0,0,30,0.249975
"Pitcairn","ipsl-cm6a-lr ssp585",0,0,30,0
"Poland","gfdl-esm4 ssp126",0.786315396452305,0.148216063459678,30,0.129262187729375
"Poland","gfdl-esm4 ssp585",0.203309855789796,0.00450653657400002,30,0.171214527806652
"Poland","ipsl-cm6a-lr ssp126",0.297903936708833,0,30,0.216146557111228
"Poland","ipsl-cm6a-lr ssp585",0.231650421043029,0.00656292991013274,30,0.451274598174445
"Portugal","gfdl-esm4 ssp126",0,0,30,0.0984117205709999
"Portugal","gfdl-esm4 ssp585",0.38033927074479,0.0533323071449999,30,0.0967215627854999
"Portugal","ipsl-cm6a-lr ssp126",0.219682168545195,0,30,0.12770172855
"Portugal","ipsl-cm6a-lr ssp585",0.861032756296,0.420780316852,30,0.12494741457872
"Prince Edward Islands","gfdl-esm4 ssp126",0,0,30,0
"Prince Edward Islands","gfdl-esm4 ssp585",0,0,30,0
"Prince Edward Islands","ipsl-cm6a-lr ssp126",0,0,30,0
"Prince Edward Islands","ipsl-cm6a-lr ssp585",0,0,30,0.06830578800925
"Protected Zone established under the Torres Strait Treaty","gfdl-esm4 ssp126",0,0,30,0
"Protected Zone established under the Torres Strait Treaty","gfdl-esm4 ssp585",0,0,30,0.5
"Protected Zone established under the Torres Strait Treaty","ipsl-cm6a-lr ssp126",0,0,30,0
"Protected Zone established under the Torres Strait Treaty","ipsl-cm6a-lr ssp585",0,0,30,0
"Puerto Rico","gfdl-esm4 ssp126",0,0,30,0
"Puerto Rico","gfdl-esm4 ssp585",0,0,30,0
"Puerto Rico","ipsl-cm6a-lr ssp126",0.0833249999999999,0,30,0
"Puerto Rico","ipsl-cm6a-lr ssp585",0,0,30,0
"Qatar","gfdl-esm4 ssp126",0,0,30,0
"Qatar","gfdl-esm4 ssp585",0,0,30,0.2890625
"Qatar","ipsl-cm6a-lr ssp126",0,0,30,0.08335
"Qatar","ipsl-cm6a-lr ssp585",0.0416749999999999,0,30,0.3333
"Republic of Mauritius","gfdl-esm4 ssp126",0,0,30,0
"Republic of Mauritius","gfdl-esm4 ssp585",0,0,30,0
"Republic of Mauritius","ipsl-cm6a-lr ssp126",0,0,30,0
"Republic of Mauritius","ipsl-cm6a-lr ssp585",0,0,30,0
"Republic of the Congo","gfdl-esm4 ssp126",0.22975141809808,0,30,0.33254398364971
"Republic of the Congo","gfdl-esm4 ssp585",0.113563476331529,0.00300435771599961,30,0.133367718356292
"Republic of the Congo","ipsl-cm6a-lr ssp126",0.253027261902586,0.0103114439927257,30,0.238703661957644
"Republic of the Congo","ipsl-cm6a-lr ssp585",0.160604590912021,0.00619710750000013,30,0.015774530571
"Romania","gfdl-esm4 ssp126",0.927006837032428,0.40702108327993,30,0.0512886312927741
"Romania","gfdl-esm4 ssp585",0.222520143164388,0.0067552917783571,30,0.282267299676551
"Romania","ipsl-cm6a-lr ssp126",0.394182193140509,0.0349467363921939,30,0.235931032725753
"Romania","ipsl-cm6a-lr ssp585",0.52010470319932,0.0467293873299574,30,0.299895243633288
"Russia","gfdl-esm4 ssp126",0.0935518832009273,-2.22044604925031e-16,30,0.105135273041515
"Russia","gfdl-esm4 ssp585",0.835985333073456,0.16774612438127,30,0.138527985002257
"Russia","ipsl-cm6a-lr ssp126",0.0473640831697878,0.00075108942900004,30,0.0905210339576923
"Russia","ipsl-cm6a-lr ssp585",0.189596192713348,0.0131978148159446,30,0.339147657699994
"Rwanda","gfdl-esm4 ssp126",0.586257563245962,0.0571970781901497,30,0.0497853254309725
"Rwanda","gfdl-esm4 ssp585",0.172602024543249,0.00825182928305346,30,0.0777579968102695
"Rwanda","ipsl-cm6a-lr ssp126",0.371987518508523,0.0276878473735572,30,0.356898606643285
"Rwanda","ipsl-cm6a-lr ssp585",0.230592276643201,0.0104898879430051,30,0.484715055485386
"Réunion","gfdl-esm4 ssp126",0,0,30,0
"Réunion","gfdl-esm4 ssp585",0,0,30,0
"Réunion","ipsl-cm6a-lr ssp126",0,0,30,0
"Réunion","ipsl-cm6a-lr ssp585",0,0,30,0.125025
"Saba","gfdl-esm4 ssp126",0,0,30,0
"Saba","gfdl-esm4 ssp585",0,0,30,0
"Saba","ipsl-cm6a-lr ssp126",0,0,30,0
"Saba","ipsl-cm6a-lr ssp585",0,0,30,0
"Saint Helena","gfdl-esm4 ssp126",0,0,30,0
"Saint Helena","gfdl-esm4 ssp585",0,0,30,0
"Saint Helena","ipsl-cm6a-lr ssp126",0,0,30,0
"Saint Helena","ipsl-cm6a-lr ssp585",0,0,30,0
"Saint Kitts and Nevis","gfdl-esm4 ssp126",0,0,30,0.375
"Saint Kitts and Nevis","gfdl-esm4 ssp585",0,0,30,0
"Saint Kitts and Nevis","ipsl-cm6a-lr ssp126",0,0,30,0
"Saint Kitts and Nevis","ipsl-cm6a-lr ssp585",0,0,30,0
"Saint Lucia","gfdl-esm4 ssp126",0.125,0,30,0
"Saint Lucia","gfdl-esm4 ssp585",0,0,30,0
"Saint Lucia","ipsl-cm6a-lr ssp126",0,0,30,0.08335
"Saint Lucia","ipsl-cm6a-lr ssp585",0,0,30,0.081806018425932
"Saint Vincent and the Grenadines","gfdl-esm4 ssp126",0.375,0,30,0
"Saint Vincent and the Grenadines","gfdl-esm4 ssp585",0,0,30,0
"Saint Vincent and the Grenadines","ipsl-cm6a-lr ssp126",0.0416749999999999,0,30,0.140655903263875
"Saint Vincent and the Grenadines","ipsl-cm6a-lr ssp585",0,0,30,0
"Saint-Barthélemy","gfdl-esm4 ssp126",0,0,30,0
"Saint-Barthélemy","gfdl-esm4 ssp585",0,0,30,0
"Saint-Barthélemy","ipsl-cm6a-lr ssp126",0,0,30,0
"Saint-Barthélemy","ipsl-cm6a-lr ssp585",0,0,30,0
"Saint-Pierre and Miquelon","gfdl-esm4 ssp126",0,0,30,0
"Saint-Pierre and Miquelon","gfdl-esm4 ssp585",0,0,30,0
"Saint-Pierre and Miquelon","ipsl-cm6a-lr ssp126",0,0,30,0
"Saint-Pierre and Miquelon","ipsl-cm6a-lr ssp585",0,0,30,0
"Samoa","gfdl-esm4 ssp126",0,0,30,0.25
"Samoa","gfdl-esm4 ssp585",0,0,30,0
"Samoa","ipsl-cm6a-lr ssp126",0,0,30,0.3333
"Samoa","ipsl-cm6a-lr ssp585",0.08335,0,30,0
"San Marino","gfdl-esm4 ssp126",0.172128742392937,0,30,0
"San Marino","gfdl-esm4 ssp585",0.04545,0,30,0.268186403974089
"San Marino","ipsl-cm6a-lr ssp126",0.300129361138228,0.0340918909858654,30,0.085605551341952
"San Marino","ipsl-cm6a-lr ssp585",0.185580597239312,0.0105017127580713,30,0.125382854719674
"Sao Tome and Principe","gfdl-esm4 ssp126",0,0,30,0.12109375
"Sao Tome and Principe","gfdl-esm4 ssp585",0,0,30,0
"Sao Tome and Principe","ipsl-cm6a-lr ssp126",0,0,30,0
"Sao Tome and Principe","ipsl-cm6a-lr ssp585",0,0,30,0
"Saudi Arabia","gfdl-esm4 ssp126",0.04545,0,30,0.321395079719533
"Saudi Arabia","gfdl-esm4 ssp585",0.0550251505709998,-2.22044604925031e-16,30,0.296153482155626
"Saudi Arabia","ipsl-cm6a-lr ssp126",0.19231855735725,0.00826280999999995,30,0.329935946279389
"Saudi Arabia","ipsl-cm6a-lr ssp585",0.113801485246654,-2.22044604925031e-16,30,0.611135662860958
"Senegal","gfdl-esm4 ssp126",0.127145334433471,-2.22044604925031e-16,30,0.196587577636131
"Senegal","gfdl-esm4 ssp585",0,0,30,0.04545
"Senegal","ipsl-cm6a-lr ssp126",0.0902171846000961,0,30,0.458681405
"Senegal","ipsl-cm6a-lr ssp585",0.0165256199999999,0,30,0.874816987088127
"Senkaku Islands","gfdl-esm4 ssp126",0,0,30,0
"Senkaku Islands","gfdl-esm4 ssp585",0,0,30,0
"Senkaku Islands","ipsl-cm6a-lr ssp126",0,0,30,0
"Senkaku Islands","ipsl-cm6a-lr ssp585",0,0,30,0
"Serbia","gfdl-esm4 ssp126",0.80898728686716,0.409109386643704,30,0.0374519570723711
"Serbia","gfdl-esm4 ssp585",0.269935557547648,0.011246032563107,30,0.805958032761908
"Serbia","ipsl-cm6a-lr ssp126",0.261114788278222,0.0193048323772778,30,0.0979072020351796
"Serbia","ipsl-cm6a-lr ssp585",0.356618332265619,0.0396896976492482,30,0.0955967494598281
"Serrana Bank","gfdl-esm4 ssp126",0,0,30,0
"Serrana Bank","gfdl-esm4 ssp585",0,0,30,0
"Serrana Bank","ipsl-cm6a-lr ssp126",0,0,30,0
"Serrana Bank","ipsl-cm6a-lr ssp585",0,0,30,0
"Serranilla Bank","gfdl-esm4 ssp126",0,0,30,0
"Serranilla Bank","gfdl-esm4 ssp585",0,0,30,0
"Serranilla Bank","ipsl-cm6a-lr ssp126",0,0,30,0
"Serranilla Bank","ipsl-cm6a-lr ssp585",0,0,30,0
"Seychelles","gfdl-esm4 ssp126",0,0,30,0
"Seychelles","gfdl-esm4 ssp585",0,0,30,0
"Seychelles","ipsl-cm6a-lr ssp126",0,0,30,0
"Seychelles","ipsl-cm6a-lr ssp585",0,0,30,0
"Sierra Leone","gfdl-esm4 ssp126",0.0984117205709999,0,30,0.898827336087883
"Sierra Leone","gfdl-esm4 ssp585",0.0164573459709038,0,30,0.196575509562093
"Sierra Leone","ipsl-cm6a-lr ssp126",0.447459964913758,0.00413140499999987,30,0.440151050243117
"Sierra Leone","ipsl-cm6a-lr ssp585",0.679232692382864,0.064144282119898,30,0.881836120935543
"Singapore","gfdl-esm4 ssp126",0.132218595,0,30,0
"Singapore","gfdl-esm4 ssp585",0,0,30,0
"Singapore","ipsl-cm6a-lr ssp126",0.1528778925,0,30,0.04545
"Singapore","ipsl-cm6a-lr ssp585",0,0,30,0.068175
"Sint-Eustatius","gfdl-esm4 ssp126",0,0,30,0.1875
"Sint-Eustatius","gfdl-esm4 ssp585",0,0,30,0
"Sint-Eustatius","ipsl-cm6a-lr ssp126",0,0,30,0.02778889
"Sint-Eustatius","ipsl-cm6a-lr ssp585",0,0,30,0
"Sint-Maarten","gfdl-esm4 ssp126",0,0,30,0.0625
"Sint-Maarten","gfdl-esm4 ssp585",0,0,30,0
"Sint-Maarten","ipsl-cm6a-lr ssp126",0.0416749999999999,0,30,0.375
"Sint-Maarten","ipsl-cm6a-lr ssp585",0.0416749999999999,0,30,0.08335
"Slovakia","gfdl-esm4 ssp126",0.670160719052542,0.108184973148,30,0.102234807317019
"Slovakia","gfdl-esm4 ssp585",0.152598876688899,0,30,0.232090717519937
"Slovakia","ipsl-cm6a-lr ssp126",0.364942211552635,0.0283385536435357,30,0.0642717048748785
"Slovakia","ipsl-cm6a-lr ssp585",0.313564426503209,0.0150217885799999,30,0.324773162534471
"Slovenia","gfdl-esm4 ssp126",0.878897377942808,0.230892398465604,30,0.022725
"Slovenia","gfdl-esm4 ssp585",0.337539122746984,0.0119903523681427,30,0.10671029081497
"Slovenia","ipsl-cm6a-lr ssp126",0.681446221602264,0.05702556326454,30,0.098964117869544
"Slovenia","ipsl-cm6a-lr ssp585",0.144202962946892,0,30,0.306335238252759
"Solomon Islands","gfdl-esm4 ssp126",0,0,30,0
"Solomon Islands","gfdl-esm4 ssp585",0,0,30,0
"Solomon Islands","ipsl-cm6a-lr ssp126",0,0,30,0.125
"Solomon Islands","ipsl-cm6a-lr ssp585",0,0,30,0
"South Africa","gfdl-esm4 ssp126",0.536640610655038,0.0270491357250001,30,0.281258902135191
"South Africa","gfdl-esm4 ssp585",0.357245854056566,0.0180294514199999,30,0.172128742392937
"South Africa","ipsl-cm6a-lr ssp126",0.0462559565754989,0.00150217885800008,30,0.269668472639378
"South Africa","ipsl-cm6a-lr ssp585",0.152183089812287,0.00637536412313255,30,0.12057649522758
"South Georgia and the South Sandwich Islands","gfdl-esm4 ssp126",0,0,30,0.34375
"South Georgia and the South Sandwich Islands","gfdl-esm4 ssp585",0,0,30,0
"South Georgia and the South Sandwich Islands","ipsl-cm6a-lr ssp126",0,0,30,0
"South Georgia and the South Sandwich Islands","ipsl-cm6a-lr ssp585",0,0,30,0
"South Korea","gfdl-esm4 ssp126",0.278444981467946,0.0180261462959999,30,0.189995770073546
"South Korea","gfdl-esm4 ssp585",0.61363080187949,0.1848465071375,30,0.184388946023291
"South Korea","ipsl-cm6a-lr ssp126",0.277294834932357,0.0307721011757859,30,0.420574243219243
"South Korea","ipsl-cm6a-lr ssp585",0.242886141373909,0.0060019458080357,30,0.20622398742218
"South Sudan","gfdl-esm4 ssp126",0.84497709940019,0.411544377035483,30,0.0855420729286219
"South Sudan","gfdl-esm4 ssp585",0.0814719545880089,0,30,0.0921436935912429
"South Sudan","ipsl-cm6a-lr ssp126",0.157219502422784,0.00450736285499997,30,0.851777185434951
"South Sudan","ipsl-cm6a-lr ssp585",0.62442541379095,0.0689074885789492,30,0.299136742594291
"Spain","gfdl-esm4 ssp126",0.117872147054682,0.0022532682869999,30,0.0924477368406316
"Spain","gfdl-esm4 ssp585",0.53002016192322,0.00901307314799971,30,0.332071162597506
"Spain","ipsl-cm6a-lr ssp126",0.272037116550976,0.00075108942900004,30,0.14172006770924
"Spain","ipsl-cm6a-lr ssp585",0.67878541107813,0.181863540377484,30,0.228048737952997
"Sri Lanka","gfdl-esm4 ssp126",0.0488292304919249,0,30,0.068175
"Sri Lanka","gfdl-esm4 ssp585",0.22725,0,30,0.0947864102267092
"Sri Lanka","ipsl-cm6a-lr ssp126",0.0909,0,30,0.0838980707062283
"Sri Lanka","ipsl-cm6a-lr ssp585",0.139740232667625,0,30,0.291485705787
"Sudan","gfdl-esm4 ssp126",0.134916944502954,0.00826280999999995,30,0.241211026872949
"Sudan","gfdl-esm4 ssp585",0.266289315943568,0,30,0.9114108164604
"Sudan","ipsl-cm6a-lr ssp126",0.604318484687061,0.19608350787,30,0.309569398182205
"Sudan","ipsl-cm6a-lr ssp585",0.586897023587437,0.0247884299999998,30,0.802487532866796
"Suriname","gfdl-esm4 ssp126",0.290997817045409,0,30,0.07587449292825
"Suriname","gfdl-esm4 ssp585",0.459015626574,0.0495768599999999,30,0.3522625
"Suriname","ipsl-cm6a-lr ssp126",0.382885399146,0,30,0.01652562
"Suriname","ipsl-cm6a-lr ssp585",0.299208397631453,0.00826597786499972,30,0.320926829906837
"Svalbard","gfdl-esm4 ssp126",0,0,30,0.375
"Svalbard","gfdl-esm4 ssp585",0,0,30,0.25
"Svalbard","ipsl-cm6a-lr ssp126",0.125025,0,30,0
"Svalbard","ipsl-cm6a-lr ssp585",0,0,30,0.375
"Swaziland","gfdl-esm4 ssp126",0.432632898323365,0.0562979128858881,30,0.352738500311379
"Swaziland","gfdl-esm4 ssp585",0.500106766214156,0.06311299716,30,0.273833962666285
"Swaziland","ipsl-cm6a-lr ssp126",0.0313566512732013,0.00075108942900004,30,0.137526494708261
"Swaziland","ipsl-cm6a-lr ssp585",0.335376560807858,0.0146184415087667,30,0.0380214077249728
"Sweden","gfdl-esm4 ssp126",0.0165256199999999,0,30,0.00826280999999995
"Sweden","gfdl-esm4 ssp585",0,0,30,0.0328464179127116
"Sweden","ipsl-cm6a-lr ssp126",0,0,30,0.0164573459709038
"Sweden","ipsl-cm6a-lr ssp585",0.0909,0,30,0.0984117205709999
"Switzerland","gfdl-esm4 ssp126",0.483522954799328,0.0164744144781778,30,0.594398731758429
"Switzerland","gfdl-esm4 ssp585",0.495731512148531,0.0312829880358304,30,0.242799823580467
"Switzerland","ipsl-cm6a-lr ssp126",0.03080003764275,0,30,0.0759463503325346
"Switzerland","ipsl-cm6a-lr ssp585",0.12869466957828,0,30,0.362114041659124
"Syria","gfdl-esm4 ssp126",0.330677338618556,0.0431921867129997,30,0.366551716401965
"Syria","gfdl-esm4 ssp585",0.32220250694593,0.0227900267955626,30,0.0695378479465202
"Syria","ipsl-cm6a-lr ssp126",0.336007910749122,0.0165256199999999,30,0.289284242139614
"Syria","ipsl-cm6a-lr ssp585",0.0724738514757128,-2.22044604925031e-16,30,0.153679822435073
"Taiwan","gfdl-esm4 ssp126",0.220662414846431,0.00826280999999973,30,0.268466559542384
"Taiwan","gfdl-esm4 ssp585",0.13635,0,30,0
"Taiwan","ipsl-cm6a-lr ssp126",0.00826280999999995,0,30,0
"Taiwan","ipsl-cm6a-lr ssp585",0.00826280999999995,0,30,0.0409044058254234
"Tajikistan","gfdl-esm4 ssp126",0.548284977096314,0.0731168441738166,30,0.00826280999999995
"Tajikistan","gfdl-esm4 ssp585",0.132225348194637,0.00150217885799997,30,0.428464943353655
"Tajikistan","ipsl-cm6a-lr ssp126",0.119138969913555,0,30,0.063228057987313
"Tajikistan","ipsl-cm6a-lr ssp585",0.582264902911305,0.00413140499999964,30,0.488443481970856
"Tanzania","gfdl-esm4 ssp126",0.825678545286738,0.41311935109292,30,0.20556506193886
"Tanzania","gfdl-esm4 ssp585",0.17470920801484,0.00619710749999991,30,0.67435740277099
"Tanzania","ipsl-cm6a-lr ssp126",0.380823667019178,0.0596868179107028,30,0.073325561111606
"Tanzania","ipsl-cm6a-lr ssp585",0.772709817267433,0.243509070199996,30,0.493329062980142
"Thailand","gfdl-esm4 ssp126",0.745818847442421,0.358764613133,30,0.457454322127899
"Thailand","gfdl-esm4 ssp585",0.450991938262926,0.0846703113311699,30,0.334516613060084
"Thailand","ipsl-cm6a-lr ssp126",0.0245841720480419,0,30,0.0393044075124281
"Thailand","ipsl-cm6a-lr ssp585",0.960901758951258,0.596906567236696,30,0.274262919420262
"Togo","gfdl-esm4 ssp126",0.0165256199999999,0,30,0.0899057820551922
"Togo","gfdl-esm4 ssp585",0.454619155795397,0.0391032007841522,30,0.0313566512732013
"Togo","ipsl-cm6a-lr ssp126",0.31170731592237,0.00206570249999993,30,0.645429951140112
"Togo","ipsl-cm6a-lr ssp585",0.127964110917905,0,30,0.295139941294382
"Tokelau","gfdl-esm4 ssp126",0.0625,0,30,0
"Tokelau","gfdl-esm4 ssp585",0,0,30,0
"Tokelau","ipsl-cm6a-lr ssp126",0,0,30,0
"Tokelau","ipsl-cm6a-lr ssp585",0,0,30,0
"Tonga","gfdl-esm4 ssp126",0,0,30,0
"Tonga","gfdl-esm4 ssp585",0,0,30,0
"Tonga","ipsl-cm6a-lr ssp126",0,0,30,0
"Tonga","ipsl-cm6a-lr ssp585",0,0,30,0
"Trinidad and Tobago","gfdl-esm4 ssp126",0.255484052053153,0.00826280999999995,30,0.212979920787
"Trinidad and Tobago","gfdl-esm4 ssp585",0.049030667767231,-2.22044604925031e-16,30,0.00826280999999995
"Trinidad and Tobago","ipsl-cm6a-lr ssp126",0.238515202847004,0.00826446256199997,30,0.02778889
"Trinidad and Tobago","ipsl-cm6a-lr ssp585",0.175174865899377,0.00412843676203101,30,0.149431748303604
"Trinidade","gfdl-esm4 ssp126",0,0,30,0.0625
"Trinidade","gfdl-esm4 ssp585",0,0,30,0
"Trinidade","ipsl-cm6a-lr ssp126",0.0416749999999999,0,30,0
"Trinidade","ipsl-cm6a-lr ssp585",0,0,30,0
"Tristan Da Cunha","gfdl-esm4 ssp126",0,0,30,0
"Tristan Da Cunha","gfdl-esm4 ssp585",0.1875,0,30,0
"Tristan Da Cunha","ipsl-cm6a-lr ssp126",0,0,30,0
"Tristan Da Cunha","ipsl-cm6a-lr ssp585",0,0,30,0.041675
"Tromelin Island","gfdl-esm4 ssp126",0,0,30,0
"Tromelin Island","gfdl-esm4 ssp585",0,0,30,0
"Tromelin Island","ipsl-cm6a-lr ssp126",0,0,30,0
"Tromelin Island","ipsl-cm6a-lr ssp585",0,0,30,0
"Tunisia","gfdl-esm4 ssp126",0,0,30,0.2164283575
"Tunisia","gfdl-esm4 ssp585",0,0,30,0.068175
"Tunisia","ipsl-cm6a-lr ssp126",0.27275,0,30,0.118900314221024
"Tunisia","ipsl-cm6a-lr ssp585",0,0,30,0.0808036470764127
"Turkey","gfdl-esm4 ssp126",0.0165256199999999,0,30,0.00826280999999995
"Turkey","gfdl-esm4 ssp585",0.221579144960616,0.0082484444710712,30,0.838013724009892
"Turkey","ipsl-cm6a-lr ssp126",0.222378661728,0.0210338091359999,30,0.349257821890796
"Turkey","ipsl-cm6a-lr ssp585",0.11092894576012,0.00206570249999993,30,0.335733182494809
"Turkmenistan","gfdl-esm4 ssp126",0.383515794949926,0.0107040572145,30,0.490237597630626
"Turkmenistan","gfdl-esm4 ssp585",0.16825186571246,0.00656292991013274,30,0.23266293769349
"Turkmenistan","ipsl-cm6a-lr ssp126",0.288675000310738,0.0166279081241022,30,0.143881153642274
"Turkmenistan","ipsl-cm6a-lr ssp585",0.508924258943093,0.0385840891245889,30,0.299419657671283
"Turks and Caicos Islands","gfdl-esm4 ssp126",0,0,30,0
"Turks and Caicos Islands","gfdl-esm4 ssp585",0,0,30,0
"Turks and Caicos Islands","ipsl-cm6a-lr ssp126",0,0,30,0
"Turks and Caicos Islands","ipsl-cm6a-lr ssp585",0,0,30,0
"Tuvalu","gfdl-esm4 ssp126",0.0625,0,30,0
"Tuvalu","gfdl-esm4 ssp585",0,0,30,0
"Tuvalu","ipsl-cm6a-lr ssp126",0.08335,0,30,0
"Tuvalu","ipsl-cm6a-lr ssp585",0,0,30,0
"Uganda","gfdl-esm4 ssp126",0.950286691405118,0.350510933186824,30,0.0909
"Uganda","gfdl-esm4 ssp585",0.26927643449807,0,30,0.00826280999999995
"Uganda","ipsl-cm6a-lr ssp126",0.322560556657477,0.00300435771599938,30,0.315435492743712
"Uganda","ipsl-cm6a-lr ssp585",0.760925523638883,0.158397502352921,30,0.32199757824247
"Ukraine","gfdl-esm4 ssp126",0.511745678393339,0.0851033974513391,30,0.0994468718841695
"Ukraine","gfdl-esm4 ssp585",0.375070349189903,0.00354852235609493,30,0.247583239832821
"Ukraine","ipsl-cm6a-lr ssp126",0.222415569982488,0.011246032563107,30,0.317542722426491
"Ukraine","ipsl-cm6a-lr ssp585",0.119471410060672,0.00413140499999998,30,0.444982730734387
"United Arab Emirates","gfdl-esm4 ssp126",0,0,30,0.0625
"United Arab Emirates","gfdl-esm4 ssp585",0,0,30,0
"United Arab Emirates","ipsl-cm6a-lr ssp126",0,0,30,0
"United Arab Emirates","ipsl-cm6a-lr ssp585",0,0,30,0
"United Kingdom","gfdl-esm4 ssp126",0.00826280999999995,0,30,0.0546926406927855
"United Kingdom","gfdl-esm4 ssp585",0.106962685596615,0.00413140499999964,30,0.00826280999999995
"United Kingdom","ipsl-cm6a-lr ssp126",0.3484507575,0,30,0.0630461459145347
"United Kingdom","ipsl-cm6a-lr ssp585",0.235729975285082,-2.22044604925031e-16,30,0.111543753303295
"United States","gfdl-esm4 ssp126",0.311970397896837,0.0165256199999999,30,0.47868422591387
"United States","gfdl-esm4 ssp585",0.971169839662247,0.79050774685002,30,0.211110255499625
"United States","ipsl-cm6a-lr ssp126",0.495707607495574,0,30,0.149214154573798
"United States","ipsl-cm6a-lr ssp585",0.551048935291044,0.0567829463411016,30,0.456116524656702
"United States Virgin Islands","gfdl-esm4 ssp126",0,0,30,0.25
"United States Virgin Islands","gfdl-esm4 ssp585",0,0,30,0
"United States Virgin Islands","ipsl-cm6a-lr ssp126",0.0416749999999999,0,30,0
"United States Virgin Islands","ipsl-cm6a-lr ssp585",0,0,30,0.1667
"Uruguay","gfdl-esm4 ssp126",0.234110821776106,0.0208259072515402,30,0.0388083527837151
"Uruguay","gfdl-esm4 ssp585",0.749051984897461,0.195618555440476,30,0.0521218281830468
"Uruguay","ipsl-cm6a-lr ssp126",0.66857726728372,0.157435866593168,30,0.369732239864582
"Uruguay","ipsl-cm6a-lr ssp585",0.712187525524652,0.0590308186871187,30,0.531501271520769
"Uzbekistan","gfdl-esm4 ssp126",0.442514033473736,0,30,0.431273185245255
"Uzbekistan","gfdl-esm4 ssp585",0.406465426268281,0.00675980486099992,30,0.13492668418927
"Uzbekistan","ipsl-cm6a-lr ssp126",0.190102402407133,0.00450653657400002,30,0.129774829085347
"Uzbekistan","ipsl-cm6a-lr ssp585",0.221752076388493,0.00826280999999995,30,0.258548005343236
"Vanuatu","gfdl-esm4 ssp126",0,0,30,0
"Vanuatu","gfdl-esm4 ssp585",0,0,30,0
