"regions","climates","at_least_two_shocks_down","at_least_three_shocks_down","time_window","at_least_one_shock_up_down"
"Hungary","gfdl-esm4 ssp126",0,0,20,0.022725
"Hungary","gfdl-esm4 ssp585",0.188609213953899,0.0163652090784312,20,0.225906032643717
"Hungary","ipsl-cm6a-lr ssp126",0.146479790556,0.0135196097220001,20,0.0313566512732013
"Hungary","ipsl-cm6a-lr ssp585",0.141054997919048,0.00487939137437765,20,0.0981225441841086
"Iceland","gfdl-esm4 ssp126",0,0,20,0
"Iceland","gfdl-esm4 ssp585",0,0,20,0
"Iceland","ipsl-cm6a-lr ssp126",0,0,20,0.125025
"Iceland","ipsl-cm6a-lr ssp585",0,0,20,0
"India","gfdl-esm4 ssp126",0.216737212111462,0,20,0.193350017225766
"India","gfdl-esm4 ssp585",0.316292935725,0,20,0.13859135829605
"India","ipsl-cm6a-lr ssp126",0.0977882394180779,0,20,0.086768595
"India","ipsl-cm6a-lr ssp585",0.485827258360179,0.0201809431160824,20,0.305308999236385
"Indonesia","gfdl-esm4 ssp126",0.12394215,0,20,0.3636
"Indonesia","gfdl-esm4 ssp585",0.210575830493459,0.00600194580803559,20,0.104568581434592
"Indonesia","ipsl-cm6a-lr ssp126",0.202081893426,0,20,0
"Indonesia","ipsl-cm6a-lr ssp585",0.149971326143791,0.00300266531000892,20,0.156084166856024
"Iran","gfdl-esm4 ssp126",0.622663941917912,0.0857623953609359,20,0.2386125
"Iran","gfdl-esm4 ssp585",0.197428157548416,0,20,0.537864324918362
"Iran","ipsl-cm6a-lr ssp126",0.089350723125,0,20,0.28956479016316
"Iran","ipsl-cm6a-lr ssp585",0.0574390407164804,0,20,0.735977076864846
"Iraq","gfdl-esm4 ssp126",0.182702084573773,0.0121901566640575,20,0.118900314221024
"Iraq","gfdl-esm4 ssp585",0.476475088544283,0.0153273016057858,20,0.388697863454542
"Iraq","ipsl-cm6a-lr ssp126",0.0410409538836154,-2.22044604925031e-16,20,0.107359664889991
"Iraq","ipsl-cm6a-lr ssp585",0.093018663903621,0.00150217885799986,20,0.504236164162313
"Ireland","gfdl-esm4 ssp126",0,0,20,0.01652562
"Ireland","gfdl-esm4 ssp585",0.151938927428625,0,20,0.073057597714125
"Ireland","ipsl-cm6a-lr ssp126",0.022725,0,20,0.0812777717557268
"Ireland","ipsl-cm6a-lr ssp585",0.04545,0,20,0.1818
"Islas San Félix and San Ambrosio","gfdl-esm4 ssp126",0,0,20,0
"Islas San Félix and San Ambrosio","gfdl-esm4 ssp585",0,0,20,0
"Islas San Félix and San Ambrosio","ipsl-cm6a-lr ssp126",0,0,20,0
"Islas San Félix and San Ambrosio","ipsl-cm6a-lr ssp585",0,0,20,0
"Israel","gfdl-esm4 ssp126",0,0,20,0.0327781438836157
"Israel","gfdl-esm4 ssp585",0.0807948556503516,0,20,0.0479695280562464
"Israel","ipsl-cm6a-lr ssp126",0.00826280999999995,0,20,0
"Israel","ipsl-cm6a-lr ssp585",0.0878017961462887,-2.22044604925031e-16,20,0.172059676988849
"Italy","gfdl-esm4 ssp126",0.2023655146065,0.00413140499999987,20,0.0716504888525286
"Italy","gfdl-esm4 ssp585",0.131528858591315,0.00600871543199977,20,0.0547018164028037
"Italy","ipsl-cm6a-lr ssp126",0.373411508149257,0.00300435771599983,20,0.135640489604782
"Italy","ipsl-cm6a-lr ssp585",0.255112550888743,0.0135196097220001,20,0.0801920158120806
"Ivory Coast","gfdl-esm4 ssp126",0,0,20,0.0327781438836157
"Ivory Coast","gfdl-esm4 ssp585",0.0578487599999998,-2.22044604925031e-16,20,0
"Ivory Coast","ipsl-cm6a-lr ssp126",0.259399961491281,0,20,0.454686343443659
"Ivory Coast","ipsl-cm6a-lr ssp585",0.408331518047528,0.0165256199999999,20,0.0719632575
"Jamaica","gfdl-esm4 ssp126",0,0,20,0
"Jamaica","gfdl-esm4 ssp585",0.318175,0.022725,20,0
"Jamaica","ipsl-cm6a-lr ssp126",0.0449909091046807,0,20,0.02778889
"Jamaica","ipsl-cm6a-lr ssp585",0,0,20,0.32798260101563
"Jan Mayen","gfdl-esm4 ssp126",0,0,20,0
"Jan Mayen","gfdl-esm4 ssp585",0,0,20,0
"Jan Mayen","ipsl-cm6a-lr ssp126",0,0,20,0
"Jan Mayen","ipsl-cm6a-lr ssp585",0,0,20,0
"Japan","gfdl-esm4 ssp126",0.248662659429,0.0123600779854519,20,0.25420515766196
"Japan","gfdl-esm4 ssp585",0.114058642865922,0,20,0.276943313708032
"Japan","ipsl-cm6a-lr ssp126",0.0246518819418077,0,20,0.16922149754319
"Japan","ipsl-cm6a-lr ssp585",0.272284136969489,0.00150217885800008,20,0.518713303375789
"Jarvis Island","gfdl-esm4 ssp126",0,0,20,0
"Jarvis Island","gfdl-esm4 ssp585",0,0,20,0
"Jarvis Island","ipsl-cm6a-lr ssp126",0,0,20,0
"Jarvis Island","ipsl-cm6a-lr ssp585",0,0,20,0
"Jersey","gfdl-esm4 ssp126",0,0,20,0.117875997224661
"Jersey","gfdl-esm4 ssp585",0,0,20,0.086768595
"Jersey","ipsl-cm6a-lr ssp126",0,0,20,0.02478843
"Jersey","ipsl-cm6a-lr ssp585",0.453333707671423,0.0490007978795016,20,0.192998694594095
"Johnston Atoll","gfdl-esm4 ssp126",0,0,20,0
"Johnston Atoll","gfdl-esm4 ssp585",0,0,20,0
"Johnston Atoll","ipsl-cm6a-lr ssp126",0,0,20,0
"Johnston Atoll","ipsl-cm6a-lr ssp585",0,0,20,0
"Jordan","gfdl-esm4 ssp126",0.0691117958565,0,20,0.386994657164389
"Jordan","gfdl-esm4 ssp585",0.0726037044914296,-2.22044604925031e-16,20,0.374474443759698
"Jordan","ipsl-cm6a-lr ssp126",0.0330512399999998,-2.22044604925031e-16,20,0.580263634669802
"Jordan","ipsl-cm6a-lr ssp585",0.118457685487441,-2.22044604925031e-16,20,0.194819068692922
"Juan de Nova Island","gfdl-esm4 ssp126",0,0,20,0
"Juan de Nova Island","gfdl-esm4 ssp585",0,0,20,0
"Juan de Nova Island","ipsl-cm6a-lr ssp126",0,0,20,0
"Juan de Nova Island","ipsl-cm6a-lr ssp585",0,0,20,0
"Kazakhstan","gfdl-esm4 ssp126",0.0164573459709038,0,20,0.334942428204292
"Kazakhstan","gfdl-esm4 ssp585",0.154405334797335,0.00356477830337754,20,0.128800035811189
"Kazakhstan","ipsl-cm6a-lr ssp126",0.125727341255384,0.00150217885800008,20,0.327954937755576
"Kazakhstan","ipsl-cm6a-lr ssp585",0.0815218752514735,0.00150217885799997,20,0.45859727821415
"Kenya","gfdl-esm4 ssp126",0.0462559565754987,0.00150217885799997,20,0.0164573459709038
"Kenya","gfdl-esm4 ssp585",0.361207998172893,0.00206570249999993,20,0.581583112713667
"Kenya","ipsl-cm6a-lr ssp126",0.617196996437937,0.0396014325901706,20,0.439638270114465
"Kenya","ipsl-cm6a-lr ssp585",0.817258121364331,0.242241124786377,20,0.3913736332063
"Kerguélen","gfdl-esm4 ssp126",0,0,20,0
"Kerguélen","gfdl-esm4 ssp585",0,0,20,0
"Kerguélen","ipsl-cm6a-lr ssp126",0,0,20,0
"Kerguélen","ipsl-cm6a-lr ssp585",0.1667,0,20,0
"Kuril Islands","gfdl-esm4 ssp126",0.0164573459709038,0,20,0.0401719347241578
"Kuril Islands","gfdl-esm4 ssp585",0.0245841720480419,0,20,0.102071103771069
"Kuril Islands","ipsl-cm6a-lr ssp126",0.035814049146,0.0013774104269999,20,0.0926571679427657
"Kuril Islands","ipsl-cm6a-lr ssp585",0.157582120189291,0,20,0.106906099026963
"Kuwait","gfdl-esm4 ssp126",0.0383096922839999,0.00150217885799997,20,0.097611209755348
"Kuwait","gfdl-esm4 ssp585",0.132482791213415,0.00075108942900004,20,0.398270532942786
"Kuwait","ipsl-cm6a-lr ssp126",0.216075839604287,0.0123942149999999,20,0
"Kuwait","ipsl-cm6a-lr ssp585",0.220129355923941,0.00787746748371743,20,0.499033909847043
"Kyrgyzstan","gfdl-esm4 ssp126",0.389079008729681,0.0633078270309733,20,0.136252313266662
"Kyrgyzstan","gfdl-esm4 ssp585",0.04695011292825,0,20,0.0666060513305723
"Kyrgyzstan","ipsl-cm6a-lr ssp126",0.450496161692273,0.0522232815921191,20,0.00826280999999995
"Kyrgyzstan","ipsl-cm6a-lr ssp585",0.0717130910931967,0.00281524040168879,20,0.151596260701513
"Laos","gfdl-esm4 ssp126",0.0409044058254233,0,20,0.117245379863809
"Laos","gfdl-esm4 ssp585",0.670978323729317,0.0851625822315416,20,0.52575859468347
"Laos","ipsl-cm6a-lr ssp126",0.0165256199999999,0,20,0.0532929432284475
"Laos","ipsl-cm6a-lr ssp585",0.792535690941107,0.163537335614315,20,0.434038829981192
"Latvia","gfdl-esm4 ssp126",0.402231932883076,0.0682057479759519,20,0.03080003764275
"Latvia","gfdl-esm4 ssp585",0.132218595,0,20,0.0246518819418078
"Latvia","ipsl-cm6a-lr ssp126",0.0394270514044026,0.00075108942900004,20,0.111130049899
"Latvia","ipsl-cm6a-lr ssp585",0.0888955233794335,0.00150161472266974,20,0.126715327846886
"Lebanon","gfdl-esm4 ssp126",0.022725,0,20,0
"Lebanon","gfdl-esm4 ssp585",0.0486960486003425,0,20,0.0327109981251802
"Lebanon","ipsl-cm6a-lr ssp126",0.108548122284,0,20,0.272725
"Lebanon","ipsl-cm6a-lr ssp585",0.11735094494332,-2.22044604925031e-16,20,0.13007960056112
"Lesotho","gfdl-esm4 ssp126",0.300933674093762,0.0200546121405308,20,0.154797678322993
"Lesotho","gfdl-esm4 ssp585",0.0164573459709038,0,20,0.0658142057187757
"Lesotho","ipsl-cm6a-lr ssp126",0.0767995187813888,0.0022532682869999,20,0.022725
"Lesotho","ipsl-cm6a-lr ssp585",0.333224873940125,0.030616389989946,20,0.0689814539075526
"Liberia","gfdl-esm4 ssp126",0.00826280999999995,0,20,0.0393603672214945
"Liberia","gfdl-esm4 ssp585",0.0533331334259999,0.0022532682869999,20,0.131157465238665
"Liberia","ipsl-cm6a-lr ssp126",0.0814531337681921,0.00300435771599983,20,0.0314282367843715
"Liberia","ipsl-cm6a-lr ssp585",0.224136987576639,0.00826280999999995,20,0.167742640979442
"Libya","gfdl-esm4 ssp126",0,0,20,0.04545
"Libya","gfdl-esm4 ssp585",0,0,20,0.180366095171096
"Libya","ipsl-cm6a-lr ssp126",0,0,20,0.0683737291879536
"Libya","ipsl-cm6a-lr ssp585",0.420250944665316,0.00275482085399992,20,0.558319375192829
"Liechtenstein","gfdl-esm4 ssp126",0.213126209272598,0,20,0.128465535627589
"Liechtenstein","gfdl-esm4 ssp585",0.582225414276752,0.099830336118062,20,0.0327109981251801
"Liechtenstein","ipsl-cm6a-lr ssp126",0.00826280999999995,0,20,0.0486960486003428
"Liechtenstein","ipsl-cm6a-lr ssp585",0,0,20,0.156059564780528
"Line Group","gfdl-esm4 ssp126",1,0,20,0
"Line Group","gfdl-esm4 ssp585",0.125,0,20,0.5625
"Line Group","ipsl-cm6a-lr ssp126",0.0833249999999999,0,20,0
"Line Group","ipsl-cm6a-lr ssp585",0.30561111,0,20,0
"Lithuania","gfdl-esm4 ssp126",0.193974322467288,0.00206570249999993,20,0
"Lithuania","gfdl-esm4 ssp585",0.131749112464312,0,20,0.148511044346841
"Lithuania","ipsl-cm6a-lr ssp126",0.201267074586771,0.00600871543199977,20,0.0719632575
"Lithuania","ipsl-cm6a-lr ssp585",0.242551236641406,0.0185913224999998,20,0.167397755217117
"Macedonia","gfdl-esm4 ssp126",0.159877501521072,0,20,0.015774530571
"Macedonia","gfdl-esm4 ssp585",0.0408378242023182,0,20,0.113413176468634
"Macedonia","ipsl-cm6a-lr ssp126",0.0165256199999999,0,20,0.023286251142
"Macedonia","ipsl-cm6a-lr ssp585",0.0492354898545194,0,20,0.00826280999999995
"Macquarie Island","gfdl-esm4 ssp126",0,0,20,0
"Macquarie Island","gfdl-esm4 ssp585",0,0,20,0
"Macquarie Island","ipsl-cm6a-lr ssp126",0.20137986125,0,20,0
"Macquarie Island","ipsl-cm6a-lr ssp585",0,0,20,0.125025
"Madagascar","gfdl-esm4 ssp126",0.105861373222149,0,20,0.186574252862139
"Madagascar","gfdl-esm4 ssp585",0.248662659429,0.00826280999999995,20,0.244587340261127
"Madagascar","ipsl-cm6a-lr ssp126",0.049030667767231,-2.22044604925031e-16,20,0
"Madagascar","ipsl-cm6a-lr ssp585",0.143490307716,-2.22044604925031e-16,20,0.0984117205709999
"Madeira","gfdl-esm4 ssp126",0,0,20,0
"Madeira","gfdl-esm4 ssp585",0,0,20,0
"Madeira","ipsl-cm6a-lr ssp126",0,0,20,0
"Madeira","ipsl-cm6a-lr ssp585",0,0,20,0
"Malawi","gfdl-esm4 ssp126",0.478598613105651,0.0491635580875039,20,0.0245841720480419
"Malawi","gfdl-esm4 ssp585",0.322507202865026,0.0328854639008572,20,0.484404912679172
"Malawi","ipsl-cm6a-lr ssp126",0.54825704555008,0.0729897746409048,20,0.231858047501216
"Malawi","ipsl-cm6a-lr ssp585",0.210839502800282,0.0134049738682641,20,0.284819916486693
"Malaysia","gfdl-esm4 ssp126",0.435171414200283,0.0210338091359998,20,0.118898436084288
"Malaysia","gfdl-esm4 ssp585",0.13222314,0,20,0.105300144874962
"Malaysia","ipsl-cm6a-lr ssp126",0.00826280999999995,0,20,0.0731370335393844
"Malaysia","ipsl-cm6a-lr ssp585",0.12394215,0,20,0.07118410928625
"Maldives","gfdl-esm4 ssp126",0,0,20,0
"Maldives","gfdl-esm4 ssp585",0,0,20,0
"Maldives","ipsl-cm6a-lr ssp126",0,0,20,0
"Maldives","ipsl-cm6a-lr ssp585",0,0,20,0
"Mali","gfdl-esm4 ssp126",0.225052463265725,0.00901307314799993,20,0
"Mali","gfdl-esm4 ssp585",0.128458602855,0.00413140499999998,20,0.0675051212478701
"Mali","ipsl-cm6a-lr ssp126",0.1138630019922,-2.22044604925031e-16,20,0.434150237365409
"Mali","ipsl-cm6a-lr ssp585",0.207530733445128,0.00413140499999987,20,0.71787807536575
"Malta","gfdl-esm4 ssp126",0,0,20,0
"Malta","gfdl-esm4 ssp585",0,0,20,0
"Malta","ipsl-cm6a-lr ssp126",0,0,20,0
"Malta","ipsl-cm6a-lr ssp585",0,0,20,0
"Marshall Islands","gfdl-esm4 ssp126",0,0,20,0
"Marshall Islands","gfdl-esm4 ssp585",0,0,20,0
"Marshall Islands","ipsl-cm6a-lr ssp126",0,0,20,0
"Marshall Islands","ipsl-cm6a-lr ssp585",0,0,20,0
"Martinique","gfdl-esm4 ssp126",0,0,20,0
"Martinique","gfdl-esm4 ssp585",0,0,20,0
"Martinique","ipsl-cm6a-lr ssp126",0,0,20,0
"Martinique","ipsl-cm6a-lr ssp585",0,0,20,0.05556111
"Matthew and Hunter Islands","gfdl-esm4 ssp126",0,0,20,0
"Matthew and Hunter Islands","gfdl-esm4 ssp585",0,0,20,0
"Matthew and Hunter Islands","ipsl-cm6a-lr ssp126",0,0,20,0
"Matthew and Hunter Islands","ipsl-cm6a-lr ssp585",0,0,20,0
"Mauritania","gfdl-esm4 ssp126",0.0548249830656453,0,20,0.476505395986293
"Mauritania","gfdl-esm4 ssp585",0,0,20,0.1115592975
"Mauritania","ipsl-cm6a-lr ssp126",0.0165256199999999,0,20,0.0599143247865
"Mauritania","ipsl-cm6a-lr ssp585",0.6022867425,0,20,0.671982311192358
"Mayotte","gfdl-esm4 ssp126",0,0,20,0
"Mayotte","gfdl-esm4 ssp585",0,0,20,0
"Mayotte","ipsl-cm6a-lr ssp126",0,0,20,0
"Mayotte","ipsl-cm6a-lr ssp585",0,0,20,0
"Melilla","gfdl-esm4 ssp126",0,0,20,0
"Melilla","gfdl-esm4 ssp585",0,0,20,0
"Melilla","ipsl-cm6a-lr ssp126",0,0,20,0
"Melilla","ipsl-cm6a-lr ssp585",0.03029697,0,20,0.035805785427
"Mexico","gfdl-esm4 ssp126",0.103294215,0.00619710750000002,20,0.0537076580860125
"Mexico","gfdl-esm4 ssp585",0.147005383837768,0.00751089428999996,20,0
"Mexico","ipsl-cm6a-lr ssp126",0.124861257278389,0.00450653657400002,20,0.272313724424909
"Mexico","ipsl-cm6a-lr ssp585",0.338525531116109,0.0538745181080265,20,0.2727
"Micronesia","gfdl-esm4 ssp126",0,0,20,0
"Micronesia","gfdl-esm4 ssp585",0,0,20,0
"Micronesia","ipsl-cm6a-lr ssp126",0,0,20,0
"Micronesia","ipsl-cm6a-lr ssp585",0,0,20,0
"Moldova","gfdl-esm4 ssp126",0.514818074851301,0.02629226142,20,0
"Moldova","gfdl-esm4 ssp585",0.14060950541894,0.00562681594409642,20,0.321517976552987
"Moldova","ipsl-cm6a-lr ssp126",0,0,20,0.13428657
"Moldova","ipsl-cm6a-lr ssp585",0.151938927428625,0,20,0.446361533544114
"Monaco","gfdl-esm4 ssp126",0.0917002477983075,0.00413140499999987,20,0.151921570724987
"Monaco","gfdl-esm4 ssp585",0.022725,0,20,0.022725
"Monaco","ipsl-cm6a-lr ssp126",0.0495814049999999,0.00206570249999993,20,0.01515303
"Monaco","ipsl-cm6a-lr ssp585",0.117046176379636,0,20,0.0574345332709518
"Mongolia","gfdl-esm4 ssp126",0.264275541636369,0.0212955781815927,20,0.0164573459709038
"Mongolia","gfdl-esm4 ssp585",0.049030667767231,-2.22044604925031e-16,20,0.127420305857732
"Mongolia","ipsl-cm6a-lr ssp126",0.0691117958565,0,20,0.00826280999999995
"Mongolia","ipsl-cm6a-lr ssp585",0.072409461443253,-2.22044604925031e-16,20,0.0841079311175323
"Montenegro","gfdl-esm4 ssp126",0.0330512399999998,-2.22044604925031e-16,20,0.2428410966435
"Montenegro","gfdl-esm4 ssp585",0.0394270514044026,0.00075108942900004,20,0.181236969286105
"Montenegro","ipsl-cm6a-lr ssp126",0.00826280999999995,0,20,0.0972400249495
"Montenegro","ipsl-cm6a-lr ssp585",0.0232906333921855,0,20,0.0831733849411971
"Montserrat","gfdl-esm4 ssp126",0,0,20,0
"Montserrat","gfdl-esm4 ssp585",0,0,20,0
"Montserrat","ipsl-cm6a-lr ssp126",0,0,20,0
"Montserrat","ipsl-cm6a-lr ssp585",0,0,20,0.3333
"Morocco","gfdl-esm4 ssp126",0.00826280999999995,0,20,0.0781362064927588
"Morocco","gfdl-esm4 ssp585",0.318158821583225,0,20,0.729538661594466
"Morocco","ipsl-cm6a-lr ssp126",0.0164573459709038,0,20,0
"Morocco","ipsl-cm6a-lr ssp585",0.336678466183881,0.03755447145,20,0.295620666274284
"Mozambique","gfdl-esm4 ssp126",0.136753738424501,0.00689642802813484,20,0.163097325605207
"Mozambique","gfdl-esm4 ssp585",0.262708170934739,0.0139961232934158,20,0.645890402063106
"Mozambique","ipsl-cm6a-lr ssp126",0.360503669994405,0.0495765972888607,20,0.307638411636036
"Mozambique","ipsl-cm6a-lr ssp585",0.461084239007615,0.0334827424192575,20,0.449816566780199
"Myanmar","gfdl-esm4 ssp126",0.312749926709353,0.0198952466517983,20,0.920414581924667
"Myanmar","gfdl-esm4 ssp585",0.0760545671800936,0.00300435771599994,20,0.125063472001723
"Myanmar","ipsl-cm6a-lr ssp126",0.125727341255384,0.00150217885799997,20,0.146448818680839
"Myanmar","ipsl-cm6a-lr ssp585",0.463079453441436,0.108354358935,20,0.124183767140182
"Namibia","gfdl-esm4 ssp126",0,0,20,0.330569215
"Namibia","gfdl-esm4 ssp585",0,0,20,0.208836797179346
"Namibia","ipsl-cm6a-lr ssp126",0.0151530299999999,0,20,0.0909
"Namibia","ipsl-cm6a-lr ssp585",0.0833249999999999,0,20,0.155969783677687
"Nauru","gfdl-esm4 ssp126",0.375,0,20,0
"Nauru","gfdl-esm4 ssp585",0,0,20,0
"Nauru","ipsl-cm6a-lr ssp126",0,0,20,0
"Nauru","ipsl-cm6a-lr ssp585",0.234418749375,0,20,0
"Navassa Island","gfdl-esm4 ssp126",0,0,20,0
"Navassa Island","gfdl-esm4 ssp585",0,0,20,0
"Navassa Island","ipsl-cm6a-lr ssp126",0,0,20,0.05556111
"Navassa Island","ipsl-cm6a-lr ssp585",0,0,20,0
"Nepal","gfdl-esm4 ssp126",0.289177119969921,0.00150161472266974,20,0.681069861283317
"Nepal","gfdl-esm4 ssp585",0.751411458833521,0.16846095043199,20,0.22464652425117
"Nepal","ipsl-cm6a-lr ssp126",0.0909,0,20,0.52093482787076
"Nepal","ipsl-cm6a-lr ssp585",0.511400050592546,0.0328464179127116,20,0.398240149925185
"Netherlands","gfdl-esm4 ssp126",0.074850175931887,0,20,0.169676066940269
"Netherlands","gfdl-esm4 ssp585",0.022725,0,20,0.105300144874962
"Netherlands","ipsl-cm6a-lr ssp126",0,0,20,0.0164573459709038
"Netherlands","ipsl-cm6a-lr ssp585",0,0,20,0.03753367739325
"New Caledonia","gfdl-esm4 ssp126",0.25,0,20,0
"New Caledonia","gfdl-esm4 ssp585",0,0,20,0
"New Caledonia","ipsl-cm6a-lr ssp126",0,0,20,0
"New Caledonia","ipsl-cm6a-lr ssp585",0,0,20,0
"New Zealand","gfdl-esm4 ssp126",0.162816214516769,0,20,0.646857843522316
"New Zealand","gfdl-esm4 ssp585",0.221862876858651,-2.22044604925031e-16,20,0.0984117205709999
"New Zealand","ipsl-cm6a-lr ssp126",0.393866029370452,0.0236158857320625,20,0.244393654628697
"New Zealand","ipsl-cm6a-lr ssp585",0.0151530299999999,0,20,0.112073514816836
"Nicaragua","gfdl-esm4 ssp126",0.24113441142,0,20,0.03305124
"Nicaragua","gfdl-esm4 ssp585",0.0495768599999999,0,20,0.0883157569851614
"Nicaragua","ipsl-cm6a-lr ssp126",0.27448368891127,0,20,0
"Nicaragua","ipsl-cm6a-lr ssp585",0.217418561601654,-2.22044604925031e-16,20,0.3532760325
"Niger","gfdl-esm4 ssp126",0.0984117205709999,0,20,0.33881157
"Niger","gfdl-esm4 ssp585",0.2144459063091,0.019818168495458,20,0.227777174983309
"Niger","ipsl-cm6a-lr ssp126",0.153042961939769,0.00300435771599994,20,0.819974929962899
"Niger","ipsl-cm6a-lr ssp585",0.323825119689233,0.00619710750000013,20,0.653197485680463
"Nigeria","gfdl-esm4 ssp126",0,0,20,0.0393044075124281
"Nigeria","gfdl-esm4 ssp585",0.364374160237492,0.0246899633539153,20,0.266975464593435
"Nigeria","ipsl-cm6a-lr ssp126",0.17353719,0.00413140499999998,20,0.613288904471206
"Nigeria","ipsl-cm6a-lr ssp585",0.401538060378852,0.042971949420378,20,0.00826280999999995
"Niue","gfdl-esm4 ssp126",0,0,20,0
"Niue","gfdl-esm4 ssp585",0,0,20,0
"Niue","ipsl-cm6a-lr ssp126",0.0416749999999999,0,20,0.041675
"Niue","ipsl-cm6a-lr ssp585",0,0,20,0
"Norfolk Island","gfdl-esm4 ssp126",0,0,20,0
"Norfolk Island","gfdl-esm4 ssp585",0,0,20,0
"Norfolk Island","ipsl-cm6a-lr ssp126",0,0,20,0
"Norfolk Island","ipsl-cm6a-lr ssp585",0.197909375,0,20,0
"North Korea","gfdl-esm4 ssp126",0.0328464179127116,0,20,0.0164573459709038
"North Korea","gfdl-esm4 ssp585",0.316095977200179,0.027800932062808,20,0.0629873618404468
"North Korea","ipsl-cm6a-lr ssp126",0.0327781438836154,0,20,0.094597110379693
"North Korea","ipsl-cm6a-lr ssp585",0.0984117205709999,0,20,0.133293079414716
"Northern Mariana Islands","gfdl-esm4 ssp126",0,0,20,0
"Northern Mariana Islands","gfdl-esm4 ssp585",0,0,20,0
"Northern Mariana Islands","ipsl-cm6a-lr ssp126",0,0,20,0
"Northern Mariana Islands","ipsl-cm6a-lr ssp585",0.2014277775,0,20,0
"Norway","gfdl-esm4 ssp126",0,0,20,0
"Norway","gfdl-esm4 ssp585",0,0,20,0.0570203816508468
"Norway","ipsl-cm6a-lr ssp126",0,0,20,0.03753367739325
"Norway","ipsl-cm6a-lr ssp585",0.0909,0,20,0.1667
"Oecusse","gfdl-esm4 ssp126",0.38016425625,0,20,0.462449211320369
"Oecusse","gfdl-esm4 ssp585",0.13222995875,0,20,0.12094894821375
"Oecusse","ipsl-cm6a-lr ssp126",0,0,20,0
"Oecusse","ipsl-cm6a-lr ssp585",0,0,20,0.0327109981251802
"Oman","gfdl-esm4 ssp126",0.125,0,20,0.02478843
"Oman","gfdl-esm4 ssp585",0,0,20,0
"Oman","ipsl-cm6a-lr ssp126",0.0909,0,20,0.1818
"Oman","ipsl-cm6a-lr ssp585",0.0375336773932499,0,20,0.0909
"Overlapping claim Liancourt Rocks: Japan / South Korea","gfdl-esm4 ssp126",0,0,20,0
"Overlapping claim Liancourt Rocks: Japan / South Korea","gfdl-esm4 ssp585",0,0,20,0
"Overlapping claim Liancourt Rocks: Japan / South Korea","ipsl-cm6a-lr ssp126",0,0,20,0
"Overlapping claim Liancourt Rocks: Japan / South Korea","ipsl-cm6a-lr ssp585",0,0,20,0
"Overlapping claim Qatar / Saudi Arabia / United Arab Emirates","gfdl-esm4 ssp126",0,0,20,0
"Overlapping claim Qatar / Saudi Arabia / United Arab Emirates","gfdl-esm4 ssp585",0,0,20,0
"Overlapping claim Qatar / Saudi Arabia / United Arab Emirates","ipsl-cm6a-lr ssp126",0,0,20,0
"Overlapping claim Qatar / Saudi Arabia / United Arab Emirates","ipsl-cm6a-lr ssp585",0,0,20,0
"Overlapping claim South China Sea","gfdl-esm4 ssp126",0,0,20,0
"Overlapping claim South China Sea","gfdl-esm4 ssp585",0,0,20,0
"Overlapping claim South China Sea","ipsl-cm6a-lr ssp126",0,0,20,0
"Overlapping claim South China Sea","ipsl-cm6a-lr ssp585",0,0,20,0
"Overlapping claim: Canada / USA","gfdl-esm4 ssp126",0,0,20,0
"Overlapping claim: Canada / USA","gfdl-esm4 ssp585",0,0,20,0
"Overlapping claim: Canada / USA","ipsl-cm6a-lr ssp126",0,0,20,0
"Overlapping claim: Canada / USA","ipsl-cm6a-lr ssp585",0,0,20,0.08335
"Overlapping claim: Kenya / Somalia","gfdl-esm4 ssp126",0,0,20,0
"Overlapping claim: Kenya / Somalia","gfdl-esm4 ssp585",0,0,20,0
"Overlapping claim: Kenya / Somalia","ipsl-cm6a-lr ssp126",0.0909,0,20,0.03029697
"Overlapping claim: Kenya / Somalia","ipsl-cm6a-lr ssp585",0,0,20,0
"Overlapping claim: Puerto Rico / Dominican Republic","gfdl-esm4 ssp126",0,0,20,0
"Overlapping claim: Puerto Rico / Dominican Republic","gfdl-esm4 ssp585",0,0,20,0
"Overlapping claim: Puerto Rico / Dominican Republic","ipsl-cm6a-lr ssp126",0,0,20,0
"Overlapping claim: Puerto Rico / Dominican Republic","ipsl-cm6a-lr ssp585",0,0,20,0
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","gfdl-esm4 ssp126",0,0,20,0
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","gfdl-esm4 ssp585",0,0,20,0
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","ipsl-cm6a-lr ssp126",0,0,20,0
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","ipsl-cm6a-lr ssp585",0,0,20,0
"Overlapping claim: Venezuela / Aruba / Dominican Republic","gfdl-esm4 ssp126",0,0,20,0
"Overlapping claim: Venezuela / Aruba / Dominican Republic","gfdl-esm4 ssp585",0,0,20,0
"Overlapping claim: Venezuela / Aruba / Dominican Republic","ipsl-cm6a-lr ssp126",0,0,20,0
"Overlapping claim: Venezuela / Aruba / Dominican Republic","ipsl-cm6a-lr ssp585",0,0,20,0
"Overlapping claim: Venezuela / Colombia / Dominican Republic","gfdl-esm4 ssp126",0,0,20,0
"Overlapping claim: Venezuela / Colombia / Dominican Republic","gfdl-esm4 ssp585",0,0,20,0
